,title,pub_year,author,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,author_id,eprint_url,got_citations
24547,Production of B cell growth factor by normal human B cells.,1986,CH Jurgensen and JL Ambrus and AS Fauci,136,The Journal of Immunology,12,4542-4547,American Association of Immunologists,Although it has been demonstrated that malignant human B cell lines are capable of producing B cell growth factor (BCGF). production of BCGF by normal B cells has not been shown. In this study. we demonstrate BCGF production by normal B cells. achieved by using human peripheral blood B cells prepared by a positive selection technique and stimulated with Staphylococcus aureus Cowan I (SAC) for 12 hr. SAC was removed from the supernatants by anti-SAC-coupled Sepharose. Supernatants absorbed with this antibody were functionally free of SAC. as demonstrated by their inability to activate resting B cells. B cells stimulated with SAC for 12 hr produced BCGF activity that was generally unmeasurable in supernatants by 36 hr. Characterization of BCGF produced by SAC-stimulated B cells revealed a m.w. of 32.000 by high-performance liquid chromatography sieving and sodium dodecyl sulfate …,True,0dDO3SAAAAAJ:mWEH9CqjF64C,61,https://www.jimmunol.org/content/136/12/4542.short,14010695283817219201,/scholar?cites=14010695283817219201,,,0
24548,Activation of human B lymphocytes. XII. Differential effects of in vitro cyclophosphamide on human lymphocyte subpopulations involved in B-cell activation.,1980,HC Stevenson and AS Fauci,39,Immunology,3,391,Wiley-Blackwell,The differential effects of in vitro cyclophosphamide (CY) on subpopulations of normal human peripheral blood lymphocytes involved in the pokeweed mitogen-induced plaque-forming cell (PFC) response against sheep red blood cells were examined. It was found that the plaque-forming B cells in this system are sensitive to CY over a wide concentration range including concentrations which have a minimal effect on overall cell viability. Kinetic experiments revealed that CY exerts its inhibitory effect on the PFC response only if added very early in culture. Thus. it appears that in vitro CY must exert its inhibitory influence on an early phase of polyclonal B-cell activation. When T-cell enriched (TCE) populations were incubated overnight with high concentration CY and then added back in co-culture to fresh autologous B cells. significant enhancement of PFC responses was observed suggesting a selective inhibition or …,True,0dDO3SAAAAAJ:AYInfyleIOsC,61,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1457815/,3997187213042401978,/scholar?cites=3997187213042401978,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1457815/pdf/immunology00256-0086.pdf,0
24549,Association of Wegener's granulomatosis with HLA-B8,1979,Paul Katz and David W Alling and Barton F Haynes and Anthony S Fauci,14,Clinical Immunology and Immunopathology,2,268-270,Academic Press,An increased frequency of HLA-B8 was found in patients with Wegener's granulomatosis. HLA-B8 positive Wegener's granulomatosis patients did not have clinical characteristics which made them distinct from HLA-B8 negative patients. Since HLA-B8 has been found with increased frequency in certain “autoimmune” diseases. this finding may be important in understanding the pathogenesis of Wegener's granulomatosis.,True,0dDO3SAAAAAJ:QyXJ3EUuO1IC,61,https://www.sciencedirect.com/science/article/pii/0090122979901508,12303722017087787185,/scholar?cites=12303722017087787185,,,0
24550,An HIV vaccine is essential for ending the HIV/AIDS pandemic,2017,Anthony S Fauci,318,Jama,16,1535-1536,American Medical Association,Today. highlyeffectivemodalitiesofHIVtreatmentand prevention are available. and these essential tools. if properly implemented. could end the current HIV/AIDS pandemic. Yet. the pandemic continues. 1 Most of the major infectious diseases affecting humans. such as smallpox. polio. and yellow fever. have required effective vaccines for their control and in some caseselimination. andsothequestionariseswhetherthe HIV/AIDS pandemic can be effectively addressed without an HIV vaccine. The answer to that question is not straightforward. but needs to be addressed from both atheoreticalandapracticalstandpoint. Theoretically. the HIV pandemic can be ended without an HIV vaccine. More than 30 highly effective anti-HIV drugs are currently available. When given in combinations of 3 or more. these medications can durably suppress the virus such that patients who are treated soon after infection and continue therapy …,True,0dDO3SAAAAAJ:wGcU5kTjeNkC,60,https://jamanetwork.com/journals/jama/article-abstract/2656461,5718494731066964289,/scholar?cites=5718494731066964289,,,0
24551,Productive HIV infection of resting CD4+ T cells: role of lymphoid tissue microenvironment and effect of immunomodulating agents,2003,Audrey Kinter and Anitha Moorthy and Robert Jackson and Anthony S Fauci,19,AIDS research and human retroviruses,10,847-856,Mary Ann Liebert. Inc.,The ability of resting CD4+ T cells to support HIV replication is relevant to understanding how the reservoir of HIV-1-infected resting CD4+ T cells is generated. maintained and. hopefully.          how it might be reduced or eliminated. We have utilized a tonsillar histoculture system to demonstrate that HIV. particularly X4 strains. can productively infect phenotypically resting CD4+ T          cells in vitro and that this event is largely dependent on the lymphoid tissue microenvironment. Highly purified CD4+ tonsillar T cells that lack expression of both cell surface and nuclear          antigens characteristic of classic T cell activation produce X4 HIV-1 mRNA. p24. and infectious virus while maintaining a resting phenotype when cultured in a tonsillar tissue microenvironment; in contrast.          comparable purified resting CD4+ tonsillar T cells that have been exposed to X4 HIV do not support HIV replication when cultured in the …,True,0dDO3SAAAAAJ:OzeSX8-yOCQC,60,https://www.liebertpub.com/doi/abs/10.1089/088922203322493012,3349898747925053716,/scholar?cites=3349898747925053716,,,0
24552,Ethics of clinical research in the developing world,2002,Jack Killen and Christine Grady and Gregory K Folkers and Anthony S Fauci,2,Nature Reviews Immunology,3,210-215,Nature Publishing Group,Many commentators believe that all clinical-trial participants must receive a level of care equivalent to the world's best. Using HIV/AIDS research as an example. we show how this' Uniform Care Requirement'can undermine biomedical research aimed at improving global health. and then we point towards a more rational and balanced approach to ethical assessment.,True,0dDO3SAAAAAJ:69ZgNCALVd0C,60,https://www.nature.com/articles/nri745,11091059685539794346,/scholar?cites=11091059685539794346,,,0
24553,Role of dendritic cells in immunopathogenesis of human immunodeficiency virus infection.,1997,Drew Weissman and Anthony S Fauci,10,Clinical Microbiology Reviews,2,358-367,American Society for Microbiology Journals,The role of dendritic cells (DC) in the pathogenesis of human immunodeficiency virus (HIV) disease has been a subject of considerable interest for several years. Initial studies focused on the infection. dysfunction. and depletion of DC in HIV-infected individuals. More recent studies have begun to identify the functional role of DC in the initiation and propagation of viral replication in T cells in HIV-infected individuals. This review discusses recent data regarding the role of DC in HIV disease with the aim of delineating basic immunopathogenic principles of infection and the development of therapeutic strategies.,True,0dDO3SAAAAAJ:raTqNPD5sRQC,60,https://cmr.asm.org/content/10/2/358.short,10566052763649472520,/scholar?cites=10566052763649472520,,https://cmr.asm.org/content/cmr/10/2/358.full.pdf,0
24554,The role of lymphoid organs in the immunopathogenesis of HIV infection,1993,Giuseppe Pantaleo and Cecilia Graziosi and Anthony S Fauci,7,Aids,,S19-S24,LWW,ConclusionsAlthough HIV infection is characterized by a long period of clinical latency. HIV actively replicates in the lymphoid organs during this period. despite the fact that virus replication is barely detectable or absent in peripheral blood. Histopathologic alterations (ie. follicular hyperplasia and expansion of the FDC network) may partly explain the dichotomy between the levels of viral burden in the lymphoid organs versus peripheral blood. These findings demonstrate that lymphoid organs function as reservoirs and potentially as major sites of virus replication. However. they also indicate that the peripheral blood does not accurately reflect the actual state of HIV disease. particularly in early-stage infection. In fact. HIV disease is active and progressive even when there is little evidence of disease activity in peripheral blood. Therefore. a state of true microbiological latency is non-existent during the course of HIV …,True,0dDO3SAAAAAJ:hSRAE-fF4OAC,60,https://journals.lww.com/aidsonline/Abstract/1993/01001/The_role_of_lymphoid_organs_in_the.3.aspx,582246457337461346,/scholar?cites=582246457337461346,,,0
24555,H7N9 avian influenza A virus and the perpetual challenge of potential human pandemicity,2013,David M Morens and Jeffery K Taubenberger and Anthony S Fauci,4,MBio,4,,American Society for Microbiology,The ongoing H7N9 influenza epizootic in China once again presents us questions about the origin of pandemics and how to recognize them in early stages of development. Over the past ~135 years. H7 influenza viruses have neither caused pandemics nor been recognized as having undergone human adaptation. Yet several unusual properties of these viruses. including their poultry epizootic potential. mammalian adaptation. and atypical clinical syndromes in rarely infected humans. suggest that they may be different from other avian influenza viruses. thus questioning any assurance that the likelihood of human adaptation is low. At the same time. the H7N9 epizootic provides an opportunity to learn more about the mammalian/human adaptational capabilities of avian influenza viruses and challenges us to integrate virologic and public health research and surveillance at the animal-human interface.,True,0dDO3SAAAAAJ:0dtNEdnCFDAC,59,https://mbio.asm.org/content/4/4/e00445-13.short,1053482608817195636,/scholar?cites=1053482608817195636,,https://mbio.asm.org/content/mbio/4/4/e00445-13.full.pdf,0
24556,Emerging infectious diseases in 2012: 20 years after the institute of medicine report,2012,David M Morens and Anthony S Fauci,3,MBio,6,,American Society for Microbiology,Twenty years ago (1992). a landmark Institute of Medicine report entitled “Emerging Infections: Microbial Threats to Health in the United States” underscored the important but often underappreciated concept of emerging infectious diseases (EIDs). A review of the progress made and setbacks experienced over the past 2 decades suggests that even though many new diseases have emerged. such as SARS (severe acute respiratory syndrome) and the 2009 pandemic influenza. significant advances have occurred in EID control. prevention. and treatment. Among many elements of the increase in the capacity to control EIDs are genomics-associated advances in microbial detection and treatment. improved disease surveillance. and greater awareness of EIDs and the complicated variables that underlie emergence. In looking back over the past 20 years. it is apparent that we are in a time of great change in which both …,True,0dDO3SAAAAAJ:CLhUwle04lcC,59,https://mbio.asm.org/content/3/6/e00494-12.short,8147663750939071200,/scholar?cites=8147663750939071200,,https://mbio.asm.org/content/mbio/3/6/e00494-12.full.pdf,0
24557,Interleukin 1 induces HIV-1 expression in chronically infected U1 cells: blockade by interleukin 1 receptor antagonist and tumor necrosis factor binding protein type 1,1995,Eric V Granowitz and Bradford M Saget and Monica Z Wang and Charles A Dinarello and Paul R Skolnik and AS Fauci,1,Molecular medicine,6,667-677,BioMed Central,Cytokines and cytokine antagonists modulate human immunodeficiency virus (HIV) replication in vitro and may be involved in HIV disease pathogenesis. An understanding of these cytokine networks may suggest novel treatment strategies for HIV-seropositive persons. U1 cells. a chronically infected promonocytic cell line. were stimulated with interleukin 1α (IL-1α). IL-1β or tumor necrosis factor (TNF) for 24 hr. The effects of these cytokines. and of anti-IL-1 receptor type 1 and type 2 (IL-1RI and II) antibody. IL-1 receptor antagonist (IL-1Ra). and recombinant human TNF binding protein type 1 (rhTBP-1. a form of TNF receptor p55). on HIV-1 replication. as measured by ELISA for HIV-1 p24 antigen. were determined. The effects of IL-1 and IL-1Ra on nuclear factor-κB (NF-κB) DNA binding activity. as measured by electrophoretic mobility shift assays. were also determined. IL-1α and IL-1β increased p24 antigen production in a concentration-dependent manner. IL-1Ra completely. and rhTBP-1 partially. suppressed IL-1-induced p24 antigen production. IL-1 increased NF-κB DNA binding activity and IL-1Ra blocked this effect. Since IL-1Ra blocks IL-1 from binding to both the IL-1RI and IL-1RII. monoclonal antibodies directed against each receptor were used to ascertain which IL-1R mediates IL-1-induced HIV-1 expression. Antibody to the IL-1RI reduced IL-1-induced p24 antigen production. Although anti-IL-1Rn antibody blocked the binding of 125IL-1-1α to U1 cells by 99%. this antibody did not affect IL-1-induced p24 antigen production. IL-1β enhanced TNFα-induced HIV expression when added before or simultaneously with TNFα. IL-1 induces HIV …,True,0dDO3SAAAAAJ:YfTjWGZx48AC,59,https://molmed.biomedcentral.com/articles/10.1007/BF03401607,1770194224555696994,/scholar?cites=1770194224555696994,,https://molmed.biomedcentral.com/articles/10.1007/BF03401607,0
24558,The Bb fragment of complement factor B acts as a B cell growth factor.,1988,MARION G Peters and JULIAN L Ambrus Jr and Anthony S Fauci and Eric J Brown,168,The Journal of experimental medicine,4,1225-1235,,The process of B cell growth and differentiation into plasma cells is highly regulated and may be influenced by a large number of inflammatory mediators. including complement components. We have studied the regulatory influence of Bb. a 60-kD peptide created during the cleavage of complement Factor B by Factor D and C3b. Purified Bb alone had no effect on proliferation and differentiation of human splenic or tonsillar B cells. However. when B cells were activated by Staphylococcus aureus Cowan I (SAC). Bb enhanced proliferation in a dose-dependent manner. Bb also enhanced proliferation when cocultured with SAC and suboptimal concentrations of purified 60-kD B cell growth factor (HMW-BCGF). a previously described lymphokine that is known to possess growth-promoting activity. However. Bb had no effect on cells treated with optimal concentrations of HMW-BCGF. Like HMW-BCGF. Bb's major effect …,True,0dDO3SAAAAAJ:DyXnQzXoVgIC,59,https://rupress.org/jem/article-abstract/168/4/1225/49768,16017216756873397658,/scholar?cites=16017216756873397658,,https://rupress.org/jem/article-pdf/168/4/1225/488351/1225.pdf,0
24559,Peripheral neuropathy in hypereosinophilic syndrome,1985,Alison Wichman and Fritz Buchthal and Gholam H Pezeshkpour and Anthony S Fauci,35,Neurology,8,1140-1140,Wolters Kluwer Health. Inc. on behalf of the American Academy of Neurology,We evaluated seven patients with the hypereosinophilic syndrome (HES) to define the clinicopathologic spectrum of the peripheral neuropathy. Clinically. three had evident polyneuropathy; the others were asymptomatic. although they had electrophysiologic evidence of neuropathy. Nerve conduction studies and EMG were compatible with axonal neuropathy. Morphometry of sural nerves from four patients ranged from normal to marked axonal loss. more prominent in large myelinated fibers. Demyelination was rare. and there was no evidence of vasculitis. Neuropathy may be produced by an eosinophil-derived neurotoxin.,True,0dDO3SAAAAAJ:-DxkuPiZhfEC,59,https://n.neurology.org/content/35/8/1140.short,9053187472181580232,/scholar?cites=9053187472181580232,,,0
24560,Development of a human T-cell hybridoma secreting separate B-cell growth and differentiation factors,1984,Joseph L Butler and RJ Falkoff and Anthony S Fauci,81,Proceedings of the National Academy of Sciences,8,2475-2478,National Academy of Sciences,A cloned human T-cell hybridoma (7D5) secreting B-cell growth factor (BCGF) and B-cell differentiation factor (BCDF) was established. Supernatant from this hybrid was capable of maintaining proliferation in anti-IgM-activated normal human B cells. In addition. the hybridoma supernatant induced differentiation and antibody secretion in Staphylococcus aureus Cowan I-stimulated B cells. No interleukin 2 was present in supernatant from this hybridoma. Molecular size of the hybridoma-derived BCGF and BCDF was determined by gel filtration chromatography. BCGF activity was present in the 20-kDa fractions. and BCDF activity eluted in the 30- to 35-kDa fractions. The isoelectric points of the factors. determined by chromatofocusing. were 6.6 for BCGF and 5.9 for BCDF. Finally. absorption experiments were performed using specific target cells. Phytohemagglutinin-stimulated T-cell blasts did not remove either BCGF …,True,0dDO3SAAAAAJ:CYCckWUYoCcC,59,https://www.pnas.org/content/81/8/2475.short,17257529214457343259,/scholar?cites=17257529214457343259,,https://www.pnas.org/content/pnas/81/8/2475.full.pdf,0
24561,Ending the HIV/AIDS pandemic,2018,Robert Walter Eisinger and Anthony S Fauci,24,Emerging infectious diseases,3,413,Centers for Disease Control and Prevention,The goal of ending the HIV/AIDS pandemic is theoretically achievable and would require addressing this global health catastrophe on individual and global levels by providing optimal prevention strategies and treatment regimens for individual persons living with or at risk for HIV. as well as ending the pandemic as an epidemiologic and global health phenomenon. However. from a practical standpoint. the pathway to ending the HIV/AIDS pandemic will be difficult and will require aggressive implementation of the biomedical research advances that have been made in the areas of treatment and prevention; development of additional tools. such as a moderately effective HIV vaccine; and attention to critical behavioral and social determinants. An end to the HIV/AIDS pandemic can be achieved only with provision of sustained and additional resources at the local. regional. national. and global levels.,True,0dDO3SAAAAAJ:LNbnizmRdgkC,57,https://www.ncbi.nlm.nih.gov/pmc/articles/pmc5823353/,1697661237520543133,/scholar?cites=1697661237520543133,,https://www.ncbi.nlm.nih.gov/pmc/articles/pmc5823353/,0
24562,Harrison's principles of internal medicine. 2008,2008,Anthony S Fauci and Eugene Braunwald and Dennis L Kasper and Stephen L Hauser and Dan L Longo and J Larry Jameson and Joseph Loscalzo,38,Ch,,1137-94,,,True,0dDO3SAAAAAJ:4S6zbAYdD6oC,57,http://scholar.google.com/scholar?cluster=16775336047127831074&hl=en&oi=scholarr,16775336047127831074,/scholar?cites=16775336047127831074,,,0
24563,Disorders of the testes and male reproductive system,2005,S Bhasin and JL Jameson,16,Harrisons Principles of Internal Medicine,2,2185,MC GRAW-HILL,,True,0dDO3SAAAAAJ:yY8dUDjMDt8C,57,http://scholar.google.com/scholar?cluster=9613037683096154852&hl=en&oi=scholarr,9613037683096154852,/scholar?cites=9613037683096154852,,,0
24564,Guillain-Barre syndrome and other immune-mediated neuropathies,2005,Stephen L Hauser and Arthur K Asbury,16,Harrisons Principles of Internal Medicine,2,2513,MC GRAW-HILL,Guillain-Barre’syndrome (CBS) is an acute. frequently severe. and fulminant polyradiculoneuropathy that is autoimmune in nature. It oc-curs year-round at a rate of about one case per million per month. or»-3500 cases per year in the United States and Canada. Males are at 1.5-fold higher risk for GBS than females. and in western countries adults are more frequently affected than children.Cllllltilhlilillﬂﬂillﬂlti GBS manifests as rapidly evolving areflexic motor paralysis with or without sensory disturbance. The usual pattern is an ascending paralysis that may be ﬁrst noticed as rubbery legs. Weakness typically evolves over hours to a few days and is frequently accompanied by tingling dysesthesias in the extremities. The legs are usually more affected than the arms. and facial diparesis is present in 50% of affected individuals. The lower cranial nerves are also frequently involved. causing bulbar weakness with difﬁculty …,True,0dDO3SAAAAAJ:_8F20clBW_QC,57,http://lcbaxterlibrary.tripod.com/ereserves/internal_medicine_book_club/2667-2709.pdf,18432762529641989427,/scholar?cites=18432762529641989427,,http://lcbaxterlibrary.tripod.com/ereserves/internal_medicine_book_club/2667-2709.pdf,0
24565,Activation of human B lymphocytes: VI. immunoregulation of antibody production by mitogen-induced and naturally occurring suppressor cells in normal individuals,1978,Barton F Haynes and Anthony S Fauci,36,Cellular Immunology,2,294-302,Academic Press,The conditions for evaluation of suppressor cell regulation of the pokeweed mitogen (PWM)-induced plaque-forming cell (PFC) responses of peripheral blood (PB) B cells in normal individuals using allogeneic cocultures is described. In 14 separate experiments. after preincubation with concanavalin A (Con A) for 2 days. PB cells suppressed the PWM-induced anti-sheep erythrocyte (SRBC) PFC response of fresh allogeneic PB cells to 17% of the expected PFC response (P < 0.05). In addition. control cells incubated for 2 days in the absence of Con A suppressed the PWM- induced PFC response of allogeneic cells in 6 of 14 experiments to the same extent as did the Con A-generated cells (P < 0.01). It was found that unstimulated control cells (without Con A activation) from normal subjects who themselves were nonresponders to PWM stimulation (< 50 PFC/106 cells) usually suppressed the PFC response of …,True,0dDO3SAAAAAJ:aIdbFUkbNIkC,57,https://www.sciencedirect.com/science/article/pii/0008874978902733,5601626708077181597,/scholar?cites=5601626708077181597,,,0
24566,Immunologic reactivity of the lung: III. Effects of corticosteroids on alveolar macrophage cytotoxic effector cell function,1977,Gary W Hunninghake and Anthony S Fauci,118,The Journal of Immunology,1,146-150,American Association of Immunologists,The effects of various in vitro and in vivo regimens of corticosteroid administration on guinea pig alveolar macrophages were studied. Corticosteroid-induced immunosuppression was assessed by the effect of drug administration on the total numbers and functional capabilities of alveolar macrophages as measured by the PHA-induced and antibody-dependent cellular cytotoxicity assays against sheep red blood cell targets. In vivo administration of either hydrocortisone sodium succinate (100 mg//kg/one dose) or cortisone acetate (100 mg/subcutaneously for 7 days) caused a marked increase in the numbers of alveolar macrophages recovered from the teased lung cell suspensions at 4 and 24 hr. respectively. after the last injection. Both regimens of corticosteroid administration cause similar levels of peripheral blood lymphocytopenia and monocytopenia. 4 and 24 hr. respectively. after the final injection. Neither in …,True,0dDO3SAAAAAJ:EsEWqaRxkBgC,57,https://www.jimmunol.org/content/118/1/146.short,10301208531664948101,/scholar?cites=10301208531664948101,,,0
24567,Effect of antiretroviral therapy on HIV reservoirs in elite controllers,2013,Tae-Wook Chun and J Shawn Justement and Danielle Murray and Connie J Kim and Jana Blazkova and Claire W Hallahan and Erika Benko and Cecilia T Costiniuk and Gabor Kandel and Mario Ostrowski and Rupert Kaul and Susan Moir and Joseph P Casazza and Richard A Koup and Colin Kovacs and Anthony S Fauci,208,The Journal of infectious diseases,9,1443-1447,Oxford University Press,Elite controllers suppress human immunodeficiency virus (HIV) viremia to below the limit of detection in the absence of antiretroviral therapy (ART). However. precise frequencies of CD4+ T cells carrying replication-competent HIV and/or the dynamics of the infectious viral reservoirs in response to initiation and discontinuation of ART in elite controllers are unknown. We show that the size of the pool of CD4+ T cells harboring infectious HIV diminished significantly after initiation of ART and rebounded to baseline upon cessation of therapy. Our data provide compelling evidence that persistent viral replication occurs in untreated elite controllers even in the absence of detectable plasma viremia.,True,0dDO3SAAAAAJ:5uu-MYFt2EcC,56,https://academic.oup.com/jid/article-abstract/208/9/1443/2192529,381537006589931197,/scholar?cites=381537006589931197,,https://academic.oup.com/jid/article/208/9/1443/2192529,0
24568,Harrison's Nephrology and Acid-Base Disorders. 2e,2013,J Larry Jameson and Joseph Loscalzo and Chairman Department of Medicine Joseph Loscalzo,,,,,McGraw-Hill Publishing,Featuring a superb compilation of chapters related to kidney function that appear in Harrison’s Principles of Internal Medicine. Eighteenth Edition. this concise. full-color clinical companion delivers the latest knowledge in the field backed by the scientific rigor and authority that have defined Harrison’s. You will find content from renowned editors and contributors in a carry-anywhere presentation that is ideal for the classroom. clinic. ward. or exam/certification preparation. Features Sections that reflect the scope of nephrology: Introduction to the Renal System. Alterations of Renal Function and Electrolytes. Acute Kidney Injury and Chronic Renal Failure. Glomerular and Tubular Disorders. Renal Vascular Disease. Urinary Tract Infections and Obstruction. and Cancer of the Kidney and Urinary Tract Complete coverage of a broad spectrum of topics. including acid-base and electrolyte disorders. vascular injury to the …,True,0dDO3SAAAAAJ:mNm_27jwclsC,56,https://mazt.org/hyr_g.pdf,17648124917236265284,/scholar?cites=17648124917236265284,,,0
24569,The research agenda of the National Institute of Allergy and Infectious Diseases for antimicrobial resistance,2008,N Kent Peters and Dennis M Dixon and Steven M Holland and Anthony S Fauci,197,The Journal of Infectious Diseases,8,1087-1093,The University of Chicago Press,Antimicrobial resistance is an intrinsic and inevitable aspect of microbial survival that continually challenges human health. Research on antimicrobial resistance is central to the mission of the National Institute of Allergy and Infectious Diseases (NIAID). In fiscal year 2007. NIAID invested more than $800 million to support basic and translational research on antimicrobials. more than $200 million of which is devoted to understanding the causes. consequences. and treatments of antimicrobial drug resistance. The complex process that facilitates the transformation of ideas into therapies requires a pipeline that runs from bench to bedside. and NIAID has leveraged the entire spectrum of conventional and biodefense resources. NIAID works in partnership with other federal agencies. industry. foundation partners. and foreign governments. The basic and clinical research supported by NIAID will. ideally. continue to …,True,0dDO3SAAAAAJ:ifOnle78iJkC,56,https://academic.oup.com/jid/article-abstract/197/8/1087/901771,7170808772925574339,/scholar?cites=7170808772925574339,,https://academic.oup.com/jid/article/197/8/1087/901771,0
24570,Pathogenesis of HIV disease: opportunities for new prevention interventions,2007,Anthony S Fauci,45,Clinical infectious diseases,Supplement_4,S206-S212,The University of Chicago Press,Current efforts to prevent human immunodeficiency virus (HIV) disease. which largely focus on altering human behavior. have had some notable successes yet have failed to halt the spread of the acquired immunodeficiency syndrome pandemic. A greater understanding of the pathogenesis of HIV disease is providing us with the scientific rationale for additional approaches to prevention. Some of the approaches discussed in this article are available now. For example. we have the means to screen for and treat other sexually transmitted diseases that increase vulnerability to HIV. adult male circumcision is readily available in most properly equipped hospitals. and antiretroviral agents that decrease the viral load help prevent transmission from pregnant women to their infants. Other approaches discussed are under investigation. For instance. numerous topical microbicides are in various stages of development …,True,0dDO3SAAAAAJ:J3LtWjKFLicC,56,https://academic.oup.com/cid/article-abstract/45/Supplement_4/S206/454681,5912397211183975223,/scholar?cites=5912397211183975223,,https://academic.oup.com/cid/article/45/Supplement_4/S206/454681,0
24571,Heterozygosity for a defective gene for CC chemokine receptor 5 is not the sole determinant for the immunologic and virologic phenotype of HIV-infected long-term nonprogressors.,1997,Oren J Cohen and Mauro Vaccarezza and Gordon K Lam and Barbara F Baird and Kathryn Wildt and Philip M Murphy and Peter A Zimmerman and Thomas B Nutman and Cecil H Fox and Shelley Hoover and Joseph Adelsberger and Michael Baseler and James Arthos and Richard T Davey and Robin L Dewar and Julia Metcalf and Douglas J Schwartzentruber and Jan M Orenstein and Susan Buchbinder and Alfred J Saah and Roger Detels and John Phair and Charles Rinaldo and Joseph B Margolick and AS Fauci,100,The Journal of clinical investigation,6,1581-1589,American Society for Clinical Investigation,HIV-1-infected long-term nonprogressors are a heterogeneous group of individuals with regard to immunologic and virologic markers of HIV-1 disease. CC chemokine receptor 5 (CCR5) has recently been identified as an important coreceptor for HIV-1 entry into CD4+ T cells. A mutant allele of CCR5 confers a high degree of resistance to HIV-1 infection in homozygous individuals and partial protection against HIV disease progression in heterozygotes. The frequency of CCR5 heterozygotes is increased among HIV-1- infected long-term nonprogressors compared with progressors; however. the host defense mechanisms responsible for nonprogression in CCR5 heterozygotes are unknown. We hypothesized that nonprogressors who were heterozygous for the mutant CCR5 gene might define a subgroup of nonprogressors with higher CD4+ T cell counts and lower viral load compared with CCR5 wild-type …,True,0dDO3SAAAAAJ:zdjWy_NXXwUC,56,https://www.jci.org/articles/view/119682,16371279278171522473,/scholar?cites=16371279278171522473,,https://www.jci.org/articles/view/119682/files/pdf,0
24572,Inhibition of human B cell activation by diterpine forskolin: interference with B cell growth factor-induced G1 to S transition of the B cell cycle.,1984,A Muraguchi and K Miyazaki and JH Kehrl and AS Fauci,133,The Journal of Immunology,3,1283-1287,American Association of Immunologists,We have previously demonstrated that a series of sequential steps are involved in the induction of a resting human B cell to proliferate. In this system. initial activation signals were delivered by either in vivo or in vitro stimulation. and proliferative signals were delivered by a B cell growth factor (BCGF) that was derived from a human T-T cell hybridoma. The involvement of adenosine 39.59-monophosphate (cAMP) in regulating the growth and differentiation of lymphocytes has been of considerable interest. Diterpine forskolin has been reported to be a unique adenylate cyclase activator in membranes from mammalian tissues that results in elevations of intracytoplasmic cAMP. We have examined the effect of this drug on the progression of human B cells through their activation cycle. It was found that forskolin causes a rapid and sustained increase of cytoplasmic cAMP in purified small and large B cells. In the in vitro …,True,0dDO3SAAAAAJ:k_7cPK9k7w8C,56,https://www.jimmunol.org/content/133/3/1283.short,3620071518522188996,/scholar?cites=3620071518522188996,,,0
24573,Atrioventricular valve replacement in the idiopathic hypereosinophilic syndrome,1982,John B Harley and Charles L McIntosh and John JW Kirklin and Barry J Maron and John Gottdiener and William C Roberts and Anthony S Fauci,73,The American journal of medicine,1,77-81,Elsevier,Three patients with the idiopathic hypereosinophilic syndrome and the associated endocardiopathy are described who underwent atrioventricular valve replacement after intractable congestive heart failure secondary to valvular dysfunction developed. Following valve replacement. all three patients sustained striking improvement in exercise tolerance and control of congestive heart failure. Thus. atrioventricular valve replacement may be beneficial to selected patients with congestive heart failure associated with the endocardial process of the idiopathic hypereosinophilic syndrome.,True,0dDO3SAAAAAJ:BmWJbWwHJAwC,56,https://www.sciencedirect.com/science/article/pii/0002934382909299,8569428435941992811,/scholar?cites=8569428435941992811,,,0
24574,Deficiency of active natural killer cells in the Chediak-Higashi syndrome. Localization of the defect using a single cell cytotoxicity assay.,1982,P Katz and AM Zaytoun and AS Fauci,69,The Journal of clinical investigation,6,1231-1238,American Society for Clinical Investigation,"This study investigated the defective natural killer (NK) cell activity in two patients with the Chediak-Higashi syndrome (CHS) using both a standard 51-chromium release microcytoxicity and a single cell-in-agarose assay against K562 and Molt-4 target cells. CHS patients were deficient in overall maximum NK capacity. but had normal percentages of potentially cytotoxic target bindng cells. the relative number of TBC that could kill bound targets (i.e.. ""active"" NK cells) was significantly depressed in CHS patients when compared with normal controls. The diminished CHS active NK cells that were present. however. were capable of recycling and lysing multiple target cells during the assay period. In vitro interferon (INF) treatment of normal and CHS effector cells did not alter target cell binding. but did increase the maximum NK capacity. percentage of active NK cells and the maximum recycling capacity. as well as the …",True,0dDO3SAAAAAJ:tHtfpZlB6tUC,56,https://www.jci.org/articles/view/110562,1870372857915516006,/scholar?cites=1870372857915516006,,https://www.jci.org/articles/view/110562/files/pdf,0
