,affiliation,email,citedby,scholar_id,filled,interests,name,url_picture,got_publications,got_coauthors
357,Professor of Immunology,@sund.ku.dk,19919,7EsNDQMAAAAJ,False,Immunology,Soren Buus,https://scholar.google.com/citations?view_op=medium_photo&user=7EsNDQMAAAAJ,0,0
358,"NIAID, NIH",@niaid.nih.gov,19898,aLvo0rAAAAAJ,False,immunology,Jinfang Zhu,https://scholar.google.com/citations?view_op=medium_photo&user=aLvo0rAAAAAJ,0,0
359,Monash University,@monash.edu,19885,YTt5PCgAAAAJ,False,Immunology,David Tarlinton,https://scholar.google.com/citations?view_op=medium_photo&user=YTt5PCgAAAAJ,0,0
360,"associate professor, UMC Utrecht",@umcutrecht.nl,19875,53my43AAAAAJ,False,Immunology,Marianne Boes,https://scholar.google.com/citations?view_op=medium_photo&user=53my43AAAAAJ,0,0
361,Istituto G. Gaslini Genova,@gaslini.org,19778,pJuOME4AAAAJ,False,Immunology|Molecular Diagnostics|NGS,Roberto Biassoni,https://scholar.google.com/citations?view_op=medium_photo&user=pJuOME4AAAAJ,0,0
362,Associate Professor of Pharmacology,@unipg.it,19755,Iis1vGgAAAAJ,False,Pharmacology|Immunology,Francesca Fallarino,https://scholar.google.com/citations?view_op=medium_photo&user=Iis1vGgAAAAJ,0,0
363,"Postdoctoral Research Fellow, National Center for Child health & Development",@ncchd.go.jp,19733,kBBn0MEAAAAJ,False,Immunology|Hematology|Health Policy|Public Health,Ezinne Chibueze,https://scholar.google.com/citations?view_op=medium_photo&user=kBBn0MEAAAAJ,0,0
364,INSERM U1111,@inserm.fr,19677,bIN0u64AAAAJ,False,Immunology|oncology|genetics,Osami Kanagawa,https://scholar.google.com/citations?view_op=medium_photo&user=bIN0u64AAAAJ,0,0
365,"Professsor of Pediatrics, Charité Universitätsmedizin Berlin",,19659,eUA_QrkAAAAJ,False,allergy|pulmonology|immunology|atopic dermatiis|microbiome,Susanne Lau,https://scholar.google.com/citations?view_op=medium_photo&user=eUA_QrkAAAAJ,0,0
366,"Professor of Ophthalmology and Visual Sciences, University of Michigan",@med.umich.edu,19651,okVIoMAAAAAJ,False,molecular biology|immunology|endocrinology|thyroid disease,Terry j Smith,https://scholar.google.com/citations?view_op=medium_photo&user=okVIoMAAAAAJ,0,0
367,"schlosspark-klinik, charite universitätsmedizin berlin",@snafu.de,19546,V49kcl0AAAAJ,False,medicine|rheumatology|immunology,RIEKE ALTEN,https://scholar.google.com/citations?view_op=medium_photo&user=V49kcl0AAAAJ,0,0
368,Medical University of Vienna,,19546,GqfoLAUAAAAJ,False,Dermatology|Immunology,Wolfgang Weninger,https://scholar.google.com/citations?view_op=medium_photo&user=GqfoLAUAAAAJ,0,0
369,"President, Oregon Medical Research Center",@oregonmedicalresearch.com,19462,Em6J7GUAAAAJ,False,psoriasis|atopic dermatitis|immunology|virology,Andrew Blauvelt,https://scholar.google.com/citations?view_op=medium_photo&user=Em6J7GUAAAAJ,0,0
370,"Professor of Biochemistry, Biocenter, Goethe University Frankfurt",@em.uni-frankfurt.de,19425,cLSOBegAAAAJ,False,Cellular Biochemistry|Structural Biology|Chemical Biology|Immunology|Virology,Robert Tampé,https://scholar.google.com/citations?view_op=medium_photo&user=cLSOBegAAAAJ,0,0
371,Brigham Young University,@chem.byu.edu,19404,Fy8lsOwAAAAJ,False,Medicinal chemistry|microbiology|immunology,Paul Savage,https://scholar.google.com/citations?view_op=medium_photo&user=Fy8lsOwAAAAJ,0,0
372,"Global Development Leader, Abbvie",@umcutrecht.nl,19328,1OXX0vgAAAAJ,False,Immunology|Systems Medicine|Rheumatology,Timothy Radstake,https://scholar.google.com/citations?view_op=medium_photo&user=1OXX0vgAAAAJ,0,0
373,Dept of Ecology & Evolutionary Biology at UConn,@mail.utexas.edu,19306,cfwxm0AAAAAJ,False,Evolution|ecology|genetics|immunology,Daniel I. Bolnick,https://scholar.google.com/citations?view_op=medium_photo&user=cfwxm0AAAAAJ,0,0
374,Dartmouth College,@Dartmouth.edu,19262,PC3lRvwAAAAJ,False,Virology|immunology,David Leib,https://scholar.google.com/citations?view_op=medium_photo&user=PC3lRvwAAAAJ,0,0
375,UC Davis,@ucdavis.edu,19117,nKL5ZLcAAAAJ,False,Immunology|autism|autoimmunity,Judy Van de Water,https://scholar.google.com/citations?view_op=medium_photo&user=nKL5ZLcAAAAJ,0,0
376,"Michael J. Marchese Professor and Chair, Department of Neurological Surgery …",@nmff.org,19067,PoGYVk4AAAAJ,False,Neurosurgical Oncology|Translational Neuroscience|Skull Base Tumor Pathology and Treatment|Immunology,"Andrew T. Parsa, MD, PhD",https://scholar.google.com/citations?view_op=medium_photo&user=PoGYVk4AAAAJ,0,0
377,"Vice President and Dean, University of Manchester, UK",@manchester.ac.uk,19044,_D5giOIAAAAJ,False,Immunology|transplantation|translational research,Graham Lord,https://scholar.google.com/citations?view_op=medium_photo&user=_D5giOIAAAAJ,0,0
378,"Professor, Rutgers University",@mgh.harvard.edu,19032,im8Y_nkAAAAJ,False,immunology,Howard Kaufman,https://scholar.google.com/citations?view_op=medium_photo&user=im8Y_nkAAAAJ,0,0
379,"Antagen Pharmaceuticals, Inc.",@antagenbios.com,19025,hIODIpAAAAAJ,False,Immunology,"Wenda Gao, Ph.D.",https://scholar.google.com/citations?view_op=medium_photo&user=hIODIpAAAAAJ,0,0
380,"Chairman, HudsonAlpha Institute for Biotechnology",@hudsonalpha.org,18947,P31_eiYAAAAJ,False,molecular biology|nanotechnology|immunology,James R Hudson Jr,https://scholar.google.com/citations?view_op=medium_photo&user=P31_eiYAAAAJ,0,0
381,Stanford,@stanford.edu,18920,IQeShtYAAAAJ,False,Immunology|Climate Change|Atopic Diseases|Food Allergy|Asthma,Kari Nadeau,https://scholar.google.com/citations?view_op=medium_photo&user=IQeShtYAAAAJ,0,0
382,Washington University St Louis,@wustl.edu,18916,niR1DtIAAAAJ,False,respiratory disease|immunology|virology,Michael J Holtzman,https://scholar.google.com/citations?view_op=medium_photo&user=niR1DtIAAAAJ,0,0
383,Selecta Biosciences,@selectabio.com,18827,2fxtNIcAAAAJ,False,Immunology|Immune tolerance,Takashi Kei Kishimoto,https://scholar.google.com/citations?view_op=medium_photo&user=2fxtNIcAAAAJ,0,0
384,King's Health Partners Professor of Surgery,@kcl.ac.uk,18826,9EMw-WYAAAAJ,False,robotic surgery|simulation|immunology|prostate cancer|overactive bladder,Prokar Dasgupta,https://scholar.google.com/citations?view_op=medium_photo&user=9EMw-WYAAAAJ,0,0
385,"Biology, University of Victoria",@uvic.ca,18814,PCvrlSgAAAAJ,False,Genomics|molecular_biology|evolution|immunology|salmon,Ben F Koop,https://scholar.google.com/citations?view_op=medium_photo&user=PCvrlSgAAAAJ,0,0
386,"SVP, Translational Medicine",@adaptivebiotech.com,18688,WF8c8yMAAAAJ,False,immunology|oncology|molecular genetics,Ilan Kirsch,https://scholar.google.com/citations?view_op=medium_photo&user=WF8c8yMAAAAJ,0,0
387,"Chair, Department of Microbiology and Immunology, IUSM",@iupui.edu,18675,PkK4vDUAAAAJ,False,Immunology|transcriptional regulation|T helper cells,Mark H. Kaplan,https://scholar.google.com/citations?view_op=medium_photo&user=PkK4vDUAAAAJ,0,0
388,"Professor, University of California Davis",@ucdavis.edu,18675,IvVEOncAAAAJ,False,virology|immunology,Chris J. Miller,https://scholar.google.com/citations?view_op=medium_photo&user=IvVEOncAAAAJ,0,0
389,University of Southampton,@soton.ac.uk,18655,XsWKuX0AAAAJ,False,Immunotherapy|antibodies|medicine|immunology|biology,Mark Cragg,https://scholar.google.com/citations?view_op=medium_photo&user=XsWKuX0AAAAJ,0,0
390,King's College London,@kcl.ac.uk,18562,gZpefEYAAAAJ,False,Immunology,Toby Lawrence,https://scholar.google.com/citations?view_op=medium_photo&user=gZpefEYAAAAJ,0,0
391,"Professor and Dept Chair, University of the Pacific, San Francisco",@pacific.edu,18521,FHhowocAAAAJ,False,immunology|microbiology|oral health|longevity,David Ojcius,https://scholar.google.com/citations?view_op=medium_photo&user=FHhowocAAAAJ,0,0
392,"Professor of Philosophy emeritus, Zoltan Kohn Professor of Medicine emeritus,  Boston …",@bu.edu,18471,duA_WhkAAAAJ,False,immunology|medical ethics|Freud|philosophy of science,Alfred I. Tauber,https://scholar.google.com/citations?view_op=medium_photo&user=duA_WhkAAAAJ,0,0
393,"Professor of Internal Medicine, University of Michigan Health System",@umich.edu,18461,x5P5wvYAAAAJ,False,Lung Diseases|Immunology|Apoptotic cell clearance|microbiome research,Jeffrey L. Curtis,https://scholar.google.com/citations?view_op=medium_photo&user=x5P5wvYAAAAJ,0,0
394,"Department of Pathology and Immunology, Washington University",@wustl.edu,18389,wpKnu9sAAAAJ,False,immunology|viral immune evasion|structural biology,Daved H. Fremont,https://scholar.google.com/citations?view_op=medium_photo&user=wpKnu9sAAAAJ,0,0
395,"Principal Investigator, National Institutes of Health",@pop.nci.nih.gov,18382,1bxsdEsAAAAJ,False,immunology,Jonathan D Ashwell,https://scholar.google.com/citations?view_op=medium_photo&user=1bxsdEsAAAAJ,0,0
396,"Professor of Systems Immunology, University of Edinburgh",@roslin.ed.ac.uk,18347,GbFcMvsAAAAJ,False,Genomics|Gene expression|Immunology|Macrophage|Pathways,Tom C. Freeman,https://scholar.google.com/citations?view_op=medium_photo&user=GbFcMvsAAAAJ,0,0
397,Texas A&M University,@tamu.edu,18300,gKeRTmkAAAAJ,False,Immunology|Cancer Biology|Antibody Engineering|Antibody Therapeutics,E. Sally Ward,https://scholar.google.com/citations?view_op=medium_photo&user=gKeRTmkAAAAJ,0,0
398,"Professor of Molecular Immunology, University of Oxford",@path.ox.ac.uk,18143,yBambvIAAAAJ,False,Immunology,Philip Anton van der Merwe,https://scholar.google.com/citations?view_op=medium_photo&user=yBambvIAAAAJ,0,0
399,"Director, Maurice Wilkins Centre & Professor, School of Biological Sciences, University of …",@auckland.ac.nz,18122,tle4p6YAAAAJ,False,immunology|cancer|stem cells,P Rod Dunbar,https://scholar.google.com/citations?view_op=medium_photo&user=tle4p6YAAAAJ,0,0
400,"Professor of Biology, London School of Hygiene and Tropical Medicine",@lshtm.ac.uk,18096,5pdkUi4AAAAJ,False,Infectious Diseases|Genetics|Pathogens|Immunology|Malaria,David Conway,https://scholar.google.com/citations?view_op=medium_photo&user=5pdkUi4AAAAJ,0,0
401,Professor yale medical school,@yale.edu,18062,EiANOuAAAAAJ,False,immunology,Philip Askenase,https://scholar.google.com/citations?view_op=medium_photo&user=EiANOuAAAAAJ,0,0
402,University of California San Francisco,@ucsf.edu,17978,x6KRAE4AAAAJ,False,Genetics|Immunology|microbiome|informatics,Sergio Baranzini,https://scholar.google.com/citations?view_op=medium_photo&user=x6KRAE4AAAAJ,0,0
403,"Prof. em., University of Zurich",@vetclinics.uzh.ch,17970,7JMeUnQAAAAJ,False,medicine|infectious diseases|immunology|virology|biochemistry,Hans Lutz,https://scholar.google.com/citations?view_op=medium_photo&user=7JMeUnQAAAAJ,0,0
404,"Leeds, York",@leeds.ac.uk,17941,iCHzxCUAAAAJ,False,Immunology|infection|gastrointestinal,JECrabtree,https://scholar.google.com/citations?view_op=medium_photo&user=iCHzxCUAAAAJ,0,0
405,"Assistant Professor at Faculty of Medicine, University of Leuven (KU Leuven), Belgium",@med.kuleuven.be,17922,wxn33ksAAAAJ,False,Cancer|Immunology|Cell Death|Tumor Immunology|Immunotherapy,Abhishek D Garg,https://scholar.google.com/citations?view_op=medium_photo&user=wxn33ksAAAAJ,0,0
406,University  of British Columbia,@ubc.ca,17918,X-hXDQcAAAAJ,False,immunology|regulatory t cells,Megan K. Levings,https://scholar.google.com/citations?view_op=medium_photo&user=X-hXDQcAAAAJ,0,0
407,Professor of Immunology,@mayo.edu,17904,_EC6zUsAAAAJ,False,Cell Biology|Biochemistry|Molecular Biology|Immunology,Daniel D Billadeau,https://scholar.google.com/citations?view_op=medium_photo&user=_EC6zUsAAAAJ,0,0
408,"Hamamatsu University  School of Medicine, Respiratory Medicine",@hama-med.ac.jp,17862,NuNDiTgAAAAJ,False,Respirology|Immunology|Respiratory Medicine|Pulmonary Medicine,Takafumi Suda,https://scholar.google.com/citations?view_op=medium_photo&user=NuNDiTgAAAAJ,0,0
409,University of Dundee,@dundee.ac.uk,17805,pAQSRSMAAAAJ,False,Cell Signaling|Immunology,Simon Arthur,https://scholar.google.com/citations?view_op=medium_photo&user=pAQSRSMAAAAJ,0,0
410,Research Fellow,@bau.edu.bd,17805,B-vH2f0AAAAJ,False,Microbiology|Virology|Molecular Biology|Immunology|Vaccinology,Md. Mizanur Rahman,https://scholar.google.com/citations?view_op=medium_photo&user=B-vH2f0AAAAJ,0,0
411,"Professor, Genetics Department, University of Georgia",@uga.edu,17794,d8NgTDkAAAAJ,False,molecular genetics and epigenetics|immunology|neurobiology|obesity,Richard Meagher,https://scholar.google.com/citations?view_op=medium_photo&user=d8NgTDkAAAAJ,0,0
412,"Professor of Experimental Molecular Medicine, Johannes Gutenberg-University Mainz",@uni-mainz.de,17788,OMbdWZAAAAAJ,False,Immunology|Dendritic Cells,Bjorn E. Clausen,https://scholar.google.com/citations?view_op=medium_photo&user=OMbdWZAAAAAJ,0,0
413,GSK,@gsk.com,17753,nM7hwiYAAAAJ,False,Immunology|Epigenetics,David Tough,https://scholar.google.com/citations?view_op=medium_photo&user=nM7hwiYAAAAJ,0,0
414,Moffitt,,17708,ee6ZJVwAAAAJ,False,Immunology,Jose Conejo-Garcia,https://scholar.google.com/citations?view_op=medium_photo&user=ee6ZJVwAAAAJ,0,0
415,"Professor of Medicine, Penn State MS Hershey Medical Center",@pennstatehealth.psu.edu,17656,VbSRFWgAAAAJ,False,rheumatology|immunology,Nancy Olsen,https://scholar.google.com/citations?view_op=medium_photo&user=VbSRFWgAAAAJ,0,0
416,"Professor of Molecular Toxicology, Karolinska Institutet & Research Director, University of …",@helsinki.fi,17622,un4xLn0AAAAJ,False,Allergy|Immunology|Systems toxicology|Nanotoxicology|Microbiome,Harri Alenius,https://scholar.google.com/citations?view_op=medium_photo&user=un4xLn0AAAAJ,0,0
417,"Professor of Immunology, McGill University",@mcgill.ca,17617,YF3VmxwAAAAJ,False,immunology,Ciriaco A. Piccirillo,https://scholar.google.com/citations?view_op=medium_photo&user=YF3VmxwAAAAJ,0,0
418,"Professor of Immunology, Department of Pathology, University of Cambridge",@cam.ac.uk,17601,_0Ae77kAAAAJ,False,Immunology|Cell Signalling|PI3K|Cancer Immunotherapy|Primary Immunodeficiency,Klaus Okkenhaug,https://scholar.google.com/citations?view_op=medium_photo&user=_0Ae77kAAAAJ,0,0
419,IRCCS AOU S.Martino-IST,@hsanmartino.it,17550,4Di7clYAAAAJ,False,Immunology,Massimo Vitale,https://scholar.google.com/citations?view_op=medium_photo&user=4Di7clYAAAAJ,0,0
420,Brigham and Women's Hospital,@rics.bwh.harvard.edu,17525,MgutJaUAAAAJ,False,Immunology,Francisco J. Quintana,https://scholar.google.com/citations?view_op=medium_photo&user=MgutJaUAAAAJ,0,0
421,University of Pavia,@unipv.it,17495,SQJIuyYAAAAJ,False,Molecular biology|Immunology|General Pathology,Ermanno Gherardi,https://scholar.google.com/citations?view_op=medium_photo&user=SQJIuyYAAAAJ,0,0
422,University of Chicago,@bsd.uchicago.edu,17464,OCLSyOwAAAAJ,False,Immunology,Bana jabri,https://scholar.google.com/citations?view_op=medium_photo&user=OCLSyOwAAAAJ,0,0
423,"CHUM, CRCHUM, Université de Montréal, Faculté de Médecine",@umontreal.ca,17445,K9Uk6b8AAAAJ,False,neuroscience|Multiple Sclerosis|Immunology,Alexandre Prat,https://scholar.google.com/citations?view_op=medium_photo&user=K9Uk6b8AAAAJ,0,0
424,"Associate Professor of Internal Medicina & Area Coordinator ""Autoimmunity and Gender …",@hsr.it,17416,rgWBtrAAAAAJ,False,Immunology|Autoimmunity|Wound healing|Pregnancy,Patrizia Rovere-Querini,https://scholar.google.com/citations?view_op=medium_photo&user=rgWBtrAAAAAJ,0,0
425,"Professor of Microbiology and Immunology, University of Miami Miller School of Medicine",@med.miami.edu,17408,3OS0t2IAAAAJ,False,HIV|immunology|vaccines|pediatrics,savita pahwa,https://scholar.google.com/citations?view_op=medium_photo&user=3OS0t2IAAAAJ,0,0
426,"i3s, IPATIMUP, Universidade do Porto, Portugal",@ipatimup.pt,17403,ZxBsSq8AAAAJ,False,Cancer|Genetics|Immunology|Molecular Biology,Jose Carlos Machado,https://scholar.google.com/citations?view_op=medium_photo&user=ZxBsSq8AAAAJ,0,0
427,"Senior Research, Instituto de Investigaciones Biomédicas. CSIC",@iib.uam.es,17305,ekKT7-MAAAAJ,False,Immunology|inflammation,Lisardo Bosca,https://scholar.google.com/citations?view_op=medium_photo&user=ekKT7-MAAAAJ,0,0
428,Institute for Systems Biology / P4 Medicine Institute / UW-Medicine,@systemsbiology.org,17294,Ph3fzbYAAAAJ,False,Systems Biology|Cancer Stem Cell|Immunology|P4 Medicine,Qiang Tian,https://scholar.google.com/citations?view_op=medium_photo&user=Ph3fzbYAAAAJ,0,0
429,Universität Konstanz,@uni-konstanz.de,17266,ecSR3jIAAAAJ,False,Immunology|pathology|cell death|nuclear receptors,Thomas Brunner,https://scholar.google.com/citations?view_op=medium_photo&user=ecSR3jIAAAAJ,0,0
430,"Professor of Internal Medicine & Rheumatology, Medical School, National and Kapodistrian …",@med.uoa.gr,17265,uHV3G0EAAAAJ,False,internal medicine|rheumatology|immunology,Petros P. Sfikakis,https://scholar.google.com/citations?view_op=medium_photo&user=uHV3G0EAAAAJ,0,0
431,"John Curtin School of Medical Research, Australian National University",@anu.edu.au,17243,Nqja66QAAAAJ,False,Immunology|Genetics,Carola G Vinuesa,https://scholar.google.com/citations?view_op=medium_photo&user=Nqja66QAAAAJ,0,0
432,"Professor of Immunology, KCL",@kcl.ac.uk,17233,k4UxwPcAAAAJ,False,Immunology,Giovanna Lombardi,https://scholar.google.com/citations?view_op=medium_photo&user=k4UxwPcAAAAJ,0,0
433,Humanitas University,@hunimed.eu,17229,MBqhjAMAAAAJ,False,Immunology|Rheumatology,Carlo Selmi,https://scholar.google.com/citations?view_op=medium_photo&user=MBqhjAMAAAAJ,0,0
434,"Oklahoma Medical Research Foundation, University of Okalhoma Health Sciences Center; …",@omrf.org,17220,aVT-3LQAAAAJ,False,immunology|sysemic lupus erythematosus|Sjogren's syndrome,Robert Hal Scofield,https://scholar.google.com/citations?view_op=medium_photo&user=aVT-3LQAAAAJ,0,0
435,Novo Nordisk,@novonordisk.com,17209,6fDPLK0AAAAJ,False,immunology,Leif Christensen,https://scholar.google.com/citations?view_op=medium_photo&user=6fDPLK0AAAAJ,0,0
436,San Raffaele Scientific Institute,@hsr.it,17133,0qQkItoAAAAJ,False,Signaling|Oncology|Immunology,Marta Muzio,https://scholar.google.com/citations?view_op=medium_photo&user=0qQkItoAAAAJ,0,0
437,"Professor of Medicine, Duke University",@duke.edu,17122,tXYlbm8AAAAJ,False,immunology|vaccine|B cell|HIV,s. munir alam,https://scholar.google.com/citations?view_op=medium_photo&user=tXYlbm8AAAAJ,0,0
438,Genentech,@gene.com,17121,nuFGfc0AAAAJ,False,Immunology|drug discovery and development.,Brent McKenzie,https://scholar.google.com/citations?view_op=medium_photo&user=nuFGfc0AAAAJ,0,0
439,"Professor, University of Colorado Anschutz Medical Campus",@cuanschutz.edu,17098,dlpQcnkAAAAJ,False,immunology|cancer|liver disease,Mercedes Rincon,https://scholar.google.com/citations?view_op=medium_photo&user=dlpQcnkAAAAJ,0,0
440,University of Pittsburgh Center for Vaccine Research,@pitt.edu,17080,yYx0rucAAAAJ,False,HIV/AIDS|animal lentiviruses|immunology|vaccines|antimicrobial peptides,Ronald Montelaro,https://scholar.google.com/citations?view_op=medium_photo&user=yYx0rucAAAAJ,0,0
441,"Dr HS Gour University, sagar, India",,17052,MziCmw4AAAAJ,False,Drug Delivery|Immunology,Dr. SP Vyas,https://scholar.google.com/citations?view_op=medium_photo&user=MziCmw4AAAAJ,0,0
442,Emory University,@emory.edu,17005,ZwhScmYAAAAJ,False,transplantation|immunology|stem cells|cancer,Edmund K Waller,https://scholar.google.com/citations?view_op=medium_photo&user=ZwhScmYAAAAJ,0,0
443,"Professor of Medicine, Univ. of Oslo & Head, Institute of Cancer Research, Oslo University …",@medisin.uio.no,16978,gMuKpDQAAAAJ,False,Cell Signalling|Immunology|Tumor Immunology|Inflammation|Cancer Biology,Kjetil Tasken,https://scholar.google.com/citations?view_op=medium_photo&user=gMuKpDQAAAAJ,0,0
444,"Assistant Professor, University of Maryland - College Park",@umd.edu,16969,05cijuQAAAAJ,False,population genetics|population genomics|immunology|mathematical biology|computational biology,Philip LF Johnson,https://scholar.google.com/citations?view_op=medium_photo&user=05cijuQAAAAJ,0,0
445,"Professor of Surgery, Ohio State University",@osumc.edu,16930,UqhCDEoAAAAJ,False,immunology|surgery|cancer|melanoma|breast cancer,William Carson,https://scholar.google.com/citations?view_op=medium_photo&user=UqhCDEoAAAAJ,0,0
446,"Professor of Developmental Biology, Washington University",@wustl.edu,16887,e7bA0bAAAAAJ,False,CNS inflammation|Immunology,John Russell,https://scholar.google.com/citations?view_op=medium_photo&user=e7bA0bAAAAAJ,0,0
447,"Group leader, Instituto de Medicina Molecular, Faculdade de Medicina da Universidade de …",@medicina.ulisboa.pt,16847,7vG1jLIAAAAJ,False,Immunology|Immune Regulation|T cells,Marc Veldhoen,https://scholar.google.com/citations?view_op=medium_photo&user=7vG1jLIAAAAJ,0,0
448,"Director of R&D, Universal Cells",@universalcells.com,16845,u8u9trAAAAAJ,False,Gene and cell therapy|immunology|immunotherapy|infectious disease|bioengineering,Adrian Ozinsky,https://scholar.google.com/citations?view_op=medium_photo&user=u8u9trAAAAAJ,0,0
449,The Ohio State University,@osumc.edu,16839,s_vMw6cAAAAJ,False,Immunology|Infection|Cancer,Abhay Satoskar,https://scholar.google.com/citations?view_op=medium_photo&user=s_vMw6cAAAAJ,0,0
450,"Cell Biology and Immunology group, Wageningen University",@wur.nl,16777,Su9Wzk8AAAAJ,False,immunology|cell biology|allergy,Huub Savelkoul,https://scholar.google.com/citations?view_op=medium_photo&user=Su9Wzk8AAAAJ,0,0
451,Emory University,@Emory.edu,16714,XidrH9AAAAAJ,False,Immunology,Andrew Neish,https://scholar.google.com/citations?view_op=medium_photo&user=XidrH9AAAAAJ,0,0
452,"Senior Investigator, NIH",@nih.gov,16712,nz-4Fy8AAAAJ,False,immunology,Rachel R. Caspi,https://scholar.google.com/citations?view_op=medium_photo&user=nz-4Fy8AAAAJ,0,0
453,"Professor of Rheumatology, Immunology and Medicine, University of Debrecen Faculty of …",@med.unideb.hu,16680,x3sKs-YAAAAJ,False,Rheumatology|immunology|arthritis|autoimmunity|biologics,Szekanecz Zoltán,https://scholar.google.com/citations?view_op=medium_photo&user=x3sKs-YAAAAJ,0,0
454,"Monash University, Australia",@monash.edu,16664,IccMnbgAAAAJ,False,Proteomics|Immunology|Biochemistry|antigen processing,Anthony Purcell,https://scholar.google.com/citations?view_op=medium_photo&user=IccMnbgAAAAJ,0,0
455,Univ. Pompeu Fabra; Hospital del Mar Medical Research Institute (IMIM),@upf.edu,16628,2hO-AksAAAAJ,False,Immunology,MIGUEL LOPEZ-BOTET,https://scholar.google.com/citations?view_op=medium_photo&user=2hO-AksAAAAJ,0,0
456,"Chief Service Immunology, Scientific Institute of Public Health",,16605,uzoGEAwAAAAJ,False,immunology|tuberculosis|pertussis|vaccines,Kris Huygen,https://scholar.google.com/citations?view_op=medium_photo&user=uzoGEAwAAAAJ,0,0
457,Gembloux Agro-Bio Tech   University of Liège,@ulg.ac.be,16572,0ordxMAAAAAJ,False,Microbiology|Immunology|Molecular and cellular Biology,Daniel PORTETELLE,https://scholar.google.com/citations?view_op=medium_photo&user=0ordxMAAAAAJ,0,0
458,The Scripps Research Institute,@scripps.edu,16536,P7G1IXQAAAAJ,False,Immunology|Differentiation|Systems Biology,Howard T Petrie,https://scholar.google.com/citations?view_op=medium_photo&user=P7G1IXQAAAAJ,0,0
459,"Professor of Pediatrics, Director of the Stanley Scott Cancer Center, Louisiana State …",,16449,uLeGlmMAAAAJ,False,immunology|inflammation|immunotherapy|allergy|immunodeficiencies,Augusto Ochoa,https://scholar.google.com/citations?view_op=medium_photo&user=uLeGlmMAAAAJ,0,0
460,"Professor & Vice Chair (Pathology), Jeffrey Bergstein Professor (Medicine), New York …",@nyumc.org,16425,5RkievYAAAAJ,False,Immunology|Immunodeficiency|Physiology|Ion channels,Stefan Feske,https://scholar.google.com/citations?view_op=medium_photo&user=5RkievYAAAAJ,0,0
461,"Professor of Emerging Infections, University Clinical Center Hamburg-Eppendorf",@uke.de,16344,MNRmy1EAAAAJ,False,virology|immunology|vaccines|T cell regulation,Marylyn Martina Addo,https://scholar.google.com/citations?view_op=medium_photo&user=MNRmy1EAAAAJ,0,0
462,Boston University,,16338,1CCkgNgAAAAJ,False,computational biology|immunology|genetics,Charles DeLisi,https://scholar.google.com/citations?view_op=medium_photo&user=1CCkgNgAAAAJ,0,0
463,"Convergent Medical Technologies, Inc.",@convergentmedicaltech.com,16328,w9QyMP4AAAAJ,False,Immunology|neurology|neuroimmunology|hemorrhage|hemostasis,Christopher Czura,https://scholar.google.com/citations?view_op=medium_photo&user=w9QyMP4AAAAJ,0,0
464,Instituto de Parasitologia y Biomedicina,@IPB.CSIC.ES,16307,LxvatfgAAAAJ,False,Biomedicine|Immunology|Neuroscience|Cell Biology,Mario Delgado,https://scholar.google.com/citations?view_op=medium_photo&user=LxvatfgAAAAJ,0,0
465,Szabo Consultancy LLC,,16305,fyvjCE8AAAAJ,False,immunology|microbiome,Susanne J. Szabo,https://scholar.google.com/citations?view_op=medium_photo&user=fyvjCE8AAAAJ,0,0
466,"Member, St Jude Children's Research Hospital",@stjude.org,16303,3ykGNYkAAAAJ,False,Immunology|Cancer Genetics|Immunodeficiency,Kim E Nichols,https://scholar.google.com/citations?view_op=medium_photo&user=3ykGNYkAAAAJ,0,0
467,Garvan Institute,@garvan.org.au,16254,cRk2jekAAAAJ,False,Immunology|Molecular Biology,Robert Brink,https://scholar.google.com/citations?view_op=medium_photo&user=cRk2jekAAAAJ,0,0
468,"Professor of Pediatrics, University of Arizona",@peds.arizona.edu,16226,q7RRMv0AAAAJ,False,genetics|human disease|development|sex determination|immunology,robert p erickson,https://scholar.google.com/citations?view_op=medium_photo&user=q7RRMv0AAAAJ,0,0
469,Monash University,@monash.edu,16225,WNaB-38AAAAJ,False,oncology|genitourinary cancers|immunology|immunotherapy|melanoma,Ian Davis,https://scholar.google.com/citations?view_op=medium_photo&user=WNaB-38AAAAJ,0,0
470,"University Federico II, Naples, Italy",@unina.it,16200,TAYxZKIAAAAJ,False,Molecular Biology|Immunology|Genetic Vaccines|Monoclonal Antibodies|Viral Vectors,Alfredo Nicosia,https://scholar.google.com/citations?view_op=medium_photo&user=TAYxZKIAAAAJ,0,0
471,"Professor of Microbiology & Immunology, Emory University",@emory.edu,16171,33TRTLoAAAAJ,False,immunology|gene regulation|epigenetics,Jeremy M.  Boss,https://scholar.google.com/citations?view_op=medium_photo&user=33TRTLoAAAAJ,0,0
472,"Inflammatory Bowel and Immmunobiology Research Institute, Cedars Sinai Medical Center",@cshs.org,16155,98ryrOMAAAAJ,False,immunology|pathology|gastroenterology|microbiome|cancer,Jonathan Braun,https://scholar.google.com/citations?view_op=medium_photo&user=98ryrOMAAAAJ,0,0
473,인제대학교 의과대학,@inje.ac.kr,16134,MQM6LqgAAAAJ,False,Immunology|Cell Biology|Molecular Biology|Cell Signaling,Soo-Woong Lee,https://scholar.google.com/citations?view_op=medium_photo&user=MQM6LqgAAAAJ,0,0
