,title,pub_year,author,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,author_id,eprint_url,got_citations
7314,IMIPRAMINE AND DESIPRAMINE REDUCE THE GABA-STIMULATED CHLORIDE UPTAKE. AND CHLORIDE-CHANNEL ANTAGONISTS INCREASE THEIR ANTI-IMMOBILITY ACTION IN THE FORCED SWIMMING TEST IN RATS.,1992,A FERNANDEZ-TERUEL and RM ESCORIHUELA and F BOIX and B LONGONI and MG CORDA and A TOBEÑA,3,Behavioural Pharmacology,,43,LWW,"You may be trying to access this site from a secured browser on the server. Please enable scripts
and reload this page. Log in Your account has been temporarily locked Your account has been
temporarily locked due to incorrect sign in attempts and will be automatically unlocked in 30
mins. For immediate assistance. contact Customer Service: 800-638-3030 (within USA).
301-223-2300 (international) customerservice@lww.com. Invalid username or password. Try
again or register an account. default message. Login. No user account? Register for free. Register
for free. Lippincott Journals Subscribers. use your username or email along with your password
to log in. Forgot Password? or; Register Register for a free account. Existing User Log In Existing
User Log In. Registered users can save articles. searches. and manage email alerts. All
registration fields are required. What's your profession?
",True,rN2tDIgAAAAJ:fPk4N6BV_jEC,0,https://journals.lww.com/behaviouralpharm/Citation/1992/04001/IMIPRAMINE_AND_DESIPRAMINE_REDUCE_THE.127.aspx,,,,,0
7315,LONG-TERM EFFECTS OF POSTNATAL CONSISTENT OR INCONSISTENT HANDLING AND/OR ENRICHED ENVIRONMENT ON ADULT EMOTIVITY. LEARNING AND RETENTION.,1992,RM ESCORIHUELA and JF NUÑEZ and A ZAPATA and A TOBEÑA,3,Behavioural Pharmacology,,86,LWW,"You may be trying to access this site from a secured browser on the server. Please enable scripts
and reload this page. Log in Your account has been temporarily locked Your account has been
temporarily locked due to incorrect sign in attempts and will be automatically unlocked in 30
mins. For immediate assistance. contact Customer Service: 800-638-3030 (within USA).
301-223-2300 (international) customerservice@lww.com. Invalid username or password. Try
again or register an account. default message. Login. No user account? Register for free. Register
for free. Lippincott Journals Subscribers. use your username or email along with your password
to log in. Forgot Password? or; Register Register for a free account. Existing User Log In Existing
User Log In. Registered users can save articles. searches. and manage email alerts. All
registration fields are required. What's your profession?
",True,rN2tDIgAAAAJ:3s1wT3WcHBgC,0,https://journals.lww.com/behaviouralpharm/Citation/1992/04001/Long_Term_Effects_of_Postnatal_Consistent_or.264.aspx,,,,,0
7316,ALPRAZOLAM AND EMOTIONAL HABITUATION DURING EXPOSURE TO A PHOBIC STIMULUS+.,1992,R Sánchez and A Tobeña and A Fernández Teruel and RM Escorihuela and M Barbanoj,15,Clinical Neuropharmacology,Part B,617B,LWW,"You may be trying to access this site from a secured browser on the server. Please enable scripts
and reload this page. Log in Your account has been temporarily locked Your account has been
temporarily locked due to incorrect sign in attempts and will be automatically unlocked in 30
mins. For immediate assistance. contact Customer Service: 800-638-3030 (within USA).
301-223-2300 (international) customerservice@lww.com. Invalid username or password. Try
again or register an account. default message. Login. No user account? Register for free. Register
for free. Lippincott Journals Subscribers. use your username or email along with your password
to log in. Forgot Password? or; Register Register for a free account. Existing User Log In Existing
User Log In. Registered users can save articles. searches. and manage email alerts. All
registration fields are required. What's your profession?
",True,rN2tDIgAAAAJ:NhqRSupF_l8C,0,https://journals.lww.com/clinicalneuropharm/Citation/1992/02001/ALPRAZOLAM_AND_EMOTIONAL_HABITUATION_DURING.1203.aspx,,,,,0
7317,PERINATAL FLUMAZENIL EFFECTS ON ADULT SHUTTLEBOX AVOIDANCE IN THE ROMAN RAT LINES.+.,1992,A Fernández-Teruel and RM Escorihuela and JF Núñez and P Ferré and A Zapata and P Driscoll and A Tobeña,15,Clinical Neuropharmacology,Part B,302B,LWW,"You may be trying to access this site from a secured browser on the server. Please enable scripts
and reload this page. Log in Your account has been temporarily locked Your account has been
temporarily locked due to incorrect sign in attempts and will be automatically unlocked in 30
mins. For immediate assistance. contact Customer Service: 800-638-3030 (within USA).
301-223-2300 (international) customerservice@lww.com. Invalid username or password. Try
again or register an account. default message. Login. No user account? Register for free. Register
for free. Lippincott Journals Subscribers. use your username or email along with your password
to log in. Forgot Password? or; Register Register for a free account. Existing User Log In Existing
User Log In. Registered users can save articles. searches. and manage email alerts. All
registration fields are required. What's your profession?
",True,rN2tDIgAAAAJ:bFI3QPDXJZMC,0,https://journals.lww.com/clinicalneuropharm/Citation/1992/02001/Perinatal_Flumazenil_Effects_on_Adult_Shuttlebox.584.aspx,,,,,0
7318,Allen. YS. see Sinden. JD. 229 Anisman. H.. see Zacharko. RM. 251,1990,F Boix and A Fernandez Teruel and RM Escorihuela,36,Behavioural Brain Research,,283-284,,Borb61y. AA. see Tobler. I.. 73 Bowman. RE. see Levin. ED. 147 Br~ tcha. V.. Zhuravin. IA and Bures. J.. The reaching reaction in the rat: a part of the digging pattern?. 53 Brito. GNO and Brito. LSO. Septohippocampal system and the prelimbic sector of frontal cortex: a neuropsychological battery analysis in the rat. 127 Brito. LSO. see Brito. GNO. 127 Bures. J.. see Br~ tcha. V.. 53,True,rN2tDIgAAAAJ:1sJd4Hv_s6UC,0,http://scholar.google.com/scholar?cluster=16115641573532532496&hl=en&oi=scholarr,,,,,0
7319,Neurobiology of Stress and Addiction GROUP,,NÚRIA DAVIU and JUAN ANTONIO ORTEGA and ROSA MARIA ESCORIHUELA and XAVIER BELDA and JORDI PASTOR and ALBERTO FERNÁNDEZ-TERUEL and HUMBERTO GAGLIANO and MARIA SANCHÍS,,,,,,OBJECTIVES:1) Understanding brain processing of stressors and the usefulness of different biological markers of neuronal activation.,True,rN2tDIgAAAAJ:f2IySw72cVMC,0,https://pdfs.semanticscholar.org/1315/e41b8757b328c095ea093d2364097cbe265f.pdf,,,,,0
7320,Serum metabolic signatures are highly influenced by diet and physical exercise,,Susana Suárez-García and Manuel Suárez and Antoni Caimari and Josep Maria Del Bas and Rosa María Escorihuela and Lluís Arola,,,,,,RESULTSFigure 2. Heat map representation of hierarchical clustering of significant molecular features found in each group of animals in positive (A) and negative (B) ionization mode. Each line represents an accurate mass coloured by its abundance intensity normalized to internal standard and baselining to median across all samples. The scale from-10 (blue) to 10 (red) represents this normalized abundance in arbitrary units.,True,rN2tDIgAAAAJ:4OULZ7Gr8RgC,0,http://scholar.google.com/scholar?cluster=7292617123179435682&hl=en&oi=scholarr,,,,,0
7321,Crowdsourcing user studies with Mechanical Turk,2008,Aniket Kittur and Ed H Chi and Bongwon Suh,,,,453-456,,User studies are important for many aspects of the design process and involve techniques ranging from informal surveys to rigorous laboratory studies. However. the costs involved in engaging users often requires practitioners to trade off between sample size. time requirements. and monetary costs. Micro-task markets. such as Amazon's Mechanical Turk. offer a potential paradigm for engaging a large number of users for low time and monetary costs. Here we investigate the utility of a micro-task market for collecting user measurements. and discuss design considerations for developing remote micro user evaluation tasks. Although micro-task markets have great potential for rapidly collecting user measurements at low costs. we found that special care is needed in formulating tasks in order to harness the capabilities of the approach.,True,VuWl-KUAAAAJ:u-x6o8ySG0sC,2117,https://dl.acm.org/doi/abs/10.1145/1357054.1357127,15399356629609361655,/scholar?cites=15399356629609361655,,https://www.researchgate.net/profile/Ed_Chi/publication/221517483_Crwodsourcing_User_Studies_With_Mechanical_Turk/links/09e4150f999eeaf254000000.pdf,0
7322,Want to be retweeted? large scale analytics on factors impacting retweet in twitter network,2010,Bongwon Suh and Lichan Hong and Peter Pirolli and Ed H Chi,,,,177-184,IEEE,Retweeting is the key mechanism for information diffusion in Twitter. It emerged as a simple yet powerful way of disseminating information in the Twitter social network. Even though a lot of information is shared in Twitter. little is known yet about how and why certain information spreads more widely than others. In this paper. we examine a number of features that might affect retweetability of tweets. We gathered content and contextual features from 74M tweets and used this data set to identify factors that are significantly associated with retweet rate. We also built a predictive retweet model. We found that. amongst content features. URLs and hashtags have strong relationships with retweetability. Amongst contextual features. the number of followers and followees as well as the age of the account seem to affect retweetability. while. interestingly. the number of past tweets does not predict retweetability of a user's tweet …,True,VuWl-KUAAAAJ:QIV2ME_5wuYC,1351,https://ieeexplore.ieee.org/abstract/document/5590452/,4176598563614687069,/scholar?cites=4176598563614687069,,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.295.320&rep=rep1&type=pdf,0
7323,A taxonomy of visualization techniques using the data state reference model,2000,Ed Huai-hsin Chi,,,,69-75,IEEE,In previous work. researchers have attempted to construct taxonomies of information visualization techniques by examining the data domains that are compatible with these techniques. This is useful because implementers can quickly identify various techniques that can be applied to their domain of interest. However. these taxonomies do not help the implementers understand how to apply and implement these techniques. The author extends and proposes a new way to taxonomize information visualization techniques by using the Data State Model (E.H. Chi and J.T. Reidl. 1998). In fact. as the taxonomic analysis in the paper will show. many of the techniques share similar operating steps that can easily be reused. The paper shows that the Data State Model not only helps researchers understand the space of design. but also helps implementers understand how information visualization techniques can be applied …,True,VuWl-KUAAAAJ:d1gkVwhDpl0C,776,https://ieeexplore.ieee.org/abstract/document/885092/,10267369503795626328,/scholar?cites=10267369503795626328,,https://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.136.5698&rep=rep1&type=pdf,0
7324,He says. she says: conflict and coordination in Wikipedia,2007,Aniket Kittur and Bongwon Suh and Bryan A Pendleton and Ed H Chi,,,,453-462,,Wikipedia. a wiki-based encyclopedia. has become one of the most successful experiments in collaborative knowledge building on the Internet. As Wikipedia continues to grow. the potential for conflict and the need for coordination increase as well. This article examines the growth of such non-direct work and describes the development of tools to characterize conflict and coordination costs in Wikipedia. The results may inform the design of new collaborative knowledge systems.,True,VuWl-KUAAAAJ:9yKSN-GCB0IC,732,https://dl.acm.org/doi/abs/10.1145/1240624.1240698,16114833920861712432,/scholar?cites=16114833920861712432,,https://www.researchgate.net/profile/Ed_Chi/publication/200772986_He_Says_She_Says_Conflict_and_Coordination_in_Wikipedia/links/09e4150f999ef88a15000000.pdf,0
7325,Using information scent to model user information needs and actions and the Web,2001,Ed H Chi and Peter Pirolli and Kim Chen and James Pitkow,,,,490-497,,On the Web. users typically forage for information by navigating from page to page along Web links. Their surfing patterns or actions are guided by their information needs. Researchers need tools to explore the complex interactions between user needs. user actions. and the structures and contents of the Web. In this paper. we describe two computational methods for understanding the relationship between user needs and user actions. First. for a particular pattern of surfing. we seek to infer the associated information need. Second. given an information need. and some pages as starting pints. we attempt to predict the expected surfing patterns. The algorithms use a concept called “information scent”. which is the subjective sense of value and cost of accessing a page based on perceptual cues. We present an empirical evaluation of these two algorithms. and show their effectiveness.,True,VuWl-KUAAAAJ:u5HHmVD_uO8C,588,https://dl.acm.org/doi/abs/10.1145/365024.365325,8153071340259307985,/scholar?cites=8153071340259307985,,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.17.7905&rep=rep1&type=pdf,0
7326,Power of the few vs. wisdom of the crowd: Wikipedia and the rise of the bourgeoisie,2007,Aniket Kittur and Ed Chi and Bryan A Pendleton and Bongwon Suh and Todd Mytkowicz,1,World wide web,2,19,,Wikipedia has been a resounding success story as a collaborative system with a low cost of online participation. However. it is an open question whether the success of Wikipedia results from a “wisdom of crowds” type of effect in which a large number of people each make a small number of edits. or whether it is driven by a core group of “elite” users who do the lion’s share of the work. In this study we examined how the influence of “elite” vs.“common” users changed over time in Wikipedia. The results suggest that although Wikipedia was driven by the influence of “elite” users early on. more recently there has been a dramatic shift in workload to the “common” user. We also show the same shift in del. icio. us. a very different type of social collaborative knowledge system. We discuss how these results mirror the dynamics found in more traditional social collectives. and how they can influence the design of new collaborative knowledge systems.,True,VuWl-KUAAAAJ:UeHWp8X0CEIC,572,https://www.researchgate.net/profile/Bongwon_Suh/publication/200772541_Power_of_the_Few_vs_Wisdom_of_the_Crowd_Wikipedia_and_the_Rise_of_the_Bourgeoisie/links/53d1e6220cf2a7fbb2e95533.pdf,16910079692437613334,/scholar?cites=16910079692437613334,,https://www.researchgate.net/profile/Bongwon_Suh/publication/200772541_Power_of_the_Few_vs_Wisdom_of_the_Crowd_Wikipedia_and_the_Rise_of_the_Bourgeoisie/links/53d1e6220cf2a7fbb2e95533.pdf,0
7327,Tweets from Justin Bieber's heart: the dynamics of the location field in user profiles,2011,Brent Hecht and Lichan Hong and Bongwon Suh and Ed H Chi,,,,237-246,,Little research exists on one of the most common. oldest. and most utilized forms of online social geographic information: the'location'field found in most virtual community user profiles. We performed the first in-depth study of user behavior with regard to the location field in Twitter user profiles. We found that 34% of users did not provide real location information. frequently incorporating fake locations or sarcastic comments that can fool traditional geographic information tools. When users did input their location. they almost never specified it at a scale any more detailed than their city. In order to determine whether or not natural user behaviors have a real effect on the'locatability'of users. we performed a simple machine learning experiment to determine whether we can identify a user's location by only looking at what that user tweets. We found that a user's country and state can in fact be determined easily with decent …,True,VuWl-KUAAAAJ:iH-uZ7U-co4C,567,https://dl.acm.org/doi/abs/10.1145/1978942.1978976,11558389573911881730,/scholar?cites=11558389573911881730,,http://misrc.umn.edu/Papers/Research%20Papers/bhecht_chi2011_location.pdf,0
7328,Short and tweet: experiments on recommending content from information streams,2010,Jilin Chen and Rowan Nairn and Les Nelson and Michael Bernstein and Ed Chi,,,,1185-1194,,More and more web users keep up with newest information through information streams such as the popular micro-blogging website Twitter. In this paper we studied content recommendation on Twitter to better direct user attention. In a modular approach. we explored three separate dimensions in designing such a recommender: content sources. topic interest models for users. and social voting. We implemented 12 recommendation engines in the design space we formulated. and deployed them to a recommender service on the web to gather feedback from real Twitter users. The best performing algorithm improved the percentage of interesting content to 72% from a baseline of 33%. We conclude this work by discussing the implications of our recommender design and how our design can generalize to other information streams.,True,VuWl-KUAAAAJ:hqOjcs7Dif8C,534,https://dl.acm.org/doi/abs/10.1145/1753326.1753503,3791932286682044739,/scholar?cites=3791932286682044739,,https://hci.stanford.edu/publications/2010/zerozero88/zerozero88-chi2010.pdf,0
7329,System and Method for clustering data objects in a collection,2003,,,,,,,A system and method for browsing. retrieving. and recommending information from a collection uses multi-modal features of the documents in the collection. as well as an analysis of users' prior browsing and retrieval behavior. The system and method are premised on various disclosed methods for quantitatively representing documents in a document collection as vectors in multi-dimensional vector spaces. quantitatively determining similarity between documents. and clustering documents according to those similarities. The system and method also rely on methods for quantitatively representing users in a user population. quantitatively determining similarity between users. clustering users according to those similarities. and visually representing clusters of users by analogy to clusters of documents.,True,VuWl-KUAAAAJ:W7OEmFMy1HYC,466,https://patents.google.com/patent/US6598054B2/en,13874906688933305587,/scholar?cites=13874906688933305587,,https://patentimages.storage.googleapis.com/7a/5d/cd/2ca7d77730282b/US6598054.pdf,0
7330,The case for learned index structures,2018,Tim Kraska and Alex Beutel and Ed H Chi and Jeffrey Dean and Neoklis Polyzotis,,,,489-504,,Indexes are models: a\btree-Index can be seen as a model to map a key to the position of a record within a sorted array. a Hash-Index as a model to map a key to a position of a record within an unsorted array. and a BitMap-Index as a model to indicate if a data record exists or not. In this exploratory research paper. we start from this premise and posit that all existing index structures can be replaced with other types of models. including deep-learning models. which we term\em learned indexes. We theoretically analyze under which conditions learned indexes outperform traditional index structures and describe the main challenges in designing learned index structures. Our initial results show that our learned indexes can have significant advantages over traditional indexes. More importantly. we believe that the idea of replacing core components of a data management system through learned models has far …,True,VuWl-KUAAAAJ:TpYZtc-0n-8C,349,https://dl.acm.org/doi/abs/10.1145/3183713.3196909,15186041802906124026,/scholar?cites=15186041802906124026,,https://arxiv.org/pdf/1712.01208,0
7331,ScentTrails: Integrating browsing and searching on the Web,2003,Christopher Olston and Ed H Chi,10,ACM Transactions on Computer-Human Interaction (TOCHI),3,177-197,ACM,The two predominant paradigms for finding information on the Web are browsing and keyword searching. While they exhibit complementary advantages. neither paradigm alone is adequate for complex information goals that lend themselves partially to browsing and partially to searching. To integrate browsing and searching smoothly into a single interface. we introduce a novel approach called ScentTrails. Based on the concept of information scent developed in the context of information foraging theory. ScentTrails highlights hyperlinks to indicate paths to search results. This interface enables users to interpolate smoothly between searching and browsing to locate content matching complex information goals effectively. In a preliminary user study. ScentTrails enabled subjects to find information more quickly than by either searching or browsing alone.,True,VuWl-KUAAAAJ:IjCSPb-OGe4C,334,https://dl.acm.org/doi/abs/10.1145/937549.937550,7143209517795743848,/scholar?cites=7143209517795743848,,http://infolab.stanford.edu/~olston/publications/scenttrails.pdf,0
7332,System and method for providing recommendations based on multi-modal user clusters,2003,,,,,,,A system and method for browsing. retrieving. and recommending information from a collection uses multi-modal features of the documents in the collection. as well as an analysis of users' prior browsing and retrieval behavior. The system and method are premised on various disclosed methods for quantitatively representing documents in a document collection as vectors in multi-dimensional vector spaces. quantitatively determining similarity between documents. and clustering documents according to those similarities. The system and method also rely on methods for quantitatively representing users in a user population. quantitatively determining similarity between users. clustering users according to those similarities. and visually representing clusters of users by analogy to clusters of documents.,True,VuWl-KUAAAAJ:YsMSGLbcyi4C,329,https://patents.google.com/patent/US6567797B1/en,59613124794602863,/scholar?cites=59613124794602863,,https://patentimages.storage.googleapis.com/pdfs/US6567797.pdf,0
7333,An operator interaction framework for visualization systems,1998,Ed Huai-hsin Chi and John T Riedl,,,,63-70,IEEE,Information visualization encounters a wide variety of different data domains. The visualization community has developed representation methods and interactive techniques. As a community. we have realized that the requirements in each domain are often dramatically different. In order to easily apply existing methods. researchers have developed a semiology of graphic representations. We have extended this research into a framework that includes operators and interactions in visualization systems. such as a visualization spreadsheet. We discuss properties of this framework and use it to characterize operations spanning a variety of different visualization techniques. The framework developed in the paper enables a new way of exploring and evaluating the design space of visualization operators. and helps end users in their analysis tasks.,True,VuWl-KUAAAAJ:zYLM7Y9cAGgC,306,https://ieeexplore.ieee.org/abstract/document/729560/,14793083755065350935,/scholar?cites=14793083755065350935,,http://iihm.imag.fr/blanch/teaching/infovis/readings/1998-Chi_Riedl-Operator_Interaction_Framework.pdf,0
7334,The singularity is not near: slowing growth of Wikipedia,2009,Bongwon Suh and Gregorio Convertino and Ed H Chi and Peter Pirolli,,,,1-10,,Prior research on Wikipedia has characterized the growth in content and editors as being fundamentally exponential in nature. extrapolating current trends into the future. We show that recent editing activity suggests that Wikipedia growth has slowed. and perhaps plateaued. indicating that it may have come against its limits to growth. We measure growth. population shifts. and patterns of editor and administrator activities. contrasting these against past results where possible. Both the rate of page growth and editor growth has declined. As growth has declined. there are indicators of increased coordination and overhead costs. exclusion of newcomers. and resistance to new edits. We discuss some possible explanations for these new developments in Wikipedia including decreased opportunities for sharing existing knowledge and increased bureaucratic stress on the socio-technical system itself.,True,VuWl-KUAAAAJ:kNdYIx-mwKoC,301,https://dl.acm.org/doi/abs/10.1145/1641309.1641322,16717693812556681423,/scholar?cites=16717693812556681423,,http://www.peterpirolli.com/Professional/About_Me_files/wikisym%202009.pdf,0
7335,System and method for quantitatively representing data objects in vector space,2005,,,,,,,A system and method for browsing. retrieving. and recommending information from a collection uses multi-modal features of the documents in the collection. as well as an analysis of users' prior browsing and retrieval behavior. The system and method are premised on various disclosed methods for quantitatively representing documents in a document collection as vectors in multi-dimensional vector spaces. quantitatively determining similarity between documents. and clustering documents according to those similarities. The system and method also rely on methods for quantitatively representing users in a user population. quantitatively determining similarity between users. clustering users according to those similarities. and visually representing clusters of users by analogy to clusters of documents.,True,VuWl-KUAAAAJ:_Qo2XoVZTnwC,294,https://patents.google.com/patent/US6922699B2/en,6849057038156881085,/scholar?cites=6849057038156881085,,https://patentimages.storage.googleapis.com/pdfs/US6922699.pdf,0
7336,The scent of a site: A system for analyzing and predicting information scent. usage. and usability of a web site,2000,Ed H Chi and Peter Pirolli and James Pitkow,,,,161-168,,Designers and researchers of users' interactions with the World Wide Web need tools that permit the rapid exploration of hypotheses about complex interactions of user goals. user behaviors. and Web site designs. We present an architecture and system for the analysis and prediction of user behavior and Web site usability. The system integrates research on human information foraging theory. a reference model of information visualization and Web data-mining techniques. The system also incorporates new methods of Web site visualization (Dome Tree. Usage Based Layouts). a new predictive modeling technique for Web site use (Web User Flow by Information Scent. WUFIS). and new Web usability metrics.,True,VuWl-KUAAAAJ:qjMakFHDy7sC,290,https://dl.acm.org/doi/abs/10.1145/332040.332423,12080957385561183901,/scholar?cites=12080957385561183901,,https://www.researchgate.net/profile/Peter_Pirolli/publication/221515891_The_scent_of_a_site_A_system_for_analyzing_and_predicting_information_scent_usage_and_usability_of_a_Web_site/links/0912f50d23f4200fae000000/The-scent-of-a-site-A-system-for-analyzing-and-predicting-information-scent-usage-and-usability-of-a-Web-site.pdf,0
7337,Towards a model of understanding social search,2008,Brynn M Evans and Ed H Chi,,,,485-494,,Search engine researchers typically depict search as the solitary activity of an individual searcher. In contrast. results from our critical-incident survey of 150 users on Amazon's Mechanical Turk service suggest that social interactions play an important role throughout the search process. Our main contribution is that we have integrated models from previous work in sensemaking and information seeking behavior to present a canonical social model of user activities before. during. and after search. suggesting where in the search process both explicitly and implicitly shared information may be valuable to individual searchers.,True,VuWl-KUAAAAJ:WF5omc3nYNoC,280,https://dl.acm.org/doi/abs/10.1145/1460563.1460641,12546573689973720685,/scholar?cites=12546573689973720685,,https://arxiv.org/pdf/0908.0595,0
7338,Visualizing the evolution of web ecologies,1998,Ed H Chi and James Pitkow and Jock Mackinlay and Peter Pirolli and Rich Gossweiler and Stuart K Card,,,,400-407,,Several visualizations have emerged which attempt to visualize all or part of the World Wide Web. Those visualizations. however. fail to present the dynamically changing ecology of users and documents on the Web. We present new techniques for Web Ecology and Evolution Visualization (WEEV). Disk Trees represent a discrete time slice of the Web ecology. A collection of Disk Trees forms a Time Tube. representing the evolution of the Web over longer periods of time. These visualizations are intended to aid authors and webmasters with the production and organization of content. assist Web surfers making sense of information. and help researchers understand the Web.,True,VuWl-KUAAAAJ:2osOgNQ5qMEC,276,https://dl.acm.org/doi/pdf/10.1145/274644.274699,7469790170314718167,/scholar?cites=7469790170314718167,,http://eil.stanford.edu/regnet/literatures/VisualizingTheEvolutionOfWebEcologies.pdf,0
7339,Activity-based serendipitous recommendations with the Magitti mobile leisure guide,2008,Victoria Bellotti and Bo Begole and Ed H Chi and Nicolas Ducheneaut and Ji Fang and Ellen Isaacs and Tracy King and Mark W Newman and Kurt Partridge and Bob Price and Paul Rasmussen and Michael Roberts and Diane J Schiano and Alan Walendowski,,,,1157-1166,,This paper presents a context-aware mobile recommender system. codenamed Magitti. Magitti is unique in that it infers user activity from context and patterns of user behavior and. without its user having to issue a query. automatically generates recommendations for content matching. Extensive field studies of leisure time practices in an urban setting (Tokyo) motivated the idea. shaped the details of its design and provided data describing typical behavior patterns. The paper describes the fieldwork. user interface. system components and functionality. and an evaluation of the Magitti prototype.,True,VuWl-KUAAAAJ:roLk4NBRz8UC,253,https://dl.acm.org/doi/abs/10.1145/1357054.1357237,4054778589971273487,/scholar?cites=4054778589971273487,,http://www.izix.com/pubs/Bellotti-Magitti-CHI2008.pdf,0
7340,Method for visualizing user path through a web site and a path's associated information scent,2006,,,,,,,A method and system for visualizing actual and predicted usage patterns through a web site is provided. A plurality of web pages may be represented as a node and visualized on a dome tree. The dome tree is a three-dimensional image of a dome. with a portion of the outer wall removed. displayed on a two-dimensional monitor. Paths into and out of each node are displayed using a variety of colors and patterns and information relating to the nodes and paths may also be accessed. By designating a web page as the root node each of the associated pages are laid out within the dome tree radially based on actual usage information. Predicted information for each node is displayed as a bar near the node. thereby assisting a user in understanding the relationship between actual and predicted usage patterns.,True,VuWl-KUAAAAJ:vV6vV6tmYwMC,243,https://patents.google.com/patent/US7043702B2/en,13535870207327549910,/scholar?cites=13535870207327549910,,https://patentimages.storage.googleapis.com/a4/de/5d/4f946b3b8822b9/US7043702.pdf,0
7341,System and method for identifying similarities among objects in a collection,2005,,,,,,,A system and method for browsing. retrieving. and recommending information from a collection uses multi-modal features of the documents in the collection. as well as an analysis of users' prior browsing and retrieval behavior. The system and method are premised on various disclosed methods for quantitatively representing documents in a document collection as vectors in multi-dimensional vector spaces. quantitatively determining similarity between documents. and clustering documents according to those similarities. The system and method also rely on methods for quantitatively representing users in a user population. quantitatively determining similarity between users. clustering users according to those similarities. and visually representing clusters of users by analogy to clusters of documents.,True,VuWl-KUAAAAJ:wbdj-CoPYUoC,230,https://patents.google.com/patent/US6941321B2/en,9936340248614947236,/scholar?cites=9936340248614947236,,https://patentimages.storage.googleapis.com/2f/fd/b9/8862c2563d95bb/US6941321.pdf,0
7342,Usage based methods of traversing and displaying generalized graph structures,2003,,,,,,,A method for generating a tree structure representation of a generalized graph structure for display includes the more important links in the representation. Usage parameters are referenced in generating the tree structure from the generalized graph structure. Frequency. recency. spacing of accesses. and path information are exemplary types of usage parameters. A breadth-first or depth-first traversal of the graph references usage parameters associated with each node or link. The usage parameters which are associated with each node are referenced in order to determine the visitation order. The visitation order is determined by visiting the highest used nodes or links first. A method of displaying the tree structure references the usage parameters to determine the positioning of the nodes in the layout of the tree structure. In a preferred embodiment. the root node is positioned in the center of the layout. In one …,True,VuWl-KUAAAAJ:_FxGoFyzp5QC,219,https://patents.google.com/patent/US6509898B2/en,2414055760404346532,/scholar?cites=2414055760404346532,,https://patentimages.storage.googleapis.com/66/8f/73/ce6c365c4fe95f/US6509898.pdf,0
7343,Eddi: interactive topic-based browsing of social status streams,2010,Michael S Bernstein and Bongwon Suh and Lichan Hong and Jilin Chen and Sanjay Kairam and Ed H Chi,,,,303-312,,Twitter streams are on overload: active users receive hundreds of items per day. and existing interfaces force us to march through a chronologically-ordered morass to find tweets of interest. We present an approach to organizing a user's own feed into coherently clustered trending topics for more directed exploration. Our Twitter client. called Eddi. groups tweets in a user's feed into topics mentioned explicitly or implicitly. which users can then browse for items of interest. To implement this topic clustering. we have developed a novel algorithm for discovering topics in short status updates powered by linguistic syntactic transformation and callouts to a search engine. An algorithm evaluation reveals that search engine callouts outperform other approaches when they employ simple syntactic transformation and backoff strategies. Active Twitter users evaluated Eddi and found it to be a more efficient and enjoyable way to …,True,VuWl-KUAAAAJ:qUcmZB5y_30C,214,https://dl.acm.org/doi/abs/10.1145/1866029.1866077,13041467477931716933,/scholar?cites=13041467477931716933,,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.707.3882&rep=rep1&type=pdf,0
7344,Language matters in twitter: A large scale study,2011,Lichan Hong and Gregorio Convertino and Ed Chi,5,Proceedings of the International AAAI Conference on Web and Social Media,1,,,Despite the widespread adoption of Twitter internationally. little research has investigated the differences among users of different languages. In prior research. the natural tendency has been to assume that the behaviors of English users generalize to other language users. We studied 62 million tweets collected over a four-week period and found that more than 100 languages were used. Only half of the tweets were in English (51%). Other popular languages including Japanese. Portuguese. Indonesian. and Spanish together accounted for 39% of the tweets. Examining users of the top 10 languages. we discovered cross-language differences in adoption of features such as URLs. hashtags. mentions. replies. and retweets. We discuss our work’s implications for research on large-scale social systems and design of cross-cultural communication tools.,True,VuWl-KUAAAAJ:1sJd4Hv_s6UC,211,https://ojs.aaai.org/index.php/ICWSM/article/view/14184,2144516293525053925,/scholar?cites=2144516293525053925,,https://ojs.aaai.org/index.php/ICWSM/article/download/14184/14033,0
7345,Talking in circles: selective sharing in google+,2012,Sanjay Kairam and Mike Brzozowski and David Huffaker and Ed Chi,,,,1065-1074,,Online social networks have become indispensable tools for information sharing. but existing'all-or-nothing'models for sharing have made it difficult for users to target information to specific parts of their networks. In this paper. we study Google+. which enables users to selectively share content with specific'Circles' of people. Through a combination of log analysis with surveys and interviews. we investigate how active users organize and select audiences for shared content. We find that these users frequently engaged in selective sharing. creating circles to manage content across particular life facets. ties of varying strength. and interest-based groups. Motivations to share spanned personal and informational reasons. and users frequently weighed''limiting'factors (eg privacy. relevance. and social norms) against the desire to reach a large audience. Our work identifies implications for the design of selective sharing …,True,VuWl-KUAAAAJ:-_dYPAW6P2MC,195,https://dl.acm.org/doi/abs/10.1145/2207676.2208552,5463790331522656483,/scholar?cites=5463790331522656483,,https://research.google/pubs/pub37843.pdf,0
