,title,pub_year,author,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,gsrank,author_id,eprint_url,got_citations,got_author_ids,author_ids
1278748,PV solar system feasibility study,2013,S Ashhab Moh’d Sami and Hazem Kaylani and Abdallah Abdallah,65,Energy Conversion and Management,,777-782,Pergamon,This research studies the feasibility of PV solar systems and aims at developing the theory and application of a hybrid system that utilizes PV solar system and another supporting source of energy to provide affordable heating and air conditioning. Relevant research topics are reviewed and some of them are discussed in details. Solar heating and air conditioning research and technology exist in many developed countries. To date. the used solar energy has been proved to be inefficient. Solar energy is an abundant source of energy in Jordan and the Middle East; with increasing prices of oil this source is becoming more attractive alternative. A good candidate for the other system is absorption. The overall system is designed such that it utilizes solar energy as a main source. When the solar energy becomes insufficient. electricity or diesel source kicks in. A prototype of the PV solar system that operates an air …,True,3jZi0IgAAAAJ:u-x6o8ySG0sC,38,https://www.sciencedirect.com/science/article/pii/S0196890412001446,7544635574237628432,/scholar?cites=7544635574237628432,,,,0,0,0
,title,pub_year,author,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,gsrank,author_id,eprint_url,got_citations,got_author_ids,author_ids
1278749,Neural network based modeling and optimization of deep drawing–extrusion combined process,2014,Thilo Breitsprecher and Sandro Wartzack,25,Journal of Intelligent Manufacturing,1,77-84,Springer US,A combined deep drawing–extrusion process is modeled with artificial neural networks (ANN’s). The process is used for manufacturing synchronizer rings and it combines sheet and bulk metal forming processes. Input–output data relevant to the process was collected. The inputs represent geometrical parameters of the synchronizer ring and the outputs are the total equivalent plastic strain (TEPS). contact ratio and forming force. This data is used to train the ANN which approximates the input-output relation well and therefore can be relied on in predicting the process input parameters that will result in desired outputs provided by the designer. The complex method constrained optimization is applied to the ANN model to find the inputs or geometrical parameters that will produce the desired or optimum values of TEPS. contact ratio and forming force. This information will be very hard to obtain by just looking …,True,3jZi0IgAAAAJ:UebtZRa9Y70C,36,https://link.springer.com/content/pdf/10.1007/s10845-012-0676-z.pdf,10717196679171639236,/scholar?cites=10717196679171639236,,,https://www.researchgate.net/profile/Thilo_Breitsprecher/publication/257581282_Neural_network_based_modeling_and_optimization_of_deep_drawing_-_Extrusion_combined_process/links/546c75d80cf257ec78ffee24/Neural-network-based-modeling-and-optimization-of-deep-drawing-Extrusion-combined-process.pdf,0,0,0
,title,pub_year,author,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,gsrank,author_id,eprint_url,got_citations,got_author_ids,author_ids
1278750,Large eddy simulation of a two-phase reacting swirl flow inside a cement cyclone,2014,Hrvoje Mikulčić and Milan Vujanović and Neven Duić,75,Energy,,89-96,Pergamon,This work presents a numerical study of the highly swirled gas–solid flow inside a cement cyclone. The computational fluid dynamics – CFD simulation for continuum fluid flow and heat exchange was used for the investigation. The Eulearian–Lagrangian approach was used to describe the two-phase flow. and the large eddy simulation – LES method was used for correctly obtaining the turbulent fluctuations of the gas phase. A model describing the reaction of the solid phase. e.g. the calcination process. has been developed and implemented within the commercial finite volume CFD code FIRE. Due to the fact that the calcination process has a direct influence on the overall energy efficiency of the cement production. it is of great importance to have a certain degree of limestone degradation at the cyclone's outlet. The heat exchange between the gas and solid phase is of particular importance when studying cement …,True,3jZi0IgAAAAJ:dhFuZR0502QC,31,https://www.sciencedirect.com/science/article/pii/S0360544214004770,17768992291950752412,/scholar?cites=17768992291950752412,,,,0,0,0
,title,pub_year,author,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,gsrank,author_id,eprint_url,got_citations,got_author_ids,author_ids
1278751,Optimization and modeling of a photovoltaic solar integrated system by neural networks,2008,S Ashhab Moh’d Sami,49,Energy Conversion and Management,11,3349-3355,Pergamon,A photovoltaic solar integrated system is modeled with artificial neural networks (ANN’s). Data relevant to the system performance was collected on April. 4th 1993 and every 15 min during the day. This input–output data is used to train the ANN. The ANN approximates the data well and therefore can be relied on in predicting the system performance. namely. system efficiencies. The solar system consists of a solar trainer which contains a photovoltaic panel. a DC centrifugal pump. flat plate collectors. storage tank. a flowmeter for measuring the water mass flow rate. pipes. pyranometer for measuring the solar intensity. thermocouples for measuring various system temperatures and wind speed meter. The complex method constrained optimization is applied to the solar system ANN model to find the operating conditions of the system that will produce the maximum system efficiencies. This information will be very hard …,True,3jZi0IgAAAAJ:u5HHmVD_uO8C,27,https://www.sciencedirect.com/science/article/pii/S0196890408001830,3684052894725464463,/scholar?cites=3684052894725464463,,,,0,0,0
,title,pub_year,author,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,gsrank,author_id,eprint_url,got_citations,got_author_ids,author_ids
1278752,Optimization of hot-wire thermal flow sensor based on a neural net model,2006,Ahmed Al-Salaymeh,26,Applied thermal engineering,8-9,948-955,Pergamon,In this paper. we apply an optimization technique that inverts the function of a novel thermal flow sensor. The nominal output of the present sensor is the increase in wire temperature and this output is a function of the time constant of the heated wire and thus also of the velocity of flow. At very low flow velocities. the response is determined almost entirely by the time constant of the wire while at high velocities the device acts almost like a constant current hot-wire anemometer. The present thermal flow sensor. which can be used over a large range of velocities. is well suited for measurements of steady or slowly varying unsteady flows in industrial applications. The calibration data of the sensor consists of a set of curves at different fluid temperatures. Each curve represents the output voltage of the sensor as a function of the flow velocity. An artificial neural net model that approximates the calibration data for the sensor …,True,3jZi0IgAAAAJ:QIV2ME_5wuYC,22,https://www.sciencedirect.com/science/article/pii/S1359431105003157,3382309351718404321,/scholar?cites=3382309351718404321,,,https://www.academia.edu/download/32595062/ate-final.pdf,0,0,0
,title,pub_year,author,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,gsrank,author_id,eprint_url,got_citations,got_author_ids,author_ids
1278753,Adaptive control of solar tracking system,2014,Bashar K Hammad and Rami H Fouad and Salem D Nijmeh and Mousa Mohsen and Asma Tamimi,8,"IET Science, Measurement & Technology",6,426-431,IET Digital Library,In this study. an adaptive controller of a solar tracking system is designed and its performance is evaluated through computer simulation. To achieve this goal. two tracker systems based on open- and closed-loop control strategies are studied. The instantaneous and total errors that represent the differences between the tilt and rotation angles of both the open- and closed-loop systems are analysed. An adaptive controller that regulates the electric signals to the motors is designed. Owing to uncertainty in the sun position data. the performance of solar tracker suffers degradation. Towards this end. sun position data are analysed to extract the error sources. The designed control system objective is to keep the tracker perpendicular to sunlight at all times during the day and eliminate modelling errors such as sun position data deviations. friction and environmental changes. System performance is verified through …,True,3jZi0IgAAAAJ:YsMSGLbcyi4C,18,https://digital-library.theiet.org/content/journals/10.1049/iet-smt.2013.0293,1454870043861653020,/scholar?cites=1454870043861653020,,,https://ietresearch.onlinelibrary.wiley.com/doi/pdf/10.1049/iet-smt.2013.0293,0,0,0
,title,pub_year,author,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,gsrank,author_id,eprint_url,got_citations,got_author_ids,author_ids
1278754,Fuel economy and torque tracking in camless engines through optimization of neural networks,2008,S Ashhab Moh’d Sami,49,Energy Conversion and Management,2,365-372,Pergamon,The feed forward controller of a camless internal combustion engine is modeled by inverting a multi-input multi-output feed forward artificial neural network (ANN) model of the engine. The engine outputs. pumping loss and cylinder air charge. are related to the inputs. intake valve lift and closing timing. by the artificial neural network model. which is trained with historical input–output data. The controller selects the intake valve lift and closing timing that will mimimize the pumping loss and achieve engine torque tracking. Lower pumping loss means better fuel economy. whereas engine torque tracking gurantees the driver’s torque demand. The inversion of the ANN is performed with the complex method constrained optimization. How the camless engine inverse controller can be augmented with adaptive techniques to maintain accuracy even when the engine parts degrade is discussed. The simulation results …,True,3jZi0IgAAAAJ:9yKSN-GCB0IC,18,https://www.sciencedirect.com/science/article/pii/S0196890407001641,278897630441165094,/scholar?cites=278897630441165094,,,,0,0,0
,title,pub_year,author,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,gsrank,author_id,eprint_url,got_citations,got_author_ids,author_ids
1278755,Design of a single-axis tracking parabolic collector for moderate temperature applications,2004,S Odeh and S Nijmeh and M Sami Ashhab and Y Zakaria and A Amra,,,,,,Parabolic-trough solar water heating is a well proven solar energy technology which is being used on a commercial scale to produce heat for industrial and residential applications. In this work. a single tracking axis parabolic trough collector was designed and constructed for moderate heat load processes. The solar tracking collector was designed to be a self powered system so it can operate remotely and independently under moderate radiation levels. Simplicity in manufacturing and operation was considered in the design of this collector such as using stainless steel as a reflecting surface and a closed loop control system for the single solar tracking axis. (orig.),True,3jZi0IgAAAAJ:4X0JR2_MtJMC,17,https://www.osti.gov/etdeweb/biblio/20662748,16658571246280505792,/scholar?cites=16658571246280505792,,,,0,0,0
,title,pub_year,author,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,gsrank,author_id,eprint_url,got_citations,got_author_ids,author_ids
1278756,Modelling of a novel hot-wire thermal flow sensor with neural nets under different operating conditions,2006,Ahmed Al-Salaymeh,126,Sensors and Actuators A: Physical,1,7-14,Elsevier,Thermal flow sensors with a wide dynamic range are widely applied in practical fluid flow measurements to yield local velocity information and also for volume flow-rate measurements. The importance of such flow sensors inspired the authors’ investigations into wide-velocity range thermal sensors and the outcome of this work is summarized in this paper. The present novel sensor is mechanically the same as the hot-wire anemometer. but it is excited by discrete. widely separated. square waves of electrical current rather than a continuous current. The nominal output of the new sensor is a function of the time constant of the heated wire and thus also of the velocity of flow. The time constant decreases as the flow velocity increases. while the heat transfer increases. In this paper. the results obtained suggest that our measurements for flow velocity and volume flow rate are in very good agreement with the theoretical …,True,3jZi0IgAAAAJ:roLk4NBRz8UC,16,https://www.sciencedirect.com/science/article/pii/S0924424705005364,6908956753539247466,/scholar?cites=6908956753539247466,,,,0,0,0
,title,pub_year,author,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,gsrank,author_id,eprint_url,got_citations,got_author_ids,author_ids
1278757,Control of Camless Intake Process—Part II,2000,M-SS Ashhab and AG Stefanopoulou and JA Cook and MB Levin,122,"J. Dyn. Sys., Meas., Control",1,131-139,,A model-based control scheme is designed to regulate the cylinder air charge of a camless multicylinder engine for unthrottled operation. The controller consists of a feedforward and an adaptive feedback scheme based on a control-oriented model of the breathing process of an engine equipped with electro-hydraulic springless valvetrain. The nonlinear control scheme is designed to achieve cylinder-to-cylinder balancing. fast cycle-to-cycle response. and minimization of pumping losses. The algorithm uses conventional sensor measurements of intake manifold pressure and mass air flow to the intake manifold. and intake valve duration measurement. Closed-loop simulation results are shown for a four-cylinder engine.  [S0022-0434(00)03001-X],True,3jZi0IgAAAAJ:NyGDZy8z5eUC,14,https://asmedigitalcollection.asme.org/dynamicsystems/article/122/1/131/460197,11005575584525917266,/scholar?cites=11005575584525917266,,,https://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.1067.9509&rep=rep1&type=pdf,0,0,0
,title,pub_year,author,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,gsrank,author_id,eprint_url,got_citations,got_author_ids,author_ids
1278758,Control of Camless Intake Process—Part II,2000,M-SS Ashhab and AG Stefanopoulou and JA Cook and MB Levin,122,"J. Dyn. Sys., Meas., Control",1,131-139,,A model-based control scheme is designed to regulate the cylinder air charge of a camless multicylinder engine for unthrottled operation. The controller consists of a feedforward and an adaptive feedback scheme based on a control-oriented model of the breathing process of an engine equipped with electro-hydraulic springless valvetrain. The nonlinear control scheme is designed to achieve cylinder-to-cylinder balancing. fast cycle-to-cycle response. and minimization of pumping losses. The algorithm uses conventional sensor measurements of intake manifold pressure and mass air flow to the intake manifold. and intake valve duration measurement. Closed-loop simulation results are shown for a four-cylinder engine.  [S0022-0434(00)03001-X],True,3jZi0IgAAAAJ:qxL8FJ1GzNcC,14,https://asmedigitalcollection.asme.org/dynamicsystems/article/122/1/131/460197,11005575584525917266,/scholar?cites=11005575584525917266,,,https://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.1067.9509&rep=rep1&type=pdf,0,0,0
,title,pub_year,author,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,gsrank,author_id,eprint_url,got_citations,got_author_ids,author_ids
1278759,A combination of neural net modeling and constrained optimization towards inverse control,2004,MS Ashhab,,"The fourth IASTED Int. Conf. Modelling, Simulation and Optimization., Hawaii, USA",,,,,True,3jZi0IgAAAAJ:2osOgNQ5qMEC,13,http://scholar.google.com/scholar?cluster=10034768190634541392&hl=en&oi=scholarr,10034768190634541392,/scholar?cites=10034768190634541392,,,,0,0,0
,title,pub_year,author,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,gsrank,author_id,eprint_url,got_citations,got_author_ids,author_ids
1278760,Simulation and energy management of an experimental solar system through adaptive neural networks,2012,RH Fouad and MS Ashhab and A Mukattash and S Idwan,6,"IET Science, measurement & technology",6,427-431,IET Digital Library,In this study. the authors consider a solar system which consists of a solar trainer that contains a photovoltaic panel. a DC centrifugal pump. flat plate collectors. storage tank. a flowmeter for measuring the water mass flow rate. pipes. pyranometer for measuring the solar intensity. thermocouples for measuring various system temperatures and wind speed meter. The various efficiencies of the solar system have been predicted by an artificial neural network (ANN) which was trained with historical data. The ANN fails to predict the efficiencies accurately over the long-time horizon because of system parts degradation. environmental variations. date changes within the year from the modelling date and presence of modelling errors. Therefore the ANN is adapted using the error between the ANN-predicted efficiency and the efficiency measurement from the appropriately selected sensors and efficiency laws to update the …,True,3jZi0IgAAAAJ:eQOLeE2rZwMC,10,https://digital-library.theiet.org/content/journals/10.1049/iet-smt.2011.0201,2981039073786948026,/scholar?cites=2981039073786948026,,,https://eis.hu.edu.jo/deanshipfiles/pub104934217.pdf,0,0,0
,title,pub_year,author,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,gsrank,author_id,eprint_url,got_citations,got_author_ids,author_ids
1278761,Experimental study of emissions and performance of internal combustion engine fuels,2011,M Ashhab and M Abu-Zaid and O Baqaeen and M Khdair and E Adel,3,Int. J. of Thermal & Environmental Engineering,,95-100,,,True,3jZi0IgAAAAJ:6yz0xqPARnAC,7,http://scholar.google.com/scholar?cluster=152785720647366500&hl=en&oi=scholarr,152785720647366500,/scholar?cites=152785720647366500,,,,0,0,0
,title,pub_year,author,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,gsrank,author_id,eprint_url,got_citations,got_author_ids,author_ids
1278762,Fabrication and analysis of valve-less micro pumps,2008,Nan-Chyuan Tsai and Wei-Ming Huang and Chao-Wen Chiang and Rong-Mao Lee,5,Jordan Journal of Mechanical & Industrial Engineering,2011,145-148,,Due to dramatic progress in microfluidic devices and their applications. the development of microfluidic systems become more and more pertinent in recent years. such as fluidic activation devices. micro-sensors and micro-pumps. In this research. micro-electro-mechanical fabrication technologies are employed to fabricate an innovative valve-less micro-pump under magnetic control. The micro-coil is fabricated by electroforming and utilized to generate control force. Prior to fabrication of micro-pump. commercial software CFD-RC and ANSOFT are used first to simulate the performance of the designed micro-pump. CFD-RC is to observe the flow field and pressure in the micro-channel. and ANSOFT to evaluate if the magnetic force is sufficient enough to activate the membrane of the micro-pump. Finally. the micro-pump is equipped with a personal computer. in which dSPACE simulation module DS1104 is embedded. to realize the closed-loop micro-system.,True,3jZi0IgAAAAJ:Se3iqnhoufwC,6,https://www.researchgate.net/profile/Nan-Chyuan_Tsai/publication/265110019_Fabrication_and_Analysis_of_Valve-less_Micro_Pumps/links/546303540cf2cb7e9da65f0c.pdf,7197929378022781261,/scholar?cites=7197929378022781261,,,https://www.researchgate.net/profile/Nan-Chyuan_Tsai/publication/265110019_Fabrication_and_Analysis_of_Valve-less_Micro_Pumps/links/546303540cf2cb7e9da65f0c.pdf,0,0,0
,title,pub_year,author,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,gsrank,author_id,eprint_url,got_citations,got_author_ids,author_ids
1278763,Adaptive prediction of the performance of a photovoltaic solar integrated system,2011,Moh’d Sami Ashhab,3,International Journal of Thermal & Environmental Engineering,,43-46,,,True,3jZi0IgAAAAJ:_kc_bZDykSQC,5,http://scholar.google.com/scholar?cluster=10574145009788987433&hl=en&oi=scholarr,10574145009788987433,/scholar?cites=10574145009788987433,,,,0,0,0
,title,pub_year,author,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,gsrank,author_id,eprint_url,got_citations,got_author_ids,author_ids
1278764,A Comparative Study of PZT-Based & TiNi-Shape Memory Alloy Based MEMS Microactuators.,2013,SD Nijmeh and MS Ashhab and RF Khasawneh,7,Jordan Journal of Mechanical & Industrial Engineering,1,,,In this paper. we are interested in drawing a comparison between PZT & TiNi shape memory alloy (SMA) thin films using microelectromechanical systems (MEMS). Also. we present a new hybrid heterogeneous structure. Different characteristics are investigated in this comparative study. Based on the comparison made. it was shown that TiNi-SMA based microactuators can serve higher flow rates in fluid systems and at low operating voltages in comparison with that provided by PZT-Based microactuators. Another concluded result indicates that the fast response and the high operating frequencies are provided by PZT-based microactuators. but displacement is relatively small. whereas TiNi-SMA has a slow response frequency and a large force-displacement. By combining TiNi and PZT films. we proposed in our paper a new hybrid heterogeneous structure that can utilize the unique properties of the individual bulk materials and present large displacement and multiple responses.,True,3jZi0IgAAAAJ:PVgj2kMGcgYC,4,http://jjmie.hu.edu.jo/files/vol7n1/4-JJMIE%2076-11%20mod.pdf,17518058148811787580,/scholar?cites=17518058148811787580,,,http://jjmie.hu.edu.jo/files/vol7n1/4-JJMIE%2076-11%20mod.pdf,0,0,0
,title,pub_year,author,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,gsrank,author_id,eprint_url,got_citations,got_author_ids,author_ids
1278765,Prediction of the surface oxidation process of AlCuFe quasicrystals by using artificial neural network techniques,2011,S Ashhab Moh'd Sami and Abdulla N Oimat and Nabeel Abo Shaban,128,Sensors & Transducers,5,55,IFSA Publishing. SL,In this paper. we present a method to determine the inputs of a manufacturing process used in Microelectromechanical System (MEMS) that will drive its output to desired targets. This method uses a combination of artificial neural network (ANN) modeling and the inverse control together with optimization techniques in order to obtain the minimum error between the neural net results and the desired values. The problem aims to find the depth of thin film layer that we needed for the surface oxidation for the preparation of i-AlCuFe quasicrystals. which is the output of the process. by giving the percentage of oxygen concentration and temperature. which are the inputs of the process. The outputs are related to the inputs of the process by an artificial neural net model which is trained and tested with historical input-output data. The final results of the developed neural net model and the inverse control techniques show high …,True,3jZi0IgAAAAJ:LkGwnXOMwfcC,3,https://search.proquest.com/openview/958ce583fb14d4740494a5e7823e7d71/1?pq-origsite=gscholar&cbl=52938,15168799711717347278,/scholar?cites=15168799711717347278,,,,0,0,0
,title,pub_year,author,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,gsrank,author_id,eprint_url,got_citations,got_author_ids,author_ids
1278766,Thermal photovoltaic solar integrated system analysis using neural networks,2007,S Ashhab,,,,,,The energy demand in Jordan is primarily met by petroleum products. As such. the development of renewable energy systems is quite attractive. In particular. solar energy is a promising renewable energy source in Jordan and has been used for food canning. paper production. air-conditioning and sterilization. Artificial neural networks (ANNs) have received significant attention due to their capabilities in forecasting. modelling of complex nonlinear systems and control. ANNs have been used for forecasting solar energy. This paper presented a study that examined a thermal photovoltaic solar integrated system that was built in Jordan. Historical input-output system data that was collected experimentally was used to train an ANN that predicted the collector. PV module. pump and total efficiencies. The model predicted the efficiencies well and can therefore be utilized to find the operating conditions of the system that will produce the maximum system efficiencies. The paper provided a description of the photovoltaic solar system including equations for PV module efficiency; pump efficiency; and total efficiency. The paper also presented data relevant to the system performance and neural networks. The results of a neural net model were also presented based on the thermal PV solar integrated system data that was collected. It was concluded that the neural net model of the thermal photovoltaic solar integrated system set the background for achieving the best system performance. 10 refs.. 6 figs.,True,3jZi0IgAAAAJ:YOwf2qJgpHMC,3,https://www.osti.gov/etdeweb/biblio/21040023,7871716148065004655,/scholar?cites=7871716148065004655,,,,0,0,0
,title,pub_year,author,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,gsrank,author_id,eprint_url,got_citations,got_author_ids,author_ids
1278767,Application of Enhanced Depth First Search Algorithm to Jordan Road Networks Structure,2011,Sahar Idwan and Adnan Mukattash and M Ashhab and A Nizar and W Etawl,50,European Journal of Scientific Research,3,327-332,,Directed 2D layout with positive arc weights such as Jordan road networks structure need fast algorithms to extract appropriate features at a reasonable time. One of the popular acceleration algorithms that achieve this objective is the Depth First Search computation in a large and dense graph. The algorithm is enhanced in this research by utilizing the hMetis partitioning which is a hyper graph partitioning algorithm that divides a massive graph into sub-graphs or fragments each containing nodes. The enhanced technique is called the DFS_h algorithm. One of the features of the DFS_h algorithm is that it starts randomly from any node in any fragment and it processes the other fragments piece by piece based on the border nodes and edges. Taking into account time and the number of I/O operations. the results are compared with those of the traditional Depth first search where the proposed DFS_h algorithm proves to be more effective on the Jordan road networks structure.,True,3jZi0IgAAAAJ:2tRrZ1ZAMYUC,2,https://www.researchgate.net/profile/Wael_Etaiwi/publication/290971394_Application_of_enhanced_Depth_First_Search_algorithm_to_Jordan_road_networks_structure/links/56e14d6e08aee77a15ffa2fc/Application-of-enhanced-Depth-First-Search-algorithm-to-Jordan-road-networks-structure.pdf,11228539180038248574,/scholar?cites=11228539180038248574,,,https://www.researchgate.net/profile/Wael_Etaiwi/publication/290971394_Application_of_enhanced_Depth_First_Search_algorithm_to_Jordan_road_networks_structure/links/56e14d6e08aee77a15ffa2fc/Application-of-enhanced-Depth-First-Search-algorithm-to-Jordan-road-networks-structure.pdf,0,0,0
,title,pub_year,author,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,gsrank,author_id,eprint_url,got_citations,got_author_ids,author_ids
1278768,Earth‐Abundant Iron Diboride (FeB2) Nanoparticles as Highly Active Bifunctional Electrocatalysts for Overall Water Splitting,2017,Hui Li and Peng Wen and Qi Li and Chaochao Dun and Junheng Xing and Chang Lu and Shiba Adhikari and Lin Jiang and David L Carroll and Scott M Geyer,7,Advanced Energy Materials,17,1700513,,Developing efficient. durable. and earth‐abundant electrocatalysts for both hydrogen and oxygen evolution reactions is important for realizing large‐scale water splitting. The authors report that FeB2 nanoparticles. prepared by a facile chemical reduction of Fe2+ using LiBH4 in an organic solvent. are a superb bifunctional electrocatalyst for overall water splitting. The FeB2 electrode delivers a current density of 10 mA cm−2 at overpotentials of 61 mV for hydrogen evolution reaction (HER) and 296 mV for oxygen evolution reaction (OER) in alkaline electrolyte with Tafel slopes of 87.5 and 52.4 mV dec−1. respectively. The electrode can sustain the HER at an overpotential of 100 mV for 24 h and OER for 1000 cyclic voltammetry cycles with negligible degradation. Density function theory calculations demonstrate that the boron‐rich surface possesses appropriate binding energy for chemisorption and desorption of …,True,5er06qwAAAAJ:Tyk-4Ss8FVUC,210,https://onlinelibrary.wiley.com/doi/abs/10.1002/aenm.201700513,8213811794061451490,/scholar?cites=8213811794061451490,,,,0,0,0
,title,pub_year,author,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,gsrank,author_id,eprint_url,got_citations,got_author_ids,author_ids
1278769,Colloidal cobalt phosphide nanocrystals as trifunctional electrocatalysts for overall water splitting powered by a zinc–air battery,2018,Hui Li and Qi Li and Peng Wen and Trey B Williams and Shiba Adhikari and Chaochao Dun and Chang Lu and Dominique Itanze and Lin Jiang and David L Carroll and George L Donati and Pamela M Lundin and Yejun Qiu and Scott M Geyer,30,Advanced Materials,9,1705796,,Highly efficient and stable electrocatalysts. particularly those that are capable of multifunctionality in the same electrolyte. are in high demand for the hydrogen evolution reaction (HER). oxygen evolution reaction (OER). and oxygen reduction reaction (ORR). In this work. highly monodisperse CoP and Co2P nanocrystals (NCs) are synthesized using a robust solution‐phase method. The highly exposed (211) crystal plane and abundant surface phosphide atoms make the CoP NCs efficient catalysts toward ORR and HER. while metal‐rich Co2P NCs show higher OER performance owing to easier formation of plentiful Co2P@COOH heterojunctions. Density functional theory calculation results indicate that the desorption of OH* from cobalt sites is the rate‐limiting step for both CoP and Co2P in ORR and that the high content of phosphide can lower the reaction barrier. A water electrolyzer constructed with a CoP NC …,True,5er06qwAAAAJ:0EnyYjriUFMC,170,https://onlinelibrary.wiley.com/doi/abs/10.1002/adma.201705796,11676763098905244092,/scholar?cites=11676763098905244092,,,https://onlinelibrary.wiley.com/doi/am-pdf/10.1002/adma.201705796,0,0,0
,title,pub_year,author,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,gsrank,author_id,eprint_url,got_citations,got_author_ids,author_ids
1278770,Titania Composites with 2 D Transition Metal Carbides as Photocatalysts for Hydrogen Production under Visible‐Light Irradiation,2016,Hui Wang and Rui Peng and Zachary D Hood and Michael Naguib and Shiba P Adhikari and Zili Wu,9,ChemSusChem,12,1490-1497,,MXenes. a family of two‐dimensional transition‐metal carbides. were successfully demonstrated as co‐catalysts with rutile TiO2 for visible‐light‐induced solar hydrogen production from water splitting. The physicochemical properties of Ti3C2Tx MXene coupled with TiO2 were investigated by a variety of characterization techniques. The effect of the Ti3C2Tx loading on the photocatalytic performance of the TiO2/Ti3C2Tx composites was elucidated. With an optimized Ti3C2Tx content of 5 wt %. the TiO2/Ti3C2Tx composite shows a 400 % enhancement in the photocatalytic hydrogen evolution reaction compared with that of pure rutile TiO2. We also expanded our exploration to other MXenes (Nb2CTx and Ti2CTx) as co‐catalysts coupled with TiO2. and these materials also exhibited enhanced hydrogen production. These results manifest the generality of MXenes as effective co‐catalysts for solar hydrogen …,True,5er06qwAAAAJ:9yKSN-GCB0IC,127,https://chemistry-europe.onlinelibrary.wiley.com/doi/abs/10.1002/cssc.201600165,12687793198553274157,/scholar?cites=12687793198553274157,,,https://chemistry-europe.onlinelibrary.wiley.com/doi/am-pdf/10.1002/cssc.201600165,0,0,0
,title,pub_year,author,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,gsrank,author_id,eprint_url,got_citations,got_author_ids,author_ids
1278771,Activated Carbons Derived from High-Temperature Pyrolysis of Lignocellulosic Biomass,2018,C I Contescu and S P Adhikari and N C Gallego and N D Evans and B E Biss,4,C Journal of Carbon Research,3,51,MDPI,Biomass pyrolysis to produce biofuel and hydrogen yields large amounts of charred byproducts with low commercial value. A study was conducted to evaluate their potential for being converted into higher value activated carbons by a low-cost process. Six chars derived from various lignocellulosic precursors were activated in CO 2 at 800 C to 30–35% weight loss. and their surface area and porosity were characterized by nitrogen adsorption at 77 K. It was found that. in similar activation conditions. the surface area of the activated carbons correlates with the activation energy of the oxidation reaction by CO 2. which in turn varies inversely with the carbon yield after thermolysis in nitrogen at 1000 C. Since lignin is the most thermally-stable component of lignocellulosic biomass. these results demonstrate. indirectly. that robust. lignin-rich vegetal precursors are to be preferred to produce higher quality activated carbons. The chars derived from white pine (pinus strobus) and chestnut oak (quercus prinus) were converted to activated carbons with the highest surface area (900–1100 m 2/g) and largest mesopores volume (0.85–1.06 cm 3/g). These activated carbons have properties similar to those of commercially-available activated carbons used successfully for removal of pollutants from aqueous solutions. View Full-Text,True,5er06qwAAAAJ:M3ejUd6NZC8C,56,https://www.mdpi.com/2311-5629/4/3/51,6945968327200167640,/scholar?cites=6945968327200167640,,,https://www.mdpi.com/2311-5629/4/3/51/pdf,0,0,0
