63408,Severe malnutrition alters lipid composition and fatty acid profile of small intestine in newborn piglets,1998,Jose M Lopez-Pedrosa and Marı́a I Torres and Marı́a I Fernández and Antonio Rı́os and Angel Gil,128,The Journal of nutrition,2,224-233,Oxford University Press,The goal of this study was to evaluate the influence of severe protein-energy malnutrition (PEM) on lipid composition and fatty acid profile in the small intestinal mucosa of lactating pigs. Malnutrition was achieved by 80% protein-energy restriction for 30 d (20% of the food intake in the control group) in 7-d-old newborn piglets. Malnourished piglets had significantly lower concentrations of cholesterol. phospholipid and triglycerides in the jejunum and ileum compared with freely fed controls. Fatty acid composition of the intestinal mucosa was severely affected by malnutrition. A sharp decline in the relative percentages of (n-3) and (n-6) long-chain polyunsaturated fatty acids (LC-PUFA) in malnourished piglets paralleled higher (n-9) fatty acid proportions in the total mucosa. microsomes and phospholipids of the jejunum. The structure of the small intestine was severely affected as assessed by light and electron …,True,cL_TePcAAAAJ:WbkHhVStYXYC,64,https://academic.oup.com/jn/article-abstract/128/2/224/4724065,3922161432446540605,/scholar?cites=3922161432446540605,,https://academic.oup.com/jn/article/128/2/224/4724065,0
63409,An ethanolic‐aqueous extract of Curcuma longa decreases the susceptibility of liver microsomes and mitochondria to lipid peroxidation in atherosclerotic rabbits,1998,JL Quiles and C Aguilera and MD Mesa and MC Ramirez‐Tortosa and L Baro and A Gil,8,Biofactors,"1, 2",79-85,IOS Press,Atherosclerosis is characterized by oxidative damage which affects lipoproteins. the walls of blood vessels and subcellular membranes. This study evaluates the antioxidant capacity of a Curcuma longa extract on the lipid peroxidation of liver mitochondria and microsome membranes in atherosclerotic rabbits. Male rabbits fed a 3%(w/w) lard and 1.3%(w/w) cholesterol diet were randomly assigned to three groups. Two groups were treated with different dosages of a turmeric extract (A and B) and the third group (control) with a curcumin‐free solution. Basal and in vitro 2. 2 [TeX:]'‐azobis (2‐amidinopropane) dihydrochloride (AAPH)‐induced hydroperoxide and TBARS productions in liver mitochondria and microsomes were analyzed. Group A had the lowest concentration of mitochondrial hydroperoxides. In microsomes. the basal hydroperoxide levels were similar in all groups but. after the induction of oxidation …,True,cL_TePcAAAAJ:l7t_Zn2s7bgC,64,https://content.iospress.com/articles/biofactors/bio144,13875475134667197130,/scholar?cites=13875475134667197130,,,0
63410,The relationship of plasma polyunsaturated fatty acid deficiency with survival in advanced liver cirrhosis: multivariate analysis.,1993,E Cabré and A Abad-Lacruz and MC Nunez and F González-Huix and F Fernandez-Banares and A Gil and M Esteve-Comas and J Moreno and R Planas and M Guilera and MA Gassull,88,American Journal of Gastroenterology (Springer Nature),5,,,Total plasma fatty acids were measured in 101 cirrhotic inpatients (64 men. 37 women. aged 64.3±1. 2 (SEM) yr; range. 34-80) who were subsequently followed for survival for a mean of 14.8±1. 0 months. Data on plasma fatty acids have been published elsewhere. Individual values of these variables were categorized in a binary fashion using the 5th or the 95th percentiles of a group of 44 well-nourished healthy controls (24 men. 20 women. aged 51.3±2.1 yr; range. 32-76) as the cutoff limit. Forty-nine patients died during follow-up (2-yr cumulative probability of survival. 52%). Deficiency of palmitate. dihomo-τ-linolenate. and arachidonate (values below the 5th percentile) were univariately associated with death (long-rank test). However. after a multivariate analysis (Cox's proportional hazards regression). only the existence of plasma arachidonate deficiency was included in the final model (β. 0.62; relative risk. 1 …,True,cL_TePcAAAAJ:OU6Ihb5iCvQC,64,http://search.ebscohost.com/login.aspx?direct=true&profile=ehost&scope=site&authtype=crawler&jrnl=00029270&AN=16019366&h=Ehg9O0vdx4%2BRvxmXXp1depZuRTN%2FF7TKgqry60HLOmbelbaOfMc98iNX%2FO1zd8ZdXP9ttmHVwsyFxfPsY9bWUA%3D%3D&crl=c,15823627750380608036,/scholar?cites=15823627750380608036,,,0
63411,Evaluation of Xpert MTB/RIF versus AFB smear and culture to identify pulmonary tuberculosis in patients with suspected tuberculosis from low and higher prevalence settings,2016,Anne F Luetkemeyer and Cynthia Firnhaber and Michelle A Kendall and Xingye Wu and Gerald H Mazurek and Debra A Benator and Roberto Arduino and Michel Fernandez and Elizabeth Guy and Pamela Johnson and Beverly Metchock and Fred Sattler and Edward Telzak and Yun F Wang and Marc Weiner and Susan Swindells and Ian M Sanne and Diane V Havlir and Beatriz Grinsztejn and David Alland,62,Clinical Infectious Diseases,9,1081-1088,Oxford University Press,  Background.  The Xpert MTB/RIF (Xpert) assay is a rapid nucleic acid amplification test widely used in settings of high tuberculosis prevalence to detect tuberculosis as well as rpoB mutations associated with rifampin resistance. Data are needed on the diagnostic performance of Xpert in lower-prevalence settings to inform appropriate use for both tuberculosis detection and the need for respiratory isolation.  Methods.  Xpert was compared to 2 sputum samples. each evaluated with acid-fast bacilli (AFB) smear and mycobacterial culture using liquid and solid culture media. from participants with suspected pulmonary tuberculosis from the United States. Brazil. and South Africa.  Results.  Of 992 participants enrolled with evaluable results. 22% had culture-confirmed tuberculosis. In 638 (64%) US participants. 1 Xpert result demonstrated sensitivity …,True,cL_TePcAAAAJ:VWrUr7O2Zk8C,63,https://academic.oup.com/cid/article-abstract/62/9/1081/1745114,1502502004390021293,/scholar?cites=1502502004390021293,,https://academic.oup.com/cid/article/62/9/1081/1745114,0
63412,Abnormal plasma polyunsaturated fatty acid pattern in non-active inflammatory bowel disease.,1993,M Esteve-Comas and MC Nunez and Fernando Fernández-Bañares and A Abad-Lacruz and A Gil and E Cabre and F Gonzalez-Huix and X Bertran and MA Gassull,34,Gut,10,1370-1373,BMJ Publishing Group,An abnormal plasma polyunsaturated fatty acid pattern (PUFA) (increased n3 and decreased n6 PUFA) has been reported in active inflammatory bowel disease (IBD). The possibility of a primary defect in the PUFA metabolism in IBD was hypothesised. The aim of this study was to assess plasma PUFA pattern in inactive inflammatory bowel disease and to ascertain whether patients who had had a colectomy and who were suffering from ulcerative colitis have a similar PUFA pattern than those patients with non-active ulcerative colitis and who had not had a colectomy. Plasma fatty acids were analysed by semi-capillary column gas-liquid chromatography in three groups of patients with inactive IBD (24 patients with inactive ulcerative colitis who had not had a colectomy. 15 patients with ulcerative colitis who had had a colectomy. and 27 patients with Crohn9s disease). Plasma concentration and percentage of C22 …,True,cL_TePcAAAAJ:nb7KW1ujOQ8C,63,https://gut.bmj.com/content/34/10/1370.abstract,11413881426774006917,/scholar?cites=11413881426774006917,,https://gut.bmj.com/content/gutjnl/34/10/1370.full.pdf,0
63413,Activating brown adipose tissue through exercise (ACTIBATE) in young adults: Rationale. design and methodology,2015,Guillermo Sanchez-Delgado and Borja Martinez-Tellez and Josune Olza and Concepcion M Aguilera and Idoia Labayen and Francisco B Ortega and Palma Chillon and Carlos Fernandez-Reguera and Juan MA Alcantara and Wendy D Martinez-Avila and Victoria Munoz-Hernandez and Francisco M Acosta and Juan Prados-Ruiz and Francisco J Amaro-Gahete and Laura Hidalgo-Garcia and Lorena Rodriguez and Yasmeen Abdel-Karim Ruiz and Angel Ramirez-Navarro and Maria A Muros-de Fuentes and Yolanda Garcia-Rivero and Rocio Sanchez-Sanchez and Juan de Dios Beas Jimenez and Carlos de Teresa and Socorro Navarrete and Rosa Lozano and Esther Brea-Gomez and Jose Rubio-Lopez and Maria R Ruiz and Amalia Cano-Nieto and Jose M Llamas-Elvira and Jose A Jimenez Rios and Angel Gil and Jonatan R Ruiz,45,Contemporary clinical trials,,416-425,Elsevier,The energy expenditure capacity of brown adipose tissue (BAT) makes it an attractive target as a therapy against obesity and type 2 diabetes. BAT activators namely catecholamines. natriuretic peptides and certain myokines. are secreted in response to exercise. ACTIBATE will determine the effect of exercise on BAT activity and mass measured by positron emission tomography/computed tomography (PET/CT. primary outcome) in young adults. ACTIBATE will also investigate the physiological consequences of activating BAT (secondary outcomes).ACTIBATE will recruit 150 sedentary. healthy. young adults (50% women) aged 18–25 years. Eligible participants will be randomly assigned to a non-exercise group (n ≈ 50) or one of two exercise groups (n = 50 each). Participants in the exercise groups will perform aerobic and strength training 3–4 days/week at a heart rate equivalent to 60% of heart rate …,True,cL_TePcAAAAJ:d4tt_xEv1X8C,62,https://www.sciencedirect.com/science/article/pii/S1551714415301154,1005369996304907178,/scholar?cites=1005369996304907178,,,0
63414,Effects of Lactobacillus paracasei CNCM I-4034. Bifidobacterium breve CNCM I-4035 and Lactobacillus rhamnosus CNCM I-4036 on hepatic steatosis in Zucker rats,2014,Julio Plaza-Diaz and Carolina Gomez-Llorente and Francisco Abadia-Molina and Maria Jose Saez-Lara and Laura Campaña-Martin and Sergio Muñoz-Quezada and Fernando Romero and Angel Gil and Luis Fontana,9,PloS one,5,e98401,Public Library of Science,We have previously described the safety and immunomodulatory effects of Lactobacillus paracasei CNCM I-4034. Bifidobacterium breve CNCM I-4035 and Lactobacillus rhamnosus CNCM I-4036 in healthy volunteers. The scope of this work was to evaluate the effects of these probiotic strains on the hepatic steatosis of obese rats. We used the Zucker rat as a genetic model of obesity. Zucker-Leprfa/fa rats received one of three probiotic strains. a mixture of L. paracasei CNCM I-4034 and B. breve CNCM I-4035. or a placebo for 30 days. An additional group of Zucker-lean+/fa rats received a placebo for 30 days. No alterations in intestinal histology. in the epithelial. lamina propria. muscular layers of the ileal or colonic mucosa. or the submucosae. were observed in any of the experimental groups. Triacylglycerol content decreased in the liver of Zucker-Leprfa/fa rats that were fed L. rhamnosus. B. breve. or the mixture of B. breve and L. paracasei. Likewise. the area corresponding to neutral lipids was significantly smaller in the liver of all four groups of Zucker-Leprfa/fa rats that received probiotics than in rats fed the placebo. Zucker-Leprfa/fa rats exhibited significantly greater serum LPS levels than Zucker-lean+/fa rats upon administration of placebo for 30 days. In contrast. all four groups of obese Zucker-Leprfa/fa rats that received LAB strains exhibited serum LPS concentrations similar to those of Zucker-lean+/fa rats. Serum TNF-α levels decreased in the Zucker-Leprfa/fa rats that received B. breve. L. rhamnosus. or the mixture. whereas L. paracasei feeding decreased IL-6 levels in the serum of Zucker-Leprfa/fa rats. In conclusion. the probiotic strains …,True,cL_TePcAAAAJ:8dzOF9BpDQoC,62,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0098401,16170496052600718277,/scholar?cites=16170496052600718277,,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0098401,0
63415,Comparative experimental Haemonchus contortus infection of two sheep breeds native to the Canary Islands,2008,Jorge F González and Álvaro Hernández and José M Molina and Antonio Fernández and Herman W Raadsma and Els NT Meeusen and David Piedrafita,153,Veterinary parasitology,3-4,374-378,Elsevier,This study compares the susceptibility to Haemonchus contortus infection in two breeds of sheep endemic to the Canary Islands. the Canaria Hair Breed sheep and the Canaria sheep. Sheep were experimentally infected with 20.000 larvae of H. contortus and animals killed on days 7 and 28 post-infection. No difference between sheep breeds were detected in immature worm counts at days 7 or 28 post-infection. However. in comparison to the Canaria sheep breed. the Canaria Hair Breed sheep showed lower mean faecal egg counts. lower adult worm counts. lower number of eggs in utero and female worm stunting. Overall. these data suggest that the Canaria Hair Breed sheep has a greater resistance to H. contortus infection than Canaria sheep. and that this resistance may act at the level of the adult parasite.,True,cL_TePcAAAAJ:u0Mu_IsstPMC,62,https://www.sciencedirect.com/science/article/pii/S0304401708001040,11966482062019768688,/scholar?cites=11966482062019768688,,https://www.researchgate.net/profile/Jose_Molina9/publication/230737162_Comparative_experimental_Haemonchus_contortus_infection_of_two_sheep_breeds_native_to_the_Canary_IslandsVeterinary_Parasitology_153_374-378_2008/links/5a251ca6a6fdcc8e86691d42/Comparative-experimental-Haemonchus-contortus-infection-of-two-sheep-breeds-native-to-the-Canary-IslandsVeterinary-Parasitology-153-374-378-2008.pdf,0
63416,Isolation. identification and characterisation of three novel probiotic strains (Lactobacillus paracasei CNCM I-4034. Bifidobacterium breve CNCM I-4035 and Lactobacillus …,2013,Sergio Munoz-Quezada and Empar Chenoll and José María Vieites and Salvador Genovés and José Maldonado and Miriam Bermúdez-Brito and Carolina Gomez-Llorente and Esther Matencio and María José Bernal and Fernando Romero and Antonio Suárez and Daniel Ramón and Angel Gil,109,British journal of nutrition,S2,S51-S62,Cambridge University Press,The aim of the present study was to isolate. identify and characterise novel strains of lactic acid bacteria and bifidobacteria with probiotic properties from the faeces of exclusively breast-fed infants. Of the 4680 isolated colonies. 758 exhibited resistance to low pH and tolerance to high concentrations of bile salts; of these. only forty-two exhibited a strong ability to adhere to enterocytes in vitro. The identities of the isolates were confirmed by 16S ribosomal RNA (rRNA) sequencing. which permitted the grouping of the forty-two bacteria into three different strains that showed more than 99 % sequence identity with Lactobacillus paracasei. Lactobacillus rhamnosus and Bifidobacterium breve. respectively. The strain identification was confirmed by sequencing the 16S–23S rRNA intergenic spacer regions. Strains were assayed for enzymatic activity and carbohydrate utilisation. and they were deposited in the Collection …,True,cL_TePcAAAAJ:a3BOlSfXSfwC,61,https://www.cambridge.org/core/journals/british-journal-of-nutrition/article/isolation-identification-and-characterisation-of-three-novel-probiotic-strains-lactobacillus-paracasei-cncm-i4034-bifidobacterium-breve-cncm-i4035-and-lactobacillus-rhamnosus-cncm-i4036-from-the-faeces-of-exclusively-breastfed-infants/0F651FEAF46F41528FF9671F242DB443,14632402908411234448,/scholar?cites=14632402908411234448,,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/0F651FEAF46F41528FF9671F242DB443/S0007114512005211a.pdf/div-class-title-isolation-identification-and-characterisation-of-three-novel-probiotic-strains-span-class-italic-lactobacillus-paracasei-span-cncm-i-4034-span-class-italic-bifidobacterium-breve-span-cncm-i-4035-and-span-class-italic-lactobacillus-rhamnosus-span-cncm-i-4036-from-the-faeces-of-exclusively-breast-fed-infants-div.pdf,0
63417,Dietary Trans Fatty Acids Alter the Compositions of Microsomes and Mitochondria and the Activities of Microsome Δ6-Fatty Acid Desaturase and Glucose-6 …,2003,Elvira Larque and Pedro-Antonio García-Ruiz and Francisca Perez-Llamas and Salvador Zamora and Angel Gil,133,The Journal of nutrition,8,2526-2531,Oxford University Press,This study was designed to investigate the effects of three diets with different levels of trans fatty acids and the physiologic status on the physicochemical properties and enzymatic activities of liver microsomes and mitochondria. Three groups of 10 female weaning rats each were fed for 10 wk one of three diets differing in their trans fatty acid contents (Control. 0 mol/100 mol total fatty acids; high. 14.5 mol/100 mol; very high. 30 mol/100 mol). At the onset of adult life (10 wk of age). they were mated. Six rats in each group were killed at the end of gestation (Pregnant rat groups). The four remaining pregnant rats continued to receive their experimental diets until weaning of their litters. Six pups from the litters for each group (3 males and 3 females) were selected and fed the same experimental diet as the dams from wk 3 to 10 of age (2nd generation virgin groups) and then killed. Trans fatty acid levels in liver …,True,cL_TePcAAAAJ:Y5dfb0dijaUC,61,https://academic.oup.com/jn/article-abstract/133/8/2526/4687988,15651681860740245828,/scholar?cites=15651681860740245828,,https://academic.oup.com/jn/article/133/8/2526/4687988,0
63418,Efectos farmacológicos y nutricionales de los extractos de Curcuma longa L. y de los cucuminoides,2000,MD Mesa and María del Carmen Ramírez Tortosa and Concepción María Aguilera García and A Ramírez-Boscá and Ángel Gil Hernández,,,,,Universidad de Granada. Facultad de Farmacia,La Curcuma longa L.. es una planta de origen asiático muy usada comúnmente como una especia en la cultura asiática. El principal componente es la curcumina. uno de los ingredientes activos responsables de su actividad biológica. Se sabe que esta sustancia es estable en el estómago y en el intestino delgado; su elevada lipofilia le permite una rápida absorción gastrointestinal por difusión pasiva. Tras su administración. es metabolizada y excretada principalmente por bilis y heces. y también por orina. Sus principales metabolitos también son bioactivos. Desde antiguo. se han descrito muchas propiedades para los extractos de Curcuma longa y para la curcumina. Se conoce su actividad antibacteriana. antifúngica y antiparasitaria. y recientemente se ha demostrado su capacidad para inhibir la integrasa del HIV-1. También se han demostrado efectos específicos en otros tejidos y órganos. como la piel. el sistema gastrointestinal y respiratorio y en el hígado. Todas estas propiedades son debidas a distintos mecanismos de acción. Se ha demostrado que la cúrcuma posee efectos antiinflamatorios. a través de la modulación del metabolismo de los eicosanoides. tiene capacidad inmunomoduladora. principalmente alterando el perfil de las citoquinas Thl de los linfocitos T helper. y actividad hipolipidémica. disminuyendo el colesterol. los triglicéridos y los fosfolípidos plasmáticos así como en las LDL. Hay muchos estudios que demuestran la capacidad de la cúrcuma para estabilizar membranas y para prevenir la peroxidación lipídica. un proceso fundamental en el establecimiento. la progresión y las complicaciones de muchas patologías …,True,cL_TePcAAAAJ:gsN89kCJA0AC,61,http://www.ugr.es/~ars/abstract/41-307-00.pdf,525891168301976487,/scholar?cites=525891168301976487,,http://www.ugr.es/~ars/abstract/41-307-00.pdf,0
63419,Positional analysis of triglycerides and phospholipids rich in long-chain polyunsaturated fatty acids,1999,L Amate and M Ramirez and A Gil,34,Lipids,8,865-871,Springer-Verlag,Four sources of long-chain polyunsaturated fatty acids (LCP) differing in their chemical structure (triglycerides or phospholipids) and in their origin (tuna triglycerides. fungal triglycerides. egg phospholipids. and pig brain phospholipids) were analyzed to determine the distribution of the component fatty acids within the molecule. Lipase and phospholipase A2 hydrolysis was performed to obtain 2-monoacylglycerols and lysophospholipids. respectively. which allowed us to determine the distribution of fatty acids between the sn-2 and sn-1.3 positions of triglycerides or between the sn-1 and sn-2 position of phospholipids. Fatty acids in the LCP sources analyzed were not randomly distributed. In tuna triglycerides. half of the total amount of 22∶6n−3 was located at the sn-2 position (49.52%). In fungal triglycerides. 16∶0 and 18∶0 were esterified to the sn-1.3 (92.22% and 91.91%. respectively) 18∶1 and 18 …,True,cL_TePcAAAAJ:mvPsJ3kp5DgC,61,https://link.springer.com/article/10.1007/s11745-999-0434-0,2102904406622907969,/scholar?cites=2102904406622907969,,,0
63420,Closure versus non-closure of hernia defect during laparoscopic ventral hernia repair with mesh,2013,MS Zeichen and HJ Lujan and WN Mata and VH Maciel and D Lee and I Jorge and G Plasencia and E Gomez and AM Hernandez,17,,5,589-596,Springer Paris,Laparoscopic ventral hernia repair with mesh versus laparoscopic ventral hernia defect closure with mesh reinforcement. The primary end-point was recurrence.Retrospective review of patients who underwent laparoscopic ventral hernia repair for small- and medium-sized hernias between July 2000 and September 2011. These patients were divided: (1) repair with mesh alone (non-closure group) and (2) those with hernia defect closure and mesh reinforcement (closure group). The closure group was further divided by technique: percutaneous versus intracorporeal closure of the defect.128 patients were studied: 93 patients (72.66 %) in the non-closure group and 35 patients (27.34 %) in the closure group. Follow-up was available in 105 patients (82.03 %) at a mean of 797.2 days (range 7–3 …,True,cL_TePcAAAAJ:K-tzbvM8PMoC,60,https://link.springer.com/article/10.1007/s10029-013-1115-6,17435353147317532345,/scholar?cites=17435353147317532345,,,0
63421,Comparative spray deposits by manually pulled trolley sprayer and a spray gun in greenhouse tomato crops,2012,Julián Sánchez-Hermosilla and Víctor J Rincón and Francisco Páez and Milagros Fernández,31,Crop Protection,1,119-124,Elsevier,The aim of this work was to evaluate spray deposition and losses to the soil in a greenhouse tomato crop during the use of a manually pulled trolley. equipped with two vertical spray booms. each with four nozzles spaced 0.50 m apart and oriented 15° upwards. in comparison with a reference treatment with a manual spray gun. The test conditions for the spray gun were established taking into account the routine practiced by farmers. consisting of treating high crops at spray volumes of nearly 1500 l ha−1 at pressures of about 2000 kPa. For the trolley. two types of nozzles were tested (standard flat fan nozzles and air-induction flat fan nozzles). at a pressure of 1200 kPa. distributing approximately the same volume as with the spray gun. Artificial targets (strips of filter-paper) fixed to upper and lower leaf surfaces in 12 zones of the tomato plants (3 heights and 4 depths) were used to collect deposits of the tracer …,True,cL_TePcAAAAJ:aSKcRT6rTsQC,60,https://www.sciencedirect.com/science/article/pii/S0261219411003292,18402647068363671047,/scholar?cites=18402647068363671047,,,0
63422,Assessing the suitability of the NGMP multi-core processor in the space domain,2012,Mikel Fernández and Roberto Gioiosa and Eduardo Quinones and Luca Fossati and Marco Zulianello and Francisco J Cazorla,,,,175-184,,Multi-core processors are increasingly being considered as a means to provide the performance required by future safety-critical embedded systems. In this line. Aeroflex Gaisler has developed. in conjunction with the European Space Agency. the NGMP. a quad-core processor to be used in the future space missions of the Agency. Unfortunately. the use of multi-core processors in industrial domains is not straightforward since it poses various challenges on the timing behavior of the system. This is mainly due to the interferences tasks suffer when accessing hardware shared resources and which can affect their WCET. Although the effect of inter-task interferences in multi-core shared resources on real-time applications has received attention from academia. most of the solutions proposed require hardware changes. The lack of quantitative studies of the slowdown on applications' performance caused by inter-task …,True,cL_TePcAAAAJ:IsfZ5sDDKYkC,59,https://dl.acm.org/doi/abs/10.1145/2380356.2380389,5748397702009106395,/scholar?cites=5748397702009106395,,http://www.mikelfernandez.com/papers/FernandezAssessing2012.pdf,0
63423,Dietary nucleotides might influence the humoral immune response against cow’s milk proteins in preterm neonates,1997,Olga Martínez-Augustin and Julio J Boza and Juan I del Pino and José Lucena and Antonio Martínez-Valverde and Angel Gil,71,Neonatology,4,215-223,Karger Publishers,The objective of this study was to evaluate the influence of dietary nucleotide supplementation in preterm infants during the first month of life on the intestinal permeability to lactulose. mannitol and to β-lactoglobulin and on the development of circulating antibodies to β-lactoglobulin and α-casein. Twenty-seven preterm infants were enrolled in the study; 11 of them were fed a standard low-birth weight milk formula and 16 infants were fed the same formula supplemented with nucleotides at similar levels to those found in human milk. Blood and urine samples were obtained at 1 7 and 30 days of age. Serum β-lactoglobulin. serum IgG antibody to α-casein and serum IgG antibody to β-lactoglobulin were measured by ELISA. The lactulose/mannitol urinary excretion rate was measured by gas liquid chromatography. Neither the intestinal permeability to saccharides nor the intestinal absorption of β-lactoglobulin were …,True,cL_TePcAAAAJ:KxtntwgDAa4C,59,https://www.karger.com/Article/Abstract/244420,13454160439424929957,/scholar?cites=13454160439424929957,,,0
63424,Gene expression signatures in breast cancer distinguish phenotype characteristics. histologic subtypes. and tumor invasiveness,2010,Vincente Pedraza and Jose A Gomez‐Capilla and Georgia Escaramis and Carolina Gomez and Pablo Torné and Jose M Rivera and Angel Gil and Patricia Araque and Nicolas Olea and Xavier Estivill and M Esther Fárez‐Vidal,116,Cancer: Interdisciplinary International Journal of the American Cancer Society,2,486-496,Wiley Subscription Services. Inc.. A Wiley Company,The development of reliable gene expression profiling technology is having an increasing impact on the understanding of breast cancer biology.In this study. microarray analysis was performed to establish gene signatures for different breast cancer phenotypes. to determine differentially expressed gene sequences at different stages of the disease. and to identify sequences with biologic significance for tumor progression. Samples were taken from patients before their treatment. After microarray analysis. the expression level of 153 selected genes was studied by real‐time quantitative polymerase chain reaction analysis.Several gene sequences were expressed differentially in tumor samples versus control samples and also were associated with different breast cancer phenotypes. estrogen receptor status. tumor histology. and grade of tumor differentiation. In lymph …,True,cL_TePcAAAAJ:epqYDVWIO7EC,58,https://acsjournals.onlinelibrary.wiley.com/doi/abs/10.1002/cncr.24805,14410429402711818585,/scholar?cites=14410429402711818585,,https://acsjournals.onlinelibrary.wiley.com/doi/pdf/10.1002/cncr.24805,0
63425,Crude protein fractions in common vetch (Vicia sativa L.) fresh forage during pod filling,2001,C Alzueta and R Caballero and A Rebole and J Trevino and A Gil,79,Journal of animal science,9,2449-2455,Oxford University Press,Crude protein (CP) of forages can be separated into fractions of differentiated abilities to provide available amino acids in the lower gut of ruminants. This knowledge is critical to develop feeding systems and to predict animal responses. We have measured during two growing seasons (1996 to 1997 and 1997 to 1998) the CP fractions of common vetch fresh forage with the objective being to assess the influence of maturity on concentration of CP fractions (as a percentage of total CP) and fraction yields. Fraction B2. which represents true protein of intermediate ruminal degradation rate. was the largest single fraction in common vetch forage (about 40% of CP across seasons and maturity stages). Soluble fractions (A plus B1) were less than 50% of total CP while the unavailable fraction C ranged from 4 to 8% of total CP. As a result. the remaining fraction B3 (true protein of very low degradation rate) only …,True,cL_TePcAAAAJ:V_vSwabWVtYC,58,https://academic.oup.com/jas/article-abstract/79/9/2449/4605355,675071201906797713,/scholar?cites=675071201906797713,,,0
63426,Association between habitual physical activity and brown adipose tissue activity in individuals undergoing PET‐CT scan,2015,Petros C Dinas and Alexandra Nikaki and Athanasios Z Jamurtas and Vassilios Prassopoulos and Roxani Efthymiadou and Yiannis Koutedakis and Panagiotis Georgoulias and Andreas D Flouris,82,Clinical endocrinology,1,147-154,,Augmented brown adipose tissue (BAT) mass and activity lead to higher basic metabolic rate which is beneficial against obesity. Our aim was to investigate whether habitual (i.e. usual weekly participation) physical activity is linked with BAT activity and mass in humans. in a group of patients undergoing 18F‐fluorodeoxyglucose positron emission tomography/computed tomography (PET/CT) scanning.Cross‐sectional study.Forty patients with cancer [26 male; 14 female; age 52·7 ± 17·5; body mass index (BMI) 26·4 ± 4·5].Patients completed the ‘usual week’ form of the International Physical Activity Questionnaire and underwent assessment of BAT activity/mass via 18F‐fluorodeoxyglucose PET/CT.We detected a significant association between habitual physical activity (METs‐minute/week) and BAT activity [normalized by body weight (BW) (τ = 0·28. P = 0·02 …,True,cL_TePcAAAAJ:naSTrk-c4S8C,57,https://onlinelibrary.wiley.com/doi/abs/10.1111/cen.12620,6666663220086547112,/scholar?cites=6666663220086547112,,,0
63427,Metabolic impact of a ketogenic diet compared to a hypocaloric diet in obese children and adolescents,2012,Ioanna Partsalaki and Alexia Karvela and Bessie E Spiliotis,25,Journal of Pediatric Endocrinology and Metabolism,7-8,697-704,De Gruyter,Background: The effects of carbohydrate-restricted (ketogenic) diets on metabolic parameters in children have been incompletely assessed.Objective: To compare the efficacy and metabolic impact of ketogenic and hypocaloric diets in obese children and adolescents.Subjects: Fifty-eight obese subjects were placed on one of the two diets for 6 months.Methods: Anthropometric measurements. body composition. oral glucose/insulin tolerance test. lipidemic profile. high molecular weight (HMW) adiponectin. whole-body insulin sensitivity index (WBISI). and homeostatic model assessment-insulin resistance (HOMA-IR) were determined before and after each diet.Results: Both groups significantly reduced their weight. fat mass. waist circumference. fasting insulin. and HOMA-IR (p=0.009 for ketogenic and p=0.014 for hypocaloric). but the differences were greater in the ketogenic group. Both groups increased WBISI …,True,cL_TePcAAAAJ:SC9kKMAi-DoC,57,https://www.degruyter.com/view/journals/jpem/25/7-8/article-p697.xml,814356136818080293,/scholar?cites=814356136818080293,,https://www.profood.mx/files/estudios/Metabolic-impact-of-a-ketogenic-diet-compared-to-a-hypocaloric-diet-in-obese-children-and-adolescents.pdf,0
63428,Interaction of early diet and the development of the immune system,2002,Angel Gil and Ricardo Rueda,15,,2,263-292,Cambridge University Press,The present review focuses on the specific effects of nutrients on the development of the immune system in early life. There is a big gap regarding the specific mechanisms that regulate immunity at the intestinal level and their impact in the systemic immune function. For this reason. during the last few years there has been great interest in ascertaining the mechanisms that regulate the intestinal immune function. as well as to understand how specific nutrients interact with the gut-associated lymphoid tissue. We have reviewed this topic with special emphasis on how human milk. and its components. influence the early development of intestinal immunity in breast-fed infants compared with formula-fed infants. Interactions between nutrients and intestinal microbiota have also been reviewed. Some micronutrients such as nucleotides and gangliosides. which are present in human milk and also in most foods. are able to …,True,cL_TePcAAAAJ:D_sINldO8mEC,57,https://www.cambridge.org/core/journals/nutrition-research-reviews/article/interaction-of-early-diet-and-the-development-of-the-immune-system/273178C49EBF51203B6E386F4EDB2A1F,11613413141202997599,/scholar?cites=11613413141202997599,,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/273178C49EBF51203B6E386F4EDB2A1F/S095442240200015Xa.pdf/interaction-of-early-diet-and-the-development-of-the-immune-system.pdf,0
