id,abstract,author,cites,cites_id,journal,number,pages,publisher,title,url,volume,year
3034,"A Monte Carlo study of self-avoiding walks on the diamond lattice is presented. This model incorporates some of the steric effects and short-range stiffness of real alkanes, and for a nearest-neighbour attractive interaction-epsilon is found to have a collapse transition at k B theta/epsilon= 2.25+ or-0.05. The behaviour of the chains in the vicinity of this theta-temperature is analysed with the help of recent'crossover scaling'theories. It is shown that for finite chain length N there is a rather broad theta-region where the chains' behaviour is quasi-ideal. The width of this region w theta behaves as omega 0 varies as N-1 2/, consistent with the blob picture. The peak of the specific heat occurs at the boundary between the theta-region and the region of collapsed chains. The authors also give rough estimates for the scaling functions describing the crossovers of the end-to-end distance and structure factor of the chains.",K Kremer and A Baumgartner and K Binder,210,16389656503673111005,Journal of Physics A: Mathematical and General,9,2879,IOP Publishing,Collapse transition and crossover scaling for self-avoiding walks on the diamond lattice,https://iopscience.iop.org/article/10.1088/0305-4470/15/9/036/meta,15,1982
3035,"A correlation is established between the molecular structure and charge mobility of discotic mesophases of hexabenzocoronene derivatives by combining electronic structure calculations, molecular dynamics, and kinetic Monte Carlo simulations. It is demonstrated that this multiscale approach can provide an accurate ab initio description of charge transport in organic materials.",James Kirkpatrick and Valentina Marcon and Jenny Nelson and Kurt Kremer and Denis Andrienko,207,10561133068844324754,Physical review letters,22,227402,American Physical Society,Charge mobility of discotic mesophases: A multiscale quantum and classical study,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.98.227402,98,2007
3036,"We present a detailed analysis of the properties of dense linear two-dimensional polymer chains. The systems are simulated by the recently developed bond fluctuation method. We investigate systems of up to 80% density. The chain length and densities considered cover the crossover from the expanded single chain limit to a dense polymer melt. The chains completely segregate and follow a power law of the chain extension< R2> N 2ν, N being the number of bonds of the chains and ν= 1/2. While for single two dimensional chains the Rouse modes are not eigenmodes they are eignemodes for the chains in a 2-d melt. Relaxation functions and mean square displacements display typical Rouse-like behavior, with the distinction, that the prefactors for the various relaxation processes differ.",I Carmesin and Kurt Kremer,199,12314824263882512454,Journal de Physique,10,915-932,Société Française de Physique,Static and dynamic properties of two-dimensional polymer melts,https://jphys.journaldephysique.org/articles/jphys/abs/1990/10/jphys_1990__51_10_915_0/jphys_1990__51_10_915_0.html,51,1990
3037,In this chapter we review recent advances which have been achieved in the theoretical description and understanding of polyelectrolyte solutions. We will discuss an improved density functional approach to go beyond mean-field theory for the cell model and an integral equation approach to describe stiff and flexible polyelectrolytes in good solvents and compare some of the results to computer simulations. Then we review some recent theoretical and numerical advances in the theory of poor solvent polyelectrolytes. At the end we show how to describe annealed polyelectrolytes in the bulk and discuss their adsorption properties.,Christian Holm and JF Joanny and Kurt Kremer and RR Netz and P Reineker and C Seidel and Thomas A Vilgis and RG Winkler,193,2948127490204367648,,,67-111,"Springer, Berlin, Heidelberg",Polyelectrolyte theory,https://link.springer.com/chapter/10.1007/b11349,,2004
3038,"A quantitative understanding and prediction of the dynamics of entangled polymer melts is a long-standing problem. In this work we present results about the dynamical and rheological properties of atactic polystyrene melts, obtained from a hierarchical approach that combines atomistic and coarse-grained dynamic simulations of unentangled and entangled systems. By comparing short chain atomistic and coarse-grained simulations, the time mapping constant is determined. Self-diffusion coefficients, after correcting for the chain end free volume effect, show a transition from Rouse to reptation-like behavior. In addition, the entanglement molecular weight is calculated through a primitive path analysis. All properties are compared to experimental data.",Vagelis A Harmandaris and Kurt Kremer,188,6678444261497764421,Macromolecules,3,791-802,American Chemical Society,Dynamics of polystyrene melts through hierarchical multiscale simulations,https://pubs.acs.org/doi/abs/10.1021/ma8018624,42,2009
3039,"The kinetics of end crosslinking a linear polymer melt and the dynamics of the resulting network is studied using molecular dynamics (MD) simulations. Starting from equilibrated melts of linear chains of length ranging from 1/3Ne to 3Ne, where Ne is the entanglement length, tetrafunctional crosslinkers are attached to a fraction x of the chain ends. When a free end comes within a short capture distance rx from an unsaturated crosslinker, the chain ends are attached. With a stoichmetric number x of crosslinkers, the long time kinetics for the number of free ends and the number of unsaturated crosslinkers decays as a power law in time t−a, with a≊0.5 for the present range of chain lengths. The resulting networks are then used to study the effect of entanglements on the motion of the crosslinks and the modulus of the network. Using a cluster search algorithm, the microscopic characteristics of the networks are determined …",Edgardo R Duering and Kurt Kremer and Gary S Grest,187,11143854979078819969,The Journal of chemical physics,9,8169-8192,American Institute of Physics,Structure and relaxation of end‐linked polymer networks,https://aip.scitation.org/doi/abs/10.1063/1.468202,101,1994
3040,"We review pro and contra of the hypothesis that generic polymer properties of topological constraints are behind many aspects of chromatin folding in eukaryotic cells. For that purpose, we review, first, recent theoretical and computational findings in polymer physics related to concentrated, topologically simple (unknotted and unlinked) chains or a system of chains. Second, we review recent experimental discoveries related to genome folding. Understanding in these fields is far from complete, but we show how looking at them in parallel sheds new light on both.",Jonathan D Halverson and Jan Smrek and Kurt Kremer and Alexander Y Grosberg,183,6689940518967946433,Reports on Progress in Physics,2,022601,IOP Publishing,From a melt of rings to chromosome territories: the role of topological constraints in genome folding,https://iopscience.iop.org/article/10.1088/0034-4885/77/2/022601/meta,77,2014
3041,"Molecular dynamics simulations were conducted to investigate the dynamic properties of melts of nonconcatenated ring polymers and compared to melts of linear polymers. The longest rings were composed of N = 1600 monomers per chain which corresponds to roughly 57 entanglement lengths for comparable linear polymers. The ring melts were found to diffuse faster than their linear counterparts, with both architectures approximately obeying a D ∼ N−2.4 scaling law for large N. The mean-square displacement of the center-of-mass of the rings follows a sub-diffusive behavior for times and distances beyond the ring extension ⟨Rg2⟩, neither compatible with the Rouse nor the reptation model. The rings relax stress much faster than linear polymers, and the zero-shear viscosity was found to vary as η0 ∼ N1.4 ± 0.2 which is much weaker than the N3.4 behavior of linear chains, not matching any commonly known …",Jonathan D Halverson and Won Bo Lee and Gary S Grest and Alexander Y Grosberg and Kurt Kremer,177,3746397321227182961,The Journal of chemical physics,20,204905,American Institute of Physics,Molecular dynamics simulation study of nonconcatenated ring polymers in a melt. II. Dynamics,https://aip.scitation.org/doi/abs/10.1063/1.3587138,134,2011
3042,"Topologically constrained molecular systems are relevant to many areas of physics and biology, from the collapse of a polymer gel to the existence of chromosome territories. As a model system for the study of such unusual interactions, we simulated melts of unconcatenated polymer rings, where topology directly influences not only dynamic properties, as is the case for linear chains, but also the statics. In order to access the relatively large chain lengths required to observe significant effects, we implemented an efficient, on-lattice Monte Carlo model allowing for fast relaxation thanks to non-local moves which randomly displace kinks along the polymer contour. The sufficiently long rings are shown to behave as compact objects, their size scaling as N 1/3 for large chain length N; this observation is supported by measurements of several other static properties. The entanglement length of the rings' linear counterparts …",Thomas Vettorel and Alexander Y Grosberg and Kurt Kremer,177,4686675504812623883,Physical biology,2,025013,IOP Publishing,Statistics of polymer rings in the melt: a numerical simulation study,https://iopscience.iop.org/article/10.1088/1478-3975/6/2/025013/meta,6,2009
3043,"Polymers are characterized by a broad range of length and time scales.[1, 2] For this reason the development of coarsegrained (CG) particle based models is an active research field. By using such methods the length and time scales accessible by simulations can be increased by several orders of magnitude.[3–5] A common approach to obtain CG molecular models is to merge groups of chemically connected atoms into ‘‘superatoms’’and deriving the effective, CG interaction potentials by averaging over the microscopic details of the atomistic models. Several different models and approaches have been proposed in the literature, varying in the degree of coarse-graining.[6–22] For this work, we follow an ansatz, where intramolecular and intermolecular interactions are treated separately.[6, 7, 12] In the past, this ansatz has proven to be rather robust and transferable. Moreover, a straightforward back-mapping …",Vagelis A Harmandaris and Dirk Reith and Nico FA Van der Vegt and Kurt Kremer,170,12238184262376714041,Macromolecular chemistry and physics,19‐20,2109-2120,WILEY‐VCH Verlag,Comparison Between Coarse‐Graining Models for Polymer Systems: Two Mapping Schemes for Polystyrene,https://onlinelibrary.wiley.com/doi/abs/10.1002/macp.200700245,208,2007
3044,"Water and alcohol, such as methanol or ethanol, are miscible and, individually, good solvents for poly (N-isopropylacrylamide)(PNIPAm), but this polymer precipitates in water–alcohol mixtures. The intriguing behaviour of solvent mixtures that cannot dissolve a given polymer or a given protein, while the same macromolecule dissolves well in each of the cosolvents, is called cononsolvency. It is a widespread phenomenon, relevant for many formulation steps in the physicochemical and pharmaceutical industry, that is usually explained by invoking specific chemical details of the mixtures: as such, it has so far eluded any generic explanation. Here, by using a combination of simulations and theory, we present a simple and universal treatment that requires only the preferential interaction of one of the cosolvents with the polymer. The results show striking quantitative agreement with experiments and chemically specific …",Debashish Mukherji and Carlos M Marques and Kurt Kremer,164,7579120185599915137,Nature communications,1,1-6,Nature Publishing Group,Polymer collapse in miscible good solvents is a generic phenomenon driven by preferential adsorption,https://www.nature.com/articles/ncomms5882,5,2014
3045,"This paper gives a short introduction to multiscale simulation approaches in soft matter science. This paper is based on and extended from a previous review.1 (1. C. Peter and K. Kremer, Soft Matter, 2009, DOI:10.1039/b912027k.) It also includes a discussion of aspects of soft matter in general and a short account of one of the historically underlying concepts, namely renormalization group theory. Some different concepts and several typical problems are shortly addressed, including a (more personal) view on challenges and chances.",Christine Peter and Kurt Kremer,164,12941970669765866944,Faraday discussions,,9-24,Royal Society of Chemistry,Multiscale simulation of soft matter systems,https://pubs.rsc.org/en/content/articlehtml/2010/fd/b919800h,144,2010
3046,"The present level of understanding of charged polymer chains is far less than that of neutral chains. Since they pose difficult theoretical and experimental tasks, they especially warrant simulation studies. We performed molecular dynamics simulations on multichain systems of flexible chains full Coulomb interactions of the monomers and counterions are treated explicitly. This model produces osmotic pressure data that agree excellently to experiments and extend them. The chain conformation changes from stretched to coiled as the density increases to semidilute. The persistence lengths show discrepancies with the Odijk et al. wormlike chain picture.",Mark J Stevens and Kurt Kremer,163,17907217460602752706,Physical review letters,14,2228,American Physical Society,Structure of salt-free linear polyelectrolytes,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.71.2228,71,1993
3047,"An efficient continuum model for simulating polymer blends and copolymers is presented. In this model, the interactions are short‐range and purely repulsive, thus allowing for excellent computational performances. The driving force for phase separation is a difference in the repulsive interaction strength between like and unlike mers. The model consists essentially of a molecular‐dynamics algorithm, supplemented by an appropriate Monte Carlo exchange process. To demonstrate the effectiveness of the model we study two systems, a symmetric binary blend of polymers and a symmetric diblock copolymer system. For the binary blend, we determine the phase diagram and find, as predicted by theory, that the critical interaction parameter scales with the inverse of the chain length of the polymers. For the diblock copolymer system, we study both the one‐phase region and the microphase separated lamellar region …",Gary S Grest and Martin‐D Lacasse and Kurt Kremer and Anshu M Gupta,158,11967087475466678185,The Journal of chemical physics,23,10583-10594,American Institute of Physics,Efficient continuum model for simulating polymer blends and copolymers,https://aip.scitation.org/doi/abs/10.1063/1.472978,105,1996
3048,"We present an extremely efficient and rather general model in which whole polymer chains are represented as soft particles. The particles are characterized by their overall sizes and shapes, as given by the conformations of the underlying chains. The probability of occurrence of a particle with a given size determines its internal free energy. The density of monomers within each particle is calculated from all conformations that have the same size. The interaction between two particles is taken to be proportional to the spatial overlap of their monomer density distributions. When a large number of such particles are brought into contact, as is the case for a polymer melt, the interactions between the particles force them to shrink and modify the equilibrium size distribution. We show by simulations that this model leads to a Gaussian statistics of the chains in melt. Since the internal degrees of freedom of a chain are …",Michael Murat and Kurt Kremer,157,9324855874450079704,The Journal of chemical physics,10,4340-4348,American Institute of Physics,From many monomers to many polymers: Soft ellipsoid model for polymer melts and mixtures,https://aip.scitation.org/doi/abs/10.1063/1.475835,108,1998
3049,"We report a mechanism which can lead to long-range attractions between like-charged spherical macroions, stemming from the existence of metastable ionized states. We show that the ground state of a single highly charged colloid plus a few excess counterions is overcharged. For the case of two highly charged macroions in their neutralizing divalent counterion solution we demonstrate that, in the regime of strong Coulomb coupling, the counterion clouds are very likely to be unevenly distributed, leading to one overcharged and one undercharged macroion. This long-living metastable configuration in turn leads to a long-range Coulomb attraction.",René Messina and Christian Holm and Kurt Kremer,154,2159743366041944449,Physical Review Letters,4,872,American Physical Society,Strong attraction between charged spheres due to metastable ionized states,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.85.872,85,2000
3050,"For simulation studies of (macro) molecular liquids it would be of significant interest to be able to adjust or increase the level of resolution within one region of space, while allowing for the free exchange of molecules between open regions of different resolution or representation. We generalize the adaptive resolution idea and suggest an interpretation in terms of an effective generalized grand canonical approach. The method is applied to liquid water at ambient conditions.",Sebastian Fritsch and Simon Poblete and Christoph Junghans and Giovanni Ciccotti and Luigi Delle Site and Kurt Kremer,151,11283198312784327953,Physical review letters,17,170602,American Physical Society,Adaptive resolution molecular dynamics simulation through coupling to an internal particle reservoir,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.108.170602,108,2012
3051,"Many physical phenomena and properties of soft matter systems are characterized by an interplay of interactions and processes that span a wide range of length- and time scales. Computer simulation approaches require models, which cover these scales. These are typically multiscale models that combine and link different levels of resolution. In order to reach mesoscopic time- and length scales, necessary to access material properties, coarse-grained models are developed. They are based on microscopic, atomistic descriptions of systems and represent these systems on a coarser, mesoscopic level. While the connection between length scales can be established immediately, the link between the different time scales that takes into account the faster dynamics of the coarser system cannot be obtained directly. In this perspective paper we discuss methods that link the time scales in structure based multiscale …",Dominik Fritz and Konstantin Koschke and Vagelis A Harmandaris and Nico FA van der Vegt and Kurt Kremer,150,9832444088630010504,Physical Chemistry Chemical Physics,22,10412-10420,Royal Society of Chemistry,Multiscale modeling of soft matter: scaling of dynamics,https://pubs.rsc.org/en/content/articlehtml/2011/cp/c1cp20247b,13,2011
3052,"We study the properties of a polycarbonate melt near a nickel surface as a model system for the interaction of polymers with metal surfaces by employing a multiscale modeling approach. For bulk properties, a suitably coarse-grained bead-spring model is simulated by molecular dynamics methods with model parameters directly derived from quantum chemical calculations. The surface interactions are parametrized and incorporated by extensive quantum mechanical density functional calculations using the Car-Parrinello method. We find strong chemisorption of chain ends, resulting in significant modifications of the melt composition when compared to an inert wall.",L Delle Site and CF Abrams and Aa Alavi and Kurt Kremer,149,8000373122938279380,Physical review letters,15,156103,American Physical Society,Polymers near metal surfaces: Selective adsorption and global conformations,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.89.156103,89,2002
3053,"The adaptive resolution scheme (AdResS) for efficient hybrid particle-based atomistic/mesoscale molecular dynamics (MD) simulations recently introduced by us,[J. Chem. Phys. 123, 224106 (2005)] is extended to high density molecular liquids with spherical boundaries between the atomistic and mesoscale regions. The key feature of this approach is that it allows for a dynamical change of the number of molecular degrees of freedom during the course of a MD simulation by an on-the-fly switching between the atomistic and mesoscopic levels of detail. Pressure and density variations occurring at the atomistic/mesoscale boundary in the original version are considerably reduced employing the improved methodology presented here.",Matej Praprotnik and Luigi Delle Site and Kurt Kremer,147,11995247702170589766,Physical Review E,6,066701,American Physical Society,Adaptive resolution scheme for efficient hybrid atomistic-mesoscale molecular dynamics simulations of dense liquids,https://journals.aps.org/pre/abstract/10.1103/PhysRevE.73.066701,73,2006
3054,"Ring polymers remain a challenge to our understanding of polymer dynamics. Experiments are difficult to interpret because of the uncertainty in the purity and dispersity of the sample. Using both equilibrium and nonequilibrium molecular dynamics simulations we have investigated the structure, dynamics, and rheology of perfectly controlled ring-linear polymer blends of chains of up to about 14 entanglements per chain, comparable to experimental systems. Linear contaminants increase the zero-shear viscosity of a ring polymer melt by about 10% around one-fifth of their overlap concentration. For equal concentrations of linear and ring polymers, the blend viscosity is about twice that of the pure linear melt. The diffusion coefficient of the rings decreases dramatically, while the linear polymers are mostly unaffected. Our results are supported by a primitive path analysis.",Jonathan D Halverson and Gary S Grest and Alexander Y Grosberg and Kurt Kremer,146,9438814083355226595,Physical review letters,3,038301,American Physical Society,Rheology of ring polymer melts: From linear contaminants to ring-linear blends,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.108.038301,108,2012
3055,"We present a molecular coarse-graining approach applied to polystyrene which obtains both the bonded and nonbonded interactions of the coarse-grained model from the sampling of isolated atomistic chains and pairs of oligomers. Atomistic melt properties are not used in the parametrization. We show that the coarse-grained polystyrene model not only predicts melt properties, including the melt packing and the density between 400 and 520 K, in satisfactory agreement with the atomistic model, but also reproduces the local chain conformations of atactic as well as stereoregular polystyrene. The model takes into account and reproduces correlations between neighboring bonded degrees of freedom and therefore reproduces the conformations of detailed atomistic chains in the melt on all length scales.",Dominik Fritz and Vagelis A Harmandaris and Kurt Kremer and Nico FA van der Vegt,145,3738024800667622393,Macromolecules,19,7579-7588,American Chemical Society,Coarse-grained polymer melts based on isolated atomistic chains: Simulation of polystyrene of different tacticities,https://pubs.acs.org/doi/abs/10.1021/ma901242h,42,2009
3056,"The crossover from chain dynamics described by the Rouse model to reptation behavior is studied for chains confined into straight tubes. Scaling considerations are presented for mean‐square displacements parallel and perpendicular to the tube, for the static structure factor, and for dynamic coherent and incoherent structure factors, taking excluded‐volume interactions into account. Monte Carlo calculations of long chains (from N=100 up to N=800 links) on the tetrahedral lattice in tubes with diameters in the range from dT=16 to dT=32 lattice spacings are presented and analyzed in terms of the scaling picture. While the scaling predictions are nicely confirmed, the simulations also reveal additional interesting features: (i) For intermediate wave vectors the structure factor exhibits (damped) oscillations. This behavior is discussed in terms of the analogy with a one‐dimensional harmonic ‘‘crystal’’ composed of blobs …",K Kremer and K Binder,145,2635217041548362684,The Journal of chemical physics,12,6381-6394,American Institute of Physics,Dynamics of polymer chains confined into tubes: Scaling theory and Monte Carlo simulations,https://aip.scitation.org/doi/abs/10.1063/1.447549,81,1984
3057,"We present the results of a high-precision Monte Carlo analysis of star polymers on the face-centered cubic latticewith up to f= 6 arms and up to an overall polymerization of Nf m 400. With the help of an improved dimerization method we were able to increase the accuracy of previous investigations significantly. This is the first numerical investigation on stars, which analyzes a rather complete set of physical quantities ranging from the radius of gyration to the initial decay of the scattering function, including hydrodynamic properties.",Jannis Batoulis and Kurt Kremer,144,429907299572550182,Macromolecules,11,4277-4285,American Chemical Society,Thermodynamic properties of star polymers: good solvents,https://pubs.acs.org/doi/pdf/10.1021/ma00201a024,22,1989
3058,"A Monte Carlo study of SAW's on a diluted diamond lattice is presented. We find that the exponentv does not change by dilution,v≈0.59 as in the undiluted case, in contrast to the original conclusion of Chakrabarti and Kertész. This result cannot be understood by the Harris criterion. At the percolation concentrationp  c  of the lattice we find a higher exponentv  pc ≈2/3. A scaling form of the crossover between these exponents nearp  c  is proposed and found to be consistent with the Monte Carlo results.",Kurt Kremer,144,11670682061423918697,Zeitschrift für Physik B Condensed Matter,2,149-152,Springer-Verlag,"Self-avoiding-walks (SAW's) on diluted lattices, a Monte Carlo analysis",https://link.springer.com/article/10.1007/BF01293328,45,1981
3059,"Extensive molecular dynamics simulations are carried out to study static and dynamic properties of symmetric diblock copolymer melts, both in the disordered and in the lamellar phases. The lamellar phase is constructed using the natural lamellar spacing, determined from constant pressure simulations. The non-Gaussian character of the chains in the disordered phase is demonstrated and quantified. In the lamellar phase, the density profile of the separate blocks, as well as the interface thickness are determined as a function of chain length N and AB interaction parameter ε, and compared with experiments and other theoretical results. Single chain and single block form factors indicate that the chains in the lamellar phase are distorted into stick-like objects. Our results in the disordered phase show a stronger dependence of the diffusion constant on the chain length than observed in previous simulations. Diffusion …",Michael Murat and Gary S Grest and Kurt Kremer,141,8490842906877053952,Macromolecules,3,595-609,American Chemical Society,Statics and dynamics of symmetric diblock copolymers: A molecular dynamics study,https://pubs.acs.org/doi/abs/10.1021/ma981512p,32,1999
3060,We investigate the influence of excluded-volume interaction (EV) on the shape of a long flexible polymer chain. Both open chains and ring polymers are considered. We study probability distributions of shape parameters which are typically ratios of characteristic lengths (such as the principal radii of gyration) of a given conformation. For a class of shape parameters such as theasphericity'A d of a chain in d space-dimensions it is shown how mean values or higher moments of the distributions can be evaluated by field theoretic renormalization group methods. The universality of these distributions is shown and the mean asphericity  is calculated within an  expansion.  is found to be much more sensitive to the EV than a frequently used asphericity-approximant which avoids the ratio-averaging. This is the first analytical confirmation of a result observed by other groups in numerical simulations. We also …,O Jagodzinski and E Eisenriegler and K Kremer,141,8998069725319125186,Journal de Physique I,12,2243-2279,EDP Sciences,Universal shape properties of open and closed polymer chains: renormalization group analysis and Monte Carlo experiments,https://jp1.journaldephysique.org/articles/jp1/abs/1992/12/jp1v2p2243/jp1v2p2243.html,2,1992
3061,"Water plays a central role in biological systems and processes, and is equally relevant in a large range of industrial and technological applications. Being the most important natural solvent, its presence uniquely influences biological function as well as technical processes. Because of their importance, aqueous solutions are among the most experimentally and theoretically studied systems. However, many questions still remain open. Both experiments and theoretical models are usually restricted to specific cases. In particular all-atom simulations of biomolecules and materials in water are computationally very expensive and often not possible, mainly due to the computational effort to obtain water–water interactions in regions not relevant for the problem under consideration. In this paper we present a coarse-grained model that can reproduce the behaviour of liquid water at a standard temperature and pressure …",Matej Praprotnik and Silvina Matysiak and Luigi Delle Site and Kurt Kremer and Cecilia Clementi,140,220127487274551646,Journal of Physics: Condensed Matter,29,292201,IOP Publishing,Adaptive resolution simulation of liquid water,https://iopscience.iop.org/article/10.1088/0953-8984/19/29/292201/meta,19,2007
3062,"Adaptive resolution schemes allow the simulation of a molecular fluid treating simultaneously different subregions of the system at different levels of resolution. In this work we present a new scheme formulated in terms of a global Hamiltonian. Within this approach equilibrium states corresponding to well-defined statistical ensembles can be generated making use of all standard molecular dynamics or Monte Carlo methods. Models at different resolutions can thus be coupled, and thermodynamic equilibrium can be modulated keeping each region at desired pressure or density without disrupting the Hamiltonian framework.",Raffaello Potestio and Sebastian Fritsch and Pep Espanol and Rafael Delgado-Buscalioni and Kurt Kremer and Ralf Everaers and Davide Donadio,137,14499118045821197203,Physical review letters,10,108301,American Physical Society,Hamiltonian adaptive resolution simulation for molecular liquids,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.110.108301,110,2013
3063,"Based on coarse grained simulations of a specially adapted model for bisphenol-A polycarbonate (BPA-PC) we generate by inverse mapping, i.e. the reintroduction of chemical details, well equilibrated all-atom conformations and time trajectories of dense polymeric melts for up to 7.8 µs. This is several orders of magnitude more than any direct all-atom simulations have reached so far. These polymer melts contain up to 68600 atoms in n = 100 chains of molecular weight M = 5217. By comparison with short all-atom simulations we show that these trajectories are physically meaningful, providing us with a powerful tool to compare long time simulations to experiments, which probe specific local dynamics on long time scales, such as NMR relaxation.",Berk Hess and Salvador León and Nico Van Der Vegt and Kurt Kremer,135,12357756338673348452,Soft Matter,5,409-414,Royal Society of Chemistry,Long time atomistic polymer trajectories from coarse grained simulations: bisphenol-A polycarbonate,https://pubs.rsc.org/en/content/articlehtml/2006/sm/b602076c,2,2006
3064,"The dynamics of a single polymer chain immersed in a large number of solvent particles is studied by molecular dynamics. This is the first simulation where chain length (30, 40, and 60 monomers) and statistical accuracy are sufficient to test the predictions of the Zimm model as a result of the particle-particle interactions: The short-time diffusion constant is in good agreement with the Kirkwood prediction, and the monomer motions exhibit the expected dynamic scaling. The long-range hydrodynamic interaction requires a data analysis that explicitly includes the periodic images via Ewald sums.",Burkhard Dünweg and Kurt Kremer,128,9192677770217693738,Physical review letters,23,2996,American Physical Society,Microscopic verification of dynamic scaling in dilute polymer solutions: A molecular-dynamics simulation,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.66.2996,66,1991
3065,"Recently we (J.G.C. and K.S.S.) formulated a tractable ‘‘reference interaction site model’’ (RISM) integral equation theory of flexible polymer liquids. The purpose of this paper is to compare the results of the theory with recent molecular dynamics simulations (G.S.G. and K.K.) on dense chain liquids of degree of polymerization N=50 and 200. Specific comparisons were made between theory and simulation for the intramolecular structure factor ω̂(k) and the intermolecular radial distribution function g(r) in the liquid. In particular it was possible to independently test the assumptions inherent in the RISM theory and the additional ideality approximation that was made in the initial application of the theory. This comparison was accomplished by calculating the intermolecular g(r) using the simulated intramolecular structure factor, as well as, ω̂(k) derived from a freely jointed chain model.The RISM theory results, using the …",John G Curro and Kenneth S Schweizer and Gary S Grest and Kurt Kremer,127,5120975545444886262,The Journal of Chemical Physics,2,1357-1364,American Institute of Physics,"A comparison between integral equation theory and molecular dynamics simulations of dense, flexible polymer liquids",https://aip.scitation.org/doi/abs/10.1063/1.457159,91,1989
3066,"Conformational transitions of (bio)macromolecules in aqueous mixtures are intimately linked to local concentration fluctuations of different solvent components. Though computer simulations are ideally suited to investigate such phenomena, in conventional setups the excess of one cosolvent close to the solute leads to depletion elsewhere, requiring very large simulation domains to avoid system size effects. We, here, propose an approach to overcome this depletion effect, which combines the adaptive resolution scheme (AdResS) with a Metropolis particle exchange criterion. In AdResS, a small all-atom region, containing the solute, is coupled to a coarse-grained reservoir, where the particle exchange is performed. The particle exchange would be almost impossible had they been performed in an all-atom setup of a dense molecular liquid. As a first application of the method, we study the concentration driven …",Debashish Mukherji and Kurt Kremer,125,7828517206539781024,Macromolecules,22,9158-9163,American Chemical Society,Coil–globule–coil transition of PNIPAm in aqueous methanol: coupling all-atom simulations to semi-grand canonical coarse-grained reservoir,https://pubs.acs.org/doi/abs/10.1021/ma401877c,46,2013
3067,"We present a new coarse-graining scheme for efficient molecular dynamics simulations of polycarbonate liquids and compare its effectiveness to that of a previously presented model which uses a different coarse-grained representation. The effect of more realistically accounting for the excluded volume of the phenylene comonomeric units in the coarse-grained simulation is examined. The new treatment avoids artifacts arising from sphere-packing, which dominate the liquid structure and dynamics in the older scheme, leading to a significant improvement in the equilibration time, for systems run at the typical processing temperature of 570 K. However, we observe only a slight improvement (10-4 eV/atom) in the equilibration of atomistically detailed samples that are inverse-mapped from the equilibrated coarse-grained configurations. Distributions in the atomistically resolved backbone bond and torsion angles are …",Cameron F Abrams and Kurt Kremer,124,14871394723588975170,Macromolecules,1,260-267,American Chemical Society,Combined coarse-grained and atomistic simulation of liquid bisphenol a− polycarbonate: liquid packing and intramolecular structure,https://pubs.acs.org/doi/abs/10.1021/ma0213495,36,2003
3068,We present a description of the relaxation of star polymers based on the conformational scaling properties predicted by Daoud and Cotton and confirmed in our recent simulations. We identify three typical relaxation mechanisms. The first describes elastic deformation of the overall shape. Its relaxation time is nearly independent of/. A second type of relaxation occurs via rotational diffusion. We predictthat the relaxation time should scale with N2r* 1p~ r where v is the correlation length exponent. A third relaxation process is the disentanglement of two or more arms. Here the longest relaxation time should increase exponentially with f1/2. We measure various relaxation processes by molecular-dynamics simulations of star polymers with many (6 S/< 50) arms. The observed relaxation times are consistent with our predictions but do not give strong confirmation. We also discuss how the observed scaling behavior should …,Gary S Grest and Kurt Kremer and Scott Thomas Milner and TA Witten,123,10520992205259275528,Macromolecules,4,1904-1910,American Chemical Society,Relaxation of self-entangled many-arm star polymers,https://pubs.acs.org/doi/pdf/10.1021/ma00194a065,22,1989
3069,"Simulation schemes for liquids or strongly fluctuating systems that allow to change the molecular representation in a subvolume of the simulation box while preserving the equilibrium with the surroundings introduce conceptual problems of thermodynamic consistency. In this work we present a general scheme based on thermodynamic arguments which ensures a thermodynamic equilibrium among molecules of different representations. The robustness of the algorithm is tested for two examples, namely, an adaptive resolution simulation, atomistic/coarse grained, for a liquid of tetrahedral molecules, and an adaptive resolution simulation of a binary mixture of tetrahedral molecules and spherical solutes.",Simón Poblete and Matej Praprotnik and Kurt Kremer and Luigi Delle Site,119,6689851789236658608,The Journal of chemical physics,11,114101,American Institute of Physics,Coupling different levels of resolution in molecular simulations,https://aip.scitation.org/doi/abs/10.1063/1.3357982,132,2010
