id,abstract,author,cites,cites_id,journal,number,pages,publisher,title,url,volume,year
63,"Endothelial cell seeding is a promising method to improve the performance of small-diameter vascular grafts. Growth of endothelial cells seeded on the luminal surface of synthetic vascular grafts, coated with a matrix suitable for cell seeding (e.g. collagen), can be accelerated by local, sustained release of basic fibroblast growth factor (bFGF). In this study two potential matrices for in vivo endothelial cell seeding were studied with respect to bFGF binding and release: collagen crosslinked using N-(3-dimethylaminopropyl)-N′-ethylcarbodiimide (EDC) and N-hydroxysuccinimide (NHS), as well as heparinized EDC/NHS-crosslinked collagen. bFGF binding was determined after incubation of circular samples (10 mm diameter) with 0.25 ml bFGF solution for 90 min. Immobilization of increasing amounts of heparin, also using EDC and NHS, to crosslinked collagen containing 14 free primary amino groups per 1000 …",MJB Wissink and R Beernink and JS Pieper and AA Poot and GHM Engbers and T Beugeling and WG Van Aken and J Feijen,197,8994062376960909347,Biomaterials,16,2291-2299,Elsevier,Binding and release of basic fibroblast growth factor from heparinized collagen matrices,https://www.sciencedirect.com/science/article/pii/S014296120000418X,22,2001
64,"57 ABSTRACT A biodegradable hydrogen matrix is provided, useful for the controlled release of pharmacologically active agents. The matrix is formed by cross-linking a protein aceous component and a polysaccharide or mucopoly saccharide, and then loading a selected drug therein. By varying temperature, ionic strength, and the composi tion of the hydrogel matrix, one can control degrada tion kinetics, the degree of uptake of a particular phar macologically active agent, and the overall timed re lease profile.",,196,15188759486274547547,,,,,Biodegradable hydrogel matrices for the controlled release of pharmacologically active agents,https://patents.google.com/patent/US4925677A/en,,1990
65,"Thiol-functionalized dextrans (dex-SH) (Mn,dextran = 14K or 31K) with degrees of substitution (DS) ranging from 12 to 25 were synthesized and investigated for in situ hydrogel formation via Michael type addition using poly(ethylene glycol) tetra-acrylate (PEG-4-Acr) or a dextran vinyl sulfone conjugate with DS 10 (dex-VS DS 10). Dex-SH was prepared by activation of the hydroxyl groups of dextran with 4-nitrophenyl chloroformate and subsequent reaction with cysteamine. Hydrogels were rapidly formed in situ under physiological conditions upon mixing aqueous solutions of dex-SH and either PEG-4-Acr or dex-VS DS 10 at polymer concentrations of 10 to 20 w/v%. Rheological studies showed that these hydrogels are highly elastic. By varying the DS, concentration, dextran molecular weight, and type of cross-linker, hydrogels with a broad range of storage moduli of 9 to 100 kPa could be obtained. Varying the ratio …",Christine Hiemstra and Leonardus J van der Aa and Zhiyuan Zhong and Pieter J Dijkstra and Jan Feijen,192,59844644876530729,Biomacromolecules,5,1548-1556,American Chemical Society,Rapidly in situ-forming degradable hydrogels from dextran thiols through Michael addition,https://pubs.acs.org/doi/abs/10.1021/bm061191m,8,2007
66,"Designing synthetic macromolecular vehicles with high transfection efficiency and low cytotoxicity has been a major interest in the development of non-viral gene carriers. A reducible poly(amido ethylenimine) (SS-PAEI) synthesized by addition copolymerization of triethylenetetramine and cystamine bis-acrylamide (poly(TETA/CBA)) was used as a carrier for small interference RNA (siRNA). Poly(TETA/CBA) could efficiently condense siRNA to form stable complexes under physiological conditions and perform complete release of siRNA in a reductive environment. When formulated with VEGF-directed siRNA, poly(TETA/CBA) demonstrated significantly higher suppression of VEGF than linear-polyethylenimine (PEI) (L-PEI, 25 kDa) in human prostate cancer cells (PC-3). After 5 h of transfection, substantial dissociation and intracellular distribution of siRNA was observed in the poly(TETA/CBA) formulation, but not in …",Ji Hoon Jeong and Lane V Christensen and James W Yockman and Zhiyuan Zhong and Johan FJ Engbersen and Won Jong Kim and Jan Feijen and Sung Wan Kim,190,17192150266813724127,Biomaterials,10,1912-1917,Elsevier,Reducible poly (amido ethylenimine) directed to enhance RNA interference,https://www.sciencedirect.com/science/article/pii/S014296120601026X,28,2007
67,"Elastomeric copolymers of 1,3-trimethylene carbonate (TMC) and ε-caprolactone (CL) and copolymers of TMC and d,l-lactide (DLLA) have been evaluated as candidate materials for the preparation of biodegradable scaffolds for soft tissue engineering. TMC-DLLA copolymers are amorphous and degrade more rapidly in phosphate-buffered saline (PBS) of pH 7.4 at 37 °C than (semi-crystalline) TMC-CL copolymers. TMC-DLLA with 20 or 50 mol% TMC loose their tensile strength in less than 5 months and are totally resorbed in 11 months. In PBS, TMC-CL copolymers retain suitable mechanical properties for more than a year. Cell seeding studies show that rat cardiomyocytes and human Schwann cells attach and proliferate well on the TMC-based copolymers. TMC-DLLA copolymers with either 20 or 50 mol% of TMC are totally amorphous and very flexible, making them excellent polymers for the preparation of …",Ana Paula Pêgo and André A Poot and Dirk W Grijpma and Jan Feijen,189,1393657749303872924,Journal of controlled release,1-3,69-79,Elsevier,Biodegradable elastomeric scaffolds for soft tissue engineering,https://www.sciencedirect.com/science/article/pii/S0168365902003516,87,2003
68,"A group of novel poly(amido amine) homo- and copolymers (PAAs) containing secondary and tertiary amine groups in their main chain and different structures in the bisacrylamide segments were synthesized and evaluated as non-viral gene delivery vectors. Among these, also the disulfide-containing cystaminebisacrylamide was employed as a (co)monomer, yielding PAAs with variable amounts of bioreducible disulfide linkages in the main chain. Michael addition the trifunctional 1-(2-aminoethyl) piperazine to equimolar amounts of the appropriate bis(acrylamide) yielded linear polymers as was elucidated by their 13C NMR spectra. The polymers possess buffering capacities between pH 5.1 and pH 7.4 higher than branched polyethylenimine (pEI) and are able to efficiently condense DNA into nanosized (< 150 nm) and positively charged complexes. Transfection experiments with COS-7 cells showed that …",Chao Lin and Zhiyuan Zhong and Martin C Lok and Xulin Jiang and Wim E Hennink and Jan Feijen and Johan FJ Engbersen,187,9532037285840293753,Journal of Controlled Release,2,130-137,Elsevier,Linear poly(amido amine)s with secondary and tertiary amino groups and variable amounts of disulfide linkages: Synthesis and in vitro gene transfer properties,https://www.sciencedirect.com/science/article/pii/S0168365906004597,116,2006
69,"A systematic study of the effects of polymer surface properties on the interaction with human endothelial cells (HEC) may lead to the development of small‐diameter vascular grafts. HEC, suspended in culture medium containing 20% serum adhered and spread onto moderately wettable polymers such as TCPS (tissue culture polystyrene). Reduced or no adhesion of HEC was observed upon the hydrophobic polymers PETP (polyethyleneterephthalate, Dacron) and FEP (fluoroethylenepropylene copolymer, Teflon). Polymers precoated with the proteins albumin (Alb), high density lipoprotein (HDL), and immunoglobulin G (IgG) inhibited the adhesion of HEC, whereas fibronectin (Fn) coátings promoted cell adhesion. Endothelialization of PETP and FEP only occurred after precoating of these materials with Fn. The adsorption of Fn, Alb, HDL, and IgG from solutions of different serum concentrations onto TCPS, PETP …",PB Van Wachem and CM Vreriks and T Beugeling and J Feijen and A Bantjes and JP Detmers and WG Van Aken,186,3976926251562086442,Journal of biomedical materials research,6,701-718,"John Wiley & Sons, Inc.",The influence of protein adsorption on interactions of cultured human endothelial cells with polymers,https://onlinelibrary.wiley.com/doi/abs/10.1002/jbm.820210603,21,1987
70,"Purpose. To investigate the feasibility of producing freeze-dried poly-(ethylene oxide)(PEO)-surface modified nanoparticles and to study their ability to avoid the mononuclear phagocytic system (MPS), as a function of the PEO chain length and surface density.Methods. The nanoparticles were produced by the salting-out method using blends of poly (D, L-lactic acid)(PLA) and poly (D, L-lactic acid-co-ethylene oxide)(PLA-PEO) copolymers. The nanoparticles were purified by cross-flow filtration and freeze-dried as such or with variable amounts of trehalose as a lyoprotectant. The redispersibility of the particles was determined immediately after freeze-drying and after 12 months of storage at− 25 C. The uptake of the nanoparticles by human monocytes was studied in vitro by flow cytometry.Results. PLA-PEO nanoparticles could be produced from all the polymeric blends used. Particle aggregation after freeze-drying …",Fanny De Jaeghere and Eric Allémann and Jean-Christophe Leroux and Wim Stevels and Jan Feijen and Eric Doelker and Robert Gurny,184,18284949193326344840,Pharmaceutical research,6,859-866,Kluwer Academic Publishers-Plenum Publishers,Formulation and lyoprotection of poly (lactic acid-co-ethylene oxide) nanoparticles: influence on physical stability and in vitro cell uptake,https://link.springer.com/article/10.1023/A:1018826103261,16,1999
71,"The last decade has seen rapid development in the area of drug delivery. In particular, a number of drug delivery systems have been developed to effect the controlled release of pharmacologically active agents. For a general overview of the art, reference may be had, inter alia, to R. Baker, Controlled Release of Biologi cally Active Agents, New York: John Wiley & Sons, 1987.One area of research has been in the use of “hydro gels”, or water-swellable polymeric matrices, in drug delivery systems. See, for example, PI Lee, J. Con trolled Release 2: 277—288 (1985). Hydrogels are network polymers which can absorb a substantial amount of water to form elastic gels. The release of pharmacologi cally active agents “loaded” into such gels typically involves both absorption of water and desorption of the agent via a swelling-controlled diffusion mechanism. A signi? cant drawback in the use of hydrogels, how ever, and …",,184,14402076715469087175,,,,,Biodegradable hydrogel matrices for the controlled release of pharmacologically active agents,https://patents.google.com/patent/US5041292A/en,,1991
72,"Collagen‐based biomaterials have found various applications in the biomedical field. However, collagen‐based biomaterials may induce cytotoxic effects. This study evaluated possible cytotoxic effects of (crosslinked) dermal sheep collagen (DSC) using a 7‐d‐methylcellulose cell culture with human skin fibroblasts. Non‐crosslinked DSC (NDSC), hexamethylene‐diisocyanate‐crosslinked DSC (HDSC), and glutaraldehyde‐crosslinked DSC (GDSC), their extracts (1 × 10 d to 4 × 10 d extracts), or the corresponding extracted DSC samples were tested. Cell growth was evaluated by cell counting, while cell morphology was assessed by light microscopy and transmission‐electron microscopy. Both GDSC and, to a lesser extent, HDSC, induced cytotoxicity, observed as inhibited cell growth and deviant cell morphology. The deviant morphology consisted of extensive accumulations of lipid, reduction in the amount and …",MJA Van Luyn and PB Van Wachem and L Olde Damink and PJ Dijkstra and J Feijen and P Nieuwenhuis,183,2129381127642300343,Journal of biomedical materials research,8,1091-1110,"John Wiley & Sons, Inc.",Relations between in vitro cytotoxicity and crosslinked dermal sheep collagens,https://onlinelibrary.wiley.com/doi/abs/10.1002/jbm.820260810,26,1992
73,"The relative surface charge and hydrophobicity of 16 strains of Staphylococcus epidermidis showed large variations. For this species no relationship between the two surface parameters was found. A highly negative surface charge was observed in all seven encapsulated strains (one S. epidermidis and six Staphylococcus saprophyticus strains). The adhesion of the staphylococci to fluorinated polyethylene-propylene films was not related to the relative surface charge and the hydrophobicity of the bacteria. On films pre-exposed to human plasma, the bacterial adhesion was substantially reduced. Mechanisms involved in the adhesion of coagulase-negative staphylococci to this biomaterial are discussed.",ANDRE H HOGT and JACOB DANKERT and JAN Feijen,183,15323963730335266786,Microbiology,9,2485-2491,Microbiology Society,Adhesion of Staphylococcus epidermidis and Staphylococcus saprophyticus to a hydrophobic biomaterial,https://www.microbiologyresearch.org/content/journal/micro/10.1099/00221287-131-9-2485,131,1985
74,"Various vinyl sulfone functionalized dextrans (dex-VS) (Mn,dextran = 14K or 31K) with degrees of substitution (DS) ranging from 2 to 22 were conveniently prepared by a one-pot synthesis procedure at room temperature. This procedure involved reaction of a mercaptoalkanoic acid with an excess amount of divinyl sulfone yielding vinyl sulfone alkanoic acid, followed by conjugation to dextran using N,N‘-dicyclohexylcarbodiimide (DCC)/4-(dimethylamino)pyridinium 4-toluenesulfonate (DPTS) as a catalyst system. By using two different mercaptoalkanoic acids, 3-mercaptopropionic acid (1a) and 4-mercaptobutyric acid (1b), dex-VS conjugates with either an ethyl spacer (denoted as dex-Et-VS) or a propyl spacer (denoted as dex-Pr-VS) between the thioether and ester groups were obtained. Linear and four-arm mercaptopoly(ethylene glycol) (Mn = 2.1K) with two or four thiol groups (denoted as PEG-2-SH and PEG-4 …",Christine Hiemstra and Leonardus J van der Aa and Zhiyuan Zhong and Pieter J Dijkstra and Jan Feijen,179,14335425482250092921,Macromolecules,4,1165-1173,American Chemical Society,"Novel in situ forming, degradable dextran hydrogels by Michael addition chemistry: synthesis, rheology, and degradation",https://pubs.acs.org/doi/abs/10.1021/ma062468d,40,2007
75,"In this study, the influence of copolymer composition on the physical properties and the degradation behavior of thermoplastic elastomers based on poly(ethylene oxide) (PEO) and poly(butylene terephthalate) (PBT) segments is investigated. These materials are intended to be used in medical applications where degradability of the implant is desired. PEOT/PBT copolymers are microphase separated and up to four thermal transitions are measured by differential scanning calorimetry. Phase separation in the system is enhanced by increasing the molecular weight of starting poly(ethylene glycol) (PEG) or by increasing the PBT content. The mechanical properties, swelling characteristics and degradation rates of the copolymers are influenced by the phase separation. By changing the PEOT/PBT composition, tensile strengths vary from 8 to 23 MPa and elongations at break from 500 to 1300%. Water uptake ranges …",Audrey A Deschamps and Dirk W Grijpma and Jan Feijen,179,16490720168183935610,Polymer,23,9335-9345,Elsevier,Poly (ethylene oxide)/poly (butylene terephthalate) segmented block copolymers: the effect of copolymer composition on physical properties and degradation behavior,https://www.sciencedirect.com/science/article/pii/S0032386101004530,42,2001
76,"Currently, biomedical engineering is rapidly expanding, especially in the areas of drug delivery, gene transfer, tissue engineering, and regenerative medicine. A prerequisite for further development is the design and synthesis of novel multifunctional biomaterials that are biocompatible and biologically active, are biodegradable with a controlled degradation rate, and have tunable mechanical properties. In the past decades, different types of α-amino acid-containing degradable polymers have been actively developed with the aim to obtain biomimicking functional biomaterials. The use of α-amino acids as building units for degradable polymers may offer several advantages: (i) imparting chemical functionality, such as hydroxyl, amine, carboxyl, and thiol groups, which not only results in improved hydrophilicity and possible interactions with proteins and genes, but also facilitates further modification with bioactive …",Huanli Sun and Fenghua Meng and Aylvin A Dias and Marc Hendriks and Jan Feijen and Zhiyuan Zhong,177,9683543236385288211,,6,1937-1955,American Chemical Society,"α-Amino acid containing degradable polymers as functional biomaterials: rational design, synthetic pathway, and biomedical applications",https://pubs.acs.org/doi/abs/10.1021/bm200043u,12,2011
77,"Adhesion of coagulasef‐negative staphylococci (CNS) was studied onto a homologous series of methacrylate polymers and copolymers. The materials varied in wettability (contact angles) and were either positively or negatively charged (zetapotential). Bacterial adhesion experiments performed in a parallel‐plate perfusion system showed that positively charged TMAEMA‐Cl copolymers significantly promoted the adhesion of CNS as compared with all other methacrylate (co)polymers tested. The bacterial adhesion rates onto the positively charged surfaces are diffusion‐controlled, whereas those onto the surfaces with a negative zeta‐potential are more surface‐reaction‐controlled due to the presence of a potential energy barrier. The bacterial adhesion rates onto various poly (alkyl methacrylates) were similar. The number of adhering bacteria onto the negatively charged MMA/MAA copolymer did not differ from …",AH Hogt and J Dankert and Jan Feijen,177,11403734414777090421,Journal of biomedical materials research,4,533-545,"John Wiley & Sons, Inc.",Adhesion of coagulase‐negative staphylococci to methacrylate polymers and copolymers,https://onlinelibrary.wiley.com/doi/abs/10.1002/jbm.820200409,20,1986
78,"A group of bioreducible poly(amido amine)s containing multiple disulfide linkages in main chain and oligoamines in side chain (SS–PAOAs) were prepared by Michael-type polyaddition of N-tert-butyloxycarbonyl (N-Boc) protected oligoamine to the disulfide-containing cystaminebisacrylamide, followed by deprotection of the Boc-protective groups. These linear polymers show strong DNA condensation capability at low N/P ratios. The chemical structure of oligoamine side chains (i.e. amine type and amino spacer length) in the SS–PAOAs has a distinct effect on their buffer capacity, transfection efficiency and toxicity profile. The SS–PAOAs containing secondary amino functions in the side chain show high buffer capacities and are able to transfect COS-7 cells in vitro at low N/P ratios, with transfection efficiencies similar or even higher than those of 25 kDa branched pEI, along with very low cytotoxicity as determined …",Chao Lin and Cees-Jan Blaauboer and Miguel Mateos Timoneda and Martin C Lok and Mies van Steenbergen and Wim E Hennink and Zhiyuan Zhong and Jan Feijen and Johan FJ Engbersen,172,158487910194065850,Journal of Controlled Release,2,166-174,Elsevier,"Bioreducible poly (amido amine) s with oligoamine side chains: synthesis, characterization, and structural effects on gene delivery",https://www.sciencedirect.com/science/article/pii/S0168365907006347,126,2008
79,"Synthetic routes to aluminium ethyl complexes supported by chiral tetradentate phenoxyamine (salan-type) ligands [AlACHTUNGTRENNUNG (OC6H2ACHTUNGTRENNUNG (R-6-R-4) CH2) 2ACHTUNGTRENNUNG {CH3NACHTUNGTRENNUNG (C6H10) NCH3}-C2H5](4, 7: R= H; 5, 8: R= Cl; 6, 9: R= CH3) are reported. Enantiomerically pure salan ligands 1–3 with (R, R) configurations at their cyclohexane rings afforded the complexes 4, 5, and 6 as mixtures of two diastereoisomers (a and b). Each diastereoisomer a was, as determined by X-ray analysis, monomeric with a five-coordinated aluminium central core in the solid state, adopting a cis-(O, O) and cis-(Me, Me) ligand geometry. From the results of variabletemperature (VT) 1H NMR in the temperature range of 220–335K, 1H–1H NOESY at 220K, and diffusion-ordered spectroscopy (DOSY), it is concluded that each diastereoisomer b is also monomeric with a five-coordinated aluminium central core. The geometry is intermediate between square pyramidal with a cis-(O, O), trans-(Me, Me) ligand disposition and trigonal bipyramidal with a trans-(O, O) and trans-(Me, Me) disposition. A slow exchange between these two geometries at 220 K was indicated by 1H–1H NOESY NMR. In the presence of propan-2-ol as an initiator, enantiomerically pure (R, R) complexes 4–6 and their racemic mixtures 7–9 were efficient catalysts in the ring-opening polymerization of lactide (LA). Polylactide materials ranging from isotactically biased (Pm up to 0.66) to medium heterotactic (Pr up to 0.73) were obtained from rac-lactide, and syndiotactically biased polylactide (Pr up to 0.70) from meso-lactide. Kinetic …",Hongzhi Du and Aldrik H Velders and Pieter J Dijkstra and Jingru Sun and Zhiyuan Zhong and Xuesi Chen and Jan Feijen,171,13592480777210894565,Chemistry–A European Journal,38,9836-9845,WILEY‐VCH Verlag,Chiral salan aluminium ethyl complexes and their application in lactide polymerization,https://www.jgmfood.com/bmp/upload/1488456896645864.pdf,15,2009
80,"The adhesion of three Escherichia coli strains on to six poly(methacrylates) differing in hydrophobicity and surface charge was measured as a function of time under laminar flow conditions. Polymers used were poly(methy) methacrylate) (PMMA), poly(hydroxyethy) methacrylate) (PHEMA) and copolymers of MMA or HEMA with either 15% methacrylic acid (MAA) or 15% trimethylaminoethyl methacrylate-HCl salt (TMAEMA-CI). Bacterial and polymer surfaces were characterized by means of water contact angles and zeta potentials. Both the sessile drop contact angles and the zeta potentials of the bacterial surfaces were significantly different. No significant differences in the sessile drop contact angles of the polymer surfaces were observed. Using the Wilhelmy plate technique large contact angle hysteresis was observed for the different polymer surfaces. Surfaces of copolymers with MAA had more negative zeta …",G Harkes and Jan Feijen and J Dankert,171,12138653706524201178,Biomaterials,9,853-860,Elsevier,Adhesion of Escherichia coli on to a series of poly (methacrylates) differing in charge and hydrophobicity,https://www.sciencedirect.com/science/article/pii/014296129190074K,12,1991
81,"Poly (1, 3-trimethylene carbonate), poly (TMC), has often been regarded as a rubbery polymer that cannot be applied in the biomedical field due to its poor dimensional stability, tackiness and inadequate mechanical properties. In this study we show that high molecular weight, amorphous poly (TMC) is very flexible, tough and has excellent ultimate mechanical properties. A number average molecular weight (M ̄ n) of 100,000 was determined to be a critical value below which the polymer has negligible mechanical properties and poor dimensional stability. This corresponds to a molecular weight that is 40 times higher than the molecular weight between entanglements. The dependency of the mechanical properties levels off at M ̄ n values above 200,000. This very high molecular weight poly (TMC) shows good recovery after mechanical deformation, considering that the only resistance to chain flow is …",Ana Paula Pêgo and Dirk W Grijpma and Jan Feijen,169,3819381786305233098,Polymer,21,6495-6504,Elsevier,"Enhanced mechanical properties of 1, 3-trimethylene carbonate polymers and networks",https://www.sciencedirect.com/science/article/pii/S0032386103006682,44,2003
82,"Biodegradable porous scaffolds for heart tissue engineering were prepared from amorphous elastomeric (co)polymers of 1,3-trimethylene carbonate (TMC) and D,L-lactide (DLLA). Leaching of salt from compression-molded          polymer-salt composites allowed the preparation of highly porous structures in a reproducible fashion. By adjusting the salt particle size and the polymer-to-particle weight ratio in the polymer-salt composite          preparation the pore size and porosity of the scaffolds could be precisely controlled. The thermal properties of the polymers used for scaffold preparation had a strong effect on the morphology, mechanical          properties and dimensional stability of the scaffolds under physiological conditions. Interconnected highly porous structures (porosity, 94%; average pore size, 100 μm) based on a TMC-DLLA copolymer          (19:81, mol%) had suitable mechanical properties and displayed …",AP Pego and B Siebum and MJA Van Luyn and XJ Gallego y Van Seijen and AA Poot and DW Grijpma and J Feijen,169,9414543656234093498,Tissue engineering,5,981-994,"Mary Ann Liebert, Inc.","Preparation of degradable porous structures based on 1, 3-trimethylene carbonate and D, L-lactide (co) polymers for heart tissue engineering",https://www.liebertpub.com/doi/abs/10.1089/107632703322495628,9,2003
83,"Sequential diblock copolymers composed of L‐ and D‐lactic acid residues were synthesized through a living ring‐opening polymerization of L‐ and D‐lactide initiated by aluminium tris(2‐propanolate). The composition of the block copolymers was varied by changing the reaction conditions and monomer over initiator ratio and confirmed by 1H NMR analysis, molecular weight determination and optical rotation measurements. Molecular weights ranged from 1,3 to 2,0 · 104 with 1,2 < M̄w/M̄n < 1,4. Stereocomplex formation in all block copolymers was determined using differential scanning calorimetry showing melting temperatures of about 205°C.",Nobuhiko Yui and Pieter J Dijkstra and Jan Feijen,169,9117397698334885068,Die Makromolekulare Chemie: Macromolecular Chemistry and Physics,3,481-488,Hüthig & Wepf Verlag,Stereo block copolymers of L‐ and D‐lactides,https://onlinelibrary.wiley.com/doi/abs/10.1002/macp.1990.021910303,191,1990
84,"Iwata T, Yamato M, Zhang Z, Mukobata S, Washio K, Ando T, Feijen J, Okano T, Ishikawa I. Validation of human periodontal ligament‐derived cells as a reliable source for cytotherapeutic use. J Clin Periodontol 2010; doi: 10.1111/j.1600‐051X.2010.01597.x.Aim:  Periodontal ligament (PDL) is a reliable cell source for periodontal regeneration. In this study, an optimal protocol for the extraction, expansion, and characterization of human PDL (hPDL) cells was examined for clinical trials.Materials and Methods:  hPDL tissues were obtained from 41 surgically extracted teeth and digested with enzymes. Human adipose‐derived stem cells (hADSCs), bone marrow‐derived mesenchymal stem cells (hBMMSCs), and gingival fibroblasts (hGFs) were used for comparison. For each sample, the proliferative capacity, colony‐forming ability, alkaline phosphatase activity, differentiation ability, the cell surface antigens …",Takanori Iwata and Masayuki Yamato and Zheng Zhang and Shigeki Mukobata and Kaoru Washio and Tomohiro Ando and Jan Feijen and Teruo Okano and Isao Ishikawa,168,759578014728218694,Journal of Clinical Periodontology,12,1088-1099,Blackwell Publishing Ltd,Validation of human periodontal ligament‐derived cells as a reliable source for cytotherapeutic use,https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1600-051X.2010.01597.x,37,2010
85,"Novel ABA triblock copolymers consisting of low molecular weight linear polyethylenimine (PEI) as the A block and poly(ethylene glycol) (PEG) as the B block were prepared and evaluated as polymeric transfectant. The cationic polymerization of 2-methyl-2-oxazoline (MeOZO) using PEG−bis(tosylate) as a macroinitiator followed by acid hydrolysis afforded linear PEI−PEG−PEI triblock copolymers with controlled compositions. Two copolymers, PEI−PEG−PEI 2100−3400−2100 and 4000−3400−4000, were synthesized. Both copolymers were shown to interact with and condense plasmid DNA effectively to give polymer/DNA complexes (polyplexes) of small sizes (<100 nm) and moderate ζ-potentials (∼ +10 mV) at polymer/plasmid weight ratios ≥1.5/1. These polyplexes were able to efficiently transfect COS-7 cells and primary bovine endothelial cells (BAECs) in vitro. For example, PEI−PEG−PEI 4000−3400−4000 …",Zhiyuan Zhong and Jan Feijen and Martin C Lok and Wim E Hennink and Lane V Christensen and James W Yockman and Yong-Hee Kim and Sung Wan Kim,167,8574867760592016356,Biomacromolecules,6,3440-3448,American Chemical Society,"Low molecular weight linear polyethylenimine-b-poly (ethylene glycol)-b-polyethylenimine triblock copolymers: synthesis, characterization, and in vitro gene transfer properties",https://pubs.acs.org/doi/abs/10.1021/bm050505n,6,2005
86,"Nanoparticles of poly(dl-lactic acid) (PDLLA), poly(dl-lactic-co-glycolic acid) (PLGA) and poly(ethylene oxide)–PLGA diblock copolymer (PEO–PLGA) were prepared by the salting-out method. The in vitro degradation of PDLLA, PLGA and PEO–PLGA nanoparticles in PBS (pH 7.4) at 37 °C was studied. The particle size, molecular weight of the polymers and the amount of lactic and glycolic acids formed were followed in time. PDLLA nanoparticles gradually degraded over a period of 2 years and retain their size during that period. A faster degradation was observed for PLGA nanoparticles, which was nearly complete after 10 weeks. PLGA nanoparticles retained their size during that period. In PEO–PLGA nanoparticles, the ester bond connecting the PEO and the PLGA segments was preferentially cleaved, which led to a relatively fast decrease in molecular weight and to (partial) aggregation, as multimodal size …",Miechel LT Zweers and Gerard HM Engbers and Dirk W Grijpma and Jan Feijen,166,16472691136112293814,Journal of controlled release,3,347-356,Elsevier,"In vitro degradation of nanoparticles prepared from polymers based on DL-lactide, glycolide and poly (ethylene oxide)",https://www.sciencedirect.com/science/article/pii/S0168365904004420,100,2004
87,"Polycaprolactone/hydroxyapatite (PCL/HA) composites were prepared by two different procedures. The first one consists of a conventional blending of the polymer and the reinforcement material in an extruder. The second method consists of grafting of PCL on the surface of HA particles. This was achieved by a ring opening polymerization of caprolactone in the presence of HA, where its OH groups act as initiators. By this method, it was possible to obtain, in one step, a composite of PCL and surface modified HA. In both methods different percentages of filler were used to obtain several composites. These composites were characterized with respect to their mechanical properties, in the dry and wet state, by means of tensile tests on compression molded samples. The polymer/filler interface was analyzed by scanning electron microscopy. Water uptake and weight loss degradation experiments were also …",MC Azevedo and RL Reis and MB Claase and DW Grijpma and J Feijen,165,13024839590486377299,Journal of materials science: Materials in medicine,2,103-107,Kluwer Academic Publishers,Development and properties of polycaprolactone/hydroxyapatite composite biomaterials,https://link.springer.com/article/10.1023/A:1022051326282,14,2003
88,"Eight-arm poly(ethylene glycol)−poly(l-lactide), PEG−(PLLA)8, and poly(ethylene glycol)−poly(d-lactide), PEG-(PDLA)8, star block copolymers were synthesized by ring-opening polymerization of either l-lactide or d-lactide at room temperature in the presence of a single-site ethylzinc complex and 8-arm PEG (Mn = 21.8 × 103 or 43.5 × 103) as a catalyst and initiator, respectively. High lactide conversions (>95%) and well-defined copolymers with PLLA or PDLA blocks of the desired molecular weights were obtained. Star block copolymers were water-soluble when the number of lactyl units per poly(lactide) (PLA) block did not exceed 14 and 17 for PEG21800−(PLA)8 and PEG43500−(PLA)8, respectively. PEG−(PLA)8 stereocomplexed hydrogels were prepared by mixing aqueous solutions with equimolar amounts of PEG−(PLLA)8 and PEG−(PDLA)8 in a polymer concentration range of 5−25 w/v % for PEG21800 …",Christine Hiemstra and Zhiyuan Zhong and Liangbin Li and Pieter J Dijkstra and Jan Feijen,163,1674336173935028278,Biomacromolecules,10,2790-2795,American Chemical Society,In-Situ Formation of Biodegradable Hydrogels by Stereocomplexation of PEG−(PLLA)8 and PEG−(PDLA)8 Star Block Copolymers,https://pubs.acs.org/doi/abs/10.1021/bm060630e,7,2006
89,"In this study, PEOT/PBT segmented copolymers of different compositions have been evaluated as possible scaffold materials for the tissue engineering of bone. By changing the composition of PEOT/PBT copolymers, very different mechanical and swelling behaviors are observed. Tensile strengths vary from 8 to 23 MPa and elongations at break from 500 to 1300%. Water-uptake ranges from 4 up to as high as 210%. The in vitro degradation of PEOT/PBT copolymers occurs both by hydrolysis and oxidation. In both cases degradation is more rapid for copolymers with high PEO content. PEOT/PBT scaffolds with varying porosities and pore sizes have been prepared by molding and freeze-drying techniques in combination with particulate-leaching. The most hydrophilic PEOT/PBT copolymers did not sustain goat bone marrow cell adhesion and growth. However, surface modification by gas plasma treatment showed a …",Audrey A Deschamps and Menno B Claase and Warnerie J Sleijster and Joost D de Bruijn and Dirk W Grijpma and Jan Feijen,153,5612860111257734207,Journal of controlled release,1-3,175-186,Elsevier,Design of segmented poly (ether ester) materials and structures for the tissue engineering of bone,https://www.sciencedirect.com/science/article/pii/S0168365901004977,78,2002
