id,abstract,author,cites,cites_id,journal,number,pages,publisher,title,url,volume,year
106,"Endothelial migration is an important process in the formation of blood vessels and the repair of damaged tissue. To study this process in the laboratory, versatile and reliable migration assays are essential. The purpose of this study was to investigate whether the microfluidic version of the conventional wound-healing assay is a useful research tool for vascular science. Endothelial cells were seeded in a 500-μm-wide microfluidic channel. After overnight incubation, cells had formed a viable and confluent monolayer. Then, a wound was generated in this monolayer by flushing the channel with three parallel fluid streams, of which the middle one contained the protease trypsin. By analyzing the closing of the wound over time, endothelial cell migration could be measured. Although the migration rate was two times lower in the microfluidic assay than in the conventional assay, an identical 1.5-times increase in migration …",Andries D Van der Meer and Kim Vermeul and André A Poot and Jan Feijen and István Vermes,131,2310505274786800234,American Journal of Physiology-Heart and Circulatory Physiology,2,H719-H725,American Physiological Society,A microfluidic wound-healing assay for quantifying endothelial cell migration,https://journals.physiology.org/doi/abs/10.1152/ajpheart.00933.2009,298,2010
107,"Collagen matrices, crosslinked using N‐(3‐dimethylaminopropyl)‐N'‐ethylcarbodiimide (E) and N‐hydroxysuccinimide (N), were previously developed as a substrate for endothelial cell seeding of small‐diameter vascular grafts. In the present study, the biocompatibility of various EN‐crosslinked collagen matrices was evaluated following subcutaneous implantation in rats for periods up to 10 weeks. The effects of the crosslink density, referred to as the number of free primary amino groups per 1,000 amino acid residues (EN10, EN14, EN18, or EN22), the amount of heparin immobilized to EN14, and the effect of preloading heparinized EN14 with basic fibroblast growth factor (bFGF) on the induced tissue reaction were studied. EN‐crosslinked collagen was biocompatible at both early and late time intervals, and matrices with high crosslink densities (i.e., EN14, EN10) especially demonstrated a significantly …",PB Van Wachem and JA Plantinga and MJB Wissink and R Beernink and AA Poot and GHM Engbers and T Beugeling and WG Van Aken and J Feijen and MJA Van Luyn,131,13685137434524821248,"Journal of Biomedical Materials Research: An Official Journal of The Society for Biomaterials, The Japanese Society for Biomaterials, and The Australian Society for Biomaterials and the Korean Society for Biomaterials",3,368-378,"John Wiley & Sons, Inc.","In vivo biocompatibility of carbodiimide‐crosslinked collagen matrices: Effects of crosslink density, heparin immobilization, and bFGF loading",https://onlinelibrary.wiley.com/doi/abs/10.1002/1097-4636(20010605)55:3%3C368::AID-JBM1025%3E3.0.CO;2-5,55,2001
108,"A series of aluminum ethyls and isopropoxides based on a bis(pyrrolidene) Schiff base ligand framework has been prepared and characterized. NMR studies of the dissolved complexes indicate that they adopt a symmetric structure with a monomeric, five-coordinated aluminum center core. The aluminum ethyls used as catalysts in the presence of 2-propanol as initiator and the aluminum isopropoxides were applied for lactide polymerization in toluene to test their activities and stereoselectivities. All polymerizations are living, as evidenced by the narrow polydispersities and the good fit between calculated and found number-average molecular weights of the isolated polymers. All of these aluminum complexes polymerized (S,S)-lactide to highly isotactic PLA without epimerization of the monomer, furnished isotactic-biased polymer from rac-lactide, and gave atactic polymer from meso-lactide. The study of kinetics …",Hongzhi Du and Aldrik H Velders and Pieter J Dijkstra and Zhiyuan Zhong and Xuesi Chen and Jan Feijen,130,5140824075202099193,Macromolecules,4,1058-1066,American Chemical Society,Polymerization of lactide using achiral bis (pyrrolidene) schiff base aluminum complexes,https://pubs.acs.org/doi/abs/10.1021/ma802564s,42,2009
109,"A series of copolymers of glycine and DL‐lactic acid with various compositions was synthesized and their in vivo and in vitro degradation behavior was studied. For the in vivo examination, discs of the copolymer films were subcutaneously implanted in rats. The in vitro studies were carried out in phosphate buffer at pH = 7.4 and 37°C. The decrease in molecular weight, the loss of weight, and the tissue reactions of the different copolymers were determined after 2, 5, and 10 weeks. Poly(DL‐lactic acid) was used as reference material. The in vivo and in vitro degradation behavior of the polymers was comparable. The decrease of molecular weight of the copolymers and poly(DL‐lactic acid) in time was similar. The weight loss for copolymers with a higher mole fraction of glycine units started earlier. The copolymer with the highest content of glycine units disappeared completely within 10 weeks both in vivo and in vitro …",JM Schakenraad and P Nieuwenhuis and I Molenaar and Janneke Helder and Pieter J Dijkstra and Jan Feijen,130,6969644428659388043,Journal of biomedical materials research,11,1271-1288,"John Wiley & Sons, Inc.",In vivo and in vitro degradation of glycine/DL‐lactic acid copolymers,https://onlinelibrary.wiley.com/doi/abs/10.1002/jbm.820231105,23,1989
110,"Feather keratins were extracted from chicken feathers with an aqueous solution of urea and 2-mercaptoethanol. The keratin solution obtained was dialyzed to remove the reagents. Upon dialysis, extensive protein aggregation occurred. To obtain stable solutions or dispersions in water, cysteine residues were modified prior to dialysis with iodoacetamide, iodoacetic acid, or bromosuccinic acid, thereby blocking free thiol groups and introducing hydrophilic groups. For the development of biodegradable materials with good mechanical properties from these biopolymers, disulfide bonds between the keratin molecules are needed. Therefore, cysteine residues were only partially modified by using different reagent/cysteine molar ratios. The reaction rate constants of iodoacetate with glutathione and 2-mercaptoethanol were successfully used to predict the degree of modification of keratin cysteine. It was shown that, for …",Peter MM Schrooyen and Piet J Dijkstra and Radulf C Oberthür and Adriaan Bantjes and Jan Feijen,129,9942770599469469057,Journal of agricultural and Food Chemistry,9,4326-4334,American Chemical Society,Partially carboxymethylated feather keratins. 1. Properties in aqueous systems,https://pubs.acs.org/doi/abs/10.1021/jf9913155,48,2000
111,"Tissue engineering offers the opportunity to develop vascular scaffolds that mimic the morphology of natural arteries. We have developed a porous three‐dimensional scaffold consisting of fibres of collagen and elastin interspersed together. Scaffolds were obtained by freeze‐drying a suspension of insoluble type I collagen and insoluble elastin. In order to improve the stability of the obtained matrices, they were cross‐linked by two different methods. A water‐soluble carbodi‐imide, alone or in combination with a diamine, was used for this purpose: zero‐ or non‐zero‐length cross‐links were obtained. The occurrence of cross‐linking was verified by monitoring the thermal behaviour and the free‐amino‐group contents of the scaffolds before and after cross‐linking. Smooth‐muscle cells (SMCs) were cultured for different periods of time and their ability to grow and proliferate was investigated. SMCs were isolated from …",Paula Buijtenhuijs and Laura Buttafoco and Andre A Poot and Willeke F Daamen and Toin H Van Kuppevelt and Pieter J Dijkstra and Rob AI De Vos and Lotus M Th Sterk and Bob RH Geelkerken and Jan Feijen and Istvan Vermes,124,214147534236564616,Biotechnology and applied biochemistry,2,141-149,Blackwell Publishing Ltd,Tissue engineering of blood vessels: characterization of smooth‐muscle cells for culturing on collagen‐and‐elastin‐based scaffolds,https://iubmb.onlinelibrary.wiley.com/doi/abs/10.1042/BA20030105,39,2004
112,"A design for a self-regulating insulin delivery system based on the competitive binding of glucose and glycosylated insulin to the lectin Concanavalin A is proposed. A differnt approach to diabetes therapy is the attempt to effect a permanent cure of the disease by supplementing the patient's defective pancreas with a normally functioning transplant. However, pancreatic transplantation in humans is still in its early stage, and the major problems including rejection of the transplants still remain unsolved. In phas one, eight glycosylated insulin derivatives were synthesized. Maltose was directly coupled to bovine insulin by reductive amination. Succinyl- and giutaryl-glucosamine derivatized insulins were synthesized by a mixed anhydride method using the appropriate substituted glucosamines. Monosaccharide derivatives p-aminophenyl-α-D-glucopyranoside and p-aminophenyl-α-D-mannopyranoside were also …",Seo Young Jeong and Sung Wan Kimn and Marinus JD Eenink and Jan Feijen,122,3073620202594123942,Journal of controlled release,1,57-66,Elsevier,Self-regulating insulin delivery systems I. Synthesis and characterization of glycosylated insulin,https://www.sciencedirect.com/science/article/pii/016836598490021X,1,1984
113,"Diblock copolymers composed of poly(ε‐caprolactone) and poly(L‐lactide) were synthesized via sequential living ring‐opening polymerization of ε‐caprolactone and L‐lactide in dichloromethane initiated by Y5(μ‐O)(OiPr)13 (yttrium isopropoxide). A series of diblock copolymers was synthesized with ε‐caprolactone blocks of constant length (DP = 70) and lactide blocks of varying length (DP = 5–80), with polydispersities of 1,18–1,27. Molecular weights were close to theoretical values. 13C NMR spectroscopy shows the absence of transesterification reactions and racemization. The thermal properties of the block copolymers were studied using differential scanning calorimetry. The block copolymers show a certain degree of phase mixing depending on the length of the poly(L‐lactide) blocks. Crystallization of L‐lactide sequences did not occur when the block length consisted of less than 40 L‐lactic acid residues.",Willem M Stevels and Marc JK Ankone and Pieter J Dijkstra and Jan Feijen,121,1268511809843360221,Macromolecular Chemistry and Physics,4,1153-1161,Hüthig & Wepf Verlag,Well defined block copolymers of ε‐caprolactone and L‐lactide using Y5(μ‐O)(OiPr)13 as an initiator,https://onlinelibrary.wiley.com/doi/abs/10.1002/macp.1995.021960415,196,1995
114,"Trimethylene carbonate (TMC) was copolymerized with d, l‐lactide (DLLA) or with ε‐caprolactone (CL), and the degradation of melt‐pressed solid copolymer films in phosphate‐buffered saline at pH 7.4 and 37° C was followed for a period of over two years. The parent homopolymers were used as reference materials. The degradation profile of TMC‐DLLA‐and TMC‐CL based copolymers was similar and was best described by autocatalyzed bulk hydrolysis, preferentially of ester bonds. The hydrolysis rates varied by two orders of magnitude, depending on polymer composition and physical characteristics under the degradation conditions. TMC‐DLLA copolymers degraded faster than the parent homopolymers. The copolymers lost their tensile strength in less than five months, after which mass loss occurred. Copolymers with 50 or 80 mol‐% of TMC underwent total degradation in eleven months. For TMC‐CL …",Ana Paula Pêgo and André A Poot and Dirk W Grijpma and Jan Feijen,120,12844598979899868878,Macromolecular bioscience,9,411-419,WILEY‐VCH Verlag,In vitro degradation of trimethylene carbonate based (co) polymers,https://onlinelibrary.wiley.com/doi/abs/10.1002/mabi.200290000,2,2002
115,"Amphiphilic multiblock copolymers, based on hydrophilic poly(ethylene glycol) (PEG) blocks and hydrophobic poly(butylene terephthalate) (PBT) blocks were used as matrix material for protein-loaded microspheres. The efficiency of lysozyme entrapment by a double emulsion method was found to depend on the swelling behavior of the polymers in water and decreased from 100% for polymers with a degree of swelling of less than 1.8 to 11% for PEG–PBT copolymers with a degree of swelling of 3.6. The particle size could be controlled by varying the concentration of the polymer solution used in the microsphere preparation. An increase in the polymer concentration resulted in a proportional increase in the particle size. The in vitro release profiles of the encapsulated model protein lysozyme could be precisely tailored by variation of the copolymer composition and the size of the microspheres. Both a slow …",JM Bezemer and R Radersma and DW Grijpma and PJ Dijkstra and CA Van Blitterswijk and J Feijen,120,5770863644507793480,Journal of controlled release,2-3,249-260,Elsevier,Microspheres for protein delivery prepared from amphiphilic multiblock copolymers: 2. Modulation of release rate,https://www.sciencedirect.com/science/article/pii/S0168365900002121,67,2000
116,"High molecular weight statistical copolymers of 1,3-trimethylene carbonate (TMC) and D,L-lactide (DLLA) were synthesized and characterized with the aim of assessing their potential in the development of degradable and flexible materials for application in the biomedical field. Under the applied polymerization conditions (130 °C, 3 days using stannous octoate as a catalyst) monomer conversion was high or almost complete, and high molecular weight polymers (_M  n  above 170 000) were obtained. Significant improvement of the mechanical performance of these materials was observed in comparison to results previously reported for TMC and DLLA based copolymers of lower molecular weight. For the entire range of compositions the polymers are amorphous with a glass transition temperature ranging between −17 °C for poly(TMC) and 53 °C for poly(DLLA). The polymers vary from …",Ana Paula Pêgo and André A Poot and Dirk W Grijpma and Jan Feijen,119,5251984042290255158,Journal of Materials Science: Materials in Medicine,9,767-773,Kluwer Academic Publishers,"Physical properties of high molecular weight 1, 3-trimethylene carbonate and D, L-lactide copolymers",https://link.springer.com/article/10.1023/A:1025084304766,14,2003
117,"A number of samples of poly(D,L‐lactic acid) (PLA) with weight‐average molecular weights M̄w in the range 15,000–350,000 were prepared by a ring‐opening polymerization. The molecular weight distributions (MWDs) of these samples were determined by gel permeation chromatography (GPC). The method involves a universal calibration of the columns on the basis of polystyrene standards and a rapid iteration algorithm leading to the establishment of the Mark–Houwink relationship. In addition, osmometry and viscometry data are presented. The effect of hydrolytic degradation on the MWD of two PLA samples was studied by GPC.",JAPP Van Dijk and JAM Smit and FE Kohn and Jan Feijen,119,6934918439362171669,Journal of Polymer Science: Polymer Chemistry Edition,1,197-208,"John Wiley & Sons, Inc.","Characterization of poly(D,L‐lactic acid) by gel permeation chromatography",https://onlinelibrary.wiley.com/doi/abs/10.1002/pol.1983.170210121,21,1983
118,"Biodegradable polymeric nanocarriers are one of the most promising systems for targeted and controlled drug and gene delivery. They have shown several unique advantages such as excellent biocompatibility, prolonged circulation time, passive tumor targeting via the enhanced permeability and retention (EPR) effect, and degradation in vivo into nontoxic products after completing their tasks. The current biodegradable drug and gene delivery systems exhibit, however, typically low in vivo therapeutic efficacy, due to issues of low loading capacity, inadequate in vivo stability, premature cargo release, poor uptake by target cells, and slow release of therapeutics inside tumor cells. To overcome these problems, a variety of advanced drug and gene delivery systems has recently been designed and developed based on functional biodegradable polycarbonates and copolymers. Notably, polycarbonates and …",Wei Chen and Fenghua Meng and Ru Cheng and Chao Deng and Jan Feijen and Zhiyuan Zhong,117,8009942777716372066,,,398-414,Elsevier,Advanced drug and gene delivery systems based on functional biodegradable polycarbonates and copolymers,https://www.sciencedirect.com/science/article/pii/S0168365914003265,190,2014
119,"A commercial calcium dimethoxide and an in-situ generated calcium methoxide prepared from bis(tetrahydrofuran)calcium bis[bis(trimethylsilyl)amide] and methanol, were investigated as initiators for the ring-opening polymerization of ε-caprolactone and L-lactide. Commercial calcium dimethoxide initiated rapid ε-caprolactone polymerization at 120°C in bulk to give quantitatively a polymer with a polydispersity index around 1.3. Significant racemization was observed for L-lactide polymerization. The In-situ formed calcium methoxide promoted the solution polymerization of both ε-caprolactone and L-lactide to high conversion at room temperature over a short time period, yielding the corresponding polyesters with narrow molecular weight distribution. NMR spectra showed that the poly(L-lactide) isolated had a purely isotactic microstructure. The initiator efficiency could be tuned by varying the molar …",Zhiyuan Zhong and Marc JK Ankoné and Pieter J Dijkstra and Christin Birg and Matthias Westerhausen and Jan Feijen,117,15767560660851543062,Polymer Bulletin,1,51-57,Springer-Verlag,Calcium methoxide initiated ring-opening polymerization of ε-caprolactone and L-lactide,https://link.springer.com/article/10.1007/s002890170088,46,2001
120,"A series of poly(ethylene) (PE) films with different degrees of crystallinity was treated with a radio-frequency tetrafluoromethane (CF4) gas plasma (48−49 W, 0.06−0.07 mbar, and continuous vs pulsed treatment). The etching behavior and surface chemical and structural changes of the PE films were studied by weight measurements, X-ray photoelectron spectroscopy (XPS), static and dynamic water contact angle measurements, scanning electron microscopy (SEM), and atomic force microscopy (AFM). With increasing crystallinity (14−59%) of PE, a significant and almost linear decrease of the etching rate was found, ranging from 50 Å/min for linear low-density poly(ethylene) (LLDPE) to 35 Å/min for high-density poly(ethylene) (HDPE). XPS analysis revealed that after CF4 plasma treatment the PE surfaces were highly fluorinated up to F/C ratios of 1.6. Moreover, CF4 plasma treatment of PE resulted in extremely …",MB Olde Riekerink and JGA Terlingen and GHM Engbers and J Feijen,117,3021624282467325248,Langmuir,14,4847-4856,American Chemical Society,Selective Etching of Semicrystalline Polymers:  CF4 Gas Plasma Treatment of Poly(ethylene),https://pubs.acs.org/doi/abs/10.1021/la990020i,15,1999
121,"In this study, injectable hydrogels were prepared by horseradish peroxidase-mediated co-crosslinking of dextran–tyramine (Dex–TA) and heparin–tyramine (Hep–TA) conjugates and used as scaffolds for cartilage tissue engineering. The swelling and mechanical properties of these hydrogels can be easily controlled by the Dex–TA/Hep–TA weight ratio. When chondrocytes were incorporated in these gels, cell viability and proliferation were highest for gels with a 50/50 weight ratio of Dex–TA/Hep–TA. Moreover, these hydrogels induced an enhanced production of chondroitin sulfate and a more abundant presence of collagen as compared to Dex–TA hydrogels. The results indicate that injectable Dex–TA/Hep–TA hydrogels are promising scaffolds for cartilage regeneration.",Rong Jin and Liliana S Moreira Teixeira and Pieter J Dijkstra and Clemens A van Blitterswijk and Marcel Karperien and Jan Feijen,116,854130813149683087,Journal of controlled release,1,186-195,Elsevier,Chondrogenesis in injectable enzymatically crosslinked heparin/dextran hydrogels,https://www.sciencedirect.com/science/article/pii/S016836591100037X,152,2011
122,"Feather keratins were extracted from chicken feathers with aqueous solutions of urea and 2-mercaptoethanol. After filtration of the insoluble residue, a feather keratin solution was obtained. Removal of 2-mercaptoethanol and urea by dialysis resulted in aggregation of the keratin polypeptide chains and oxidation of the cysteine residues to afford a gel. The addition of sodium dodecyl sulfate (SDS) to the keratin solution prior to dialysis prevented extensive aggregation of the keratin chains. The effect of the addition of various quantities of SDS on the rate of aggregation of the polypeptide chains and the rate of oxidation of cysteine residues during dialysis was studied. With size exclusion chromatography, it was found that lower initial SDS/keratin ratios (0.125–0.5 g SDS/g keratin) resulted in larger SDS–keratin complexes. This indicates that more intermolecular cross-links had formed. Higher SDS/keratin ratios (1–2 g …",Peter MM Schrooyen and Pieter J Dijkstra and Radulf C Oberthür and Adriaan Bantjes and Jan Feijen,116,18088998498726272827,Journal of Colloid and Interface Science,1,30-39,Academic Press,Stabilization of solutions of feather keratins by sodium dodecyl sulfate,https://www.sciencedirect.com/science/article/pii/S0021979701976738,240,2001
123,"A time-release chemical delivery system in which a bioactive compound is attached to a polymeric biodegradable carrier by a hydrolyzable bond is disclosed. The bioactive compound can either be bound directly to the polymer or be attached to the polymer via a spacer group. The composition of the system is particularly effective for delivering medication systemically to a host animal over a prolonged period of time after being surgically implanted or injected subcutaneously. Biodegradable condensation polymers having reactive pendant groups, for example, poly-L-(glutamic acid), or derivatized poly-L-(glutamic acid) are effective as polymeric carriers.",,116,3639942071284072016,,,,,Time-release chemical delivery system,https://patents.google.com/patent/US4356166A/en,,1982
124,"In local drug delivery, nanoparticles based on biodegradable polymers can function as vehicles with controlled drug‐release properties. To achieve a well‐controlled drug‐release profile, control over the particle size is of great importance. Therefore, biodegradable polyester nanoparticles were prepared by the salting‐out method. Process variables were varied to study the effect on the particle size. The monodisperse particles obtained were between 100 and 400 nm in size and spherical in shape. It was found that the particle size could be adjusted by varying the preparation conditions upon which the polymer concentration had the most pronounced effect. © 2003 Wiley Periodicals, Inc. J Biomed Mater Res Part B: Appl Biomater 66B: 559–566, 2003",Miechel LT Zweers and Dirk W Grijpma and Gerard HM Engbers and Jan Feijen,113,16609317369030836986,"Journal of Biomedical Materials Research Part B: Applied Biomaterials: An Official Journal of The Society for Biomaterials, The Japanese Society for Biomaterials, and The Australian Society for Biomaterials and the Korean Society for Biomaterials",2,559-566,"Wiley Subscription Services, Inc., A Wiley Company",The preparation of monodisperse biodegradable polyester nanoparticles with a controlled size,https://onlinelibrary.wiley.com/doi/abs/10.1002/jbm.b.10046,66,2003
125,"Synthetic, absorbable, polymeric materials are frequently used in medicine and surgery'.'), for example as sutures3), carrier systems for the controlled release of drugs4) or as resorbable prostheses in orthopedic surgery'). Two important classes of synthetic biodegradable polymers are poly (a-amino acid) s and poly (a-hydroxy acid) s. Copolymers of a-amino acids and (Y-hydroxy acids, which are called polydepsipeptides, may be a valuable addition to the existing series of synthetic biodegradable polymers.Until now, linear, alternating polydepsipeptides were synthesized only at a very small scale, in order to study their conformational properties6-l'). The starting materials for the polymerization were always preformed tetra-and sometimes didepsipeptide monomers, synthesized via a multi-step synthetic route. High molecular weight polymers of lactic acid and glycolic acid can easily be obtained by melt polymerization of the cyclic monomers, dilactide and diglycolide, respective1yl2). Ring-opening polymerization of 2, 5-morpholinedione derivatives (A) would be an attractive route to obtain various linear alternating polydepsipeptides B in a more facile way.",Janneke Helder and Frits E Kohn and S hji Satob and Johannes W can den Berg and Jan Feijen,113,3708960462788037294,,,,,"Synthesis of poIy [oxyethyIidenecarbonyIimino-(Zoxoethylene)][po~ y (g~ ycine-D, L-~ actic acid)] by ring opening polymerization",https://core.ac.uk/download/pdf/11474285.pdf,,1985
126,"Morpholine‐2,5‐dione derivatives having substituents with benzyl‐protected carboxylic acid, benzyloxycarbonyl‐protected amine and p‐methoxy‐protected thiol groups, respectively, were prepared in 29–58% yield by cyclization of the corresponding N‐[(2RS)‐bromopropionyl]‐L‐amino acids. Polyesteramides with protected pendant functional groups were obtained by ring‐opening copolymerization of either ϵ‐caprolactone or DL‐lactide with morpholine‐2,5‐dione derivatives having protected functional substituents. The copolymerizations were carried out in the bulk at 130°C using stannous octoate as an initiator and using low mole fractions (0,05, 0,10 and 0,20) of morpholine‐2,5‐dione derivatives in the feed. The molecular weight of the resulting copolymers ranged from 1,4 to 8,3 · 104. The ring‐opening homopolymerization of morpho‐line‐2,5‐dione derivatives with protected functional substituents was not …",Peter JA in't Veld and Pieter J Dijkstra and Jan Feijen,111,328721787929251715,Die Makromolekulare Chemie: Macromolecular Chemistry and Physics,11,2713-2730,Hüthig & Wepf Verlag,Synthesis of biodegradable polyesteramides with pendant functional groups,https://onlinelibrary.wiley.com/doi/abs/10.1002/macp.1992.021931101,193,1992
127,"Synthetic bioabsorbable polymers, like poly (a-hydroxy acids) and poly (a-amino acids), are of great interest for biomedical applications such as surgical sutures or drug delivery systems1g2). Important requirements for the use of bioabsorbable polymers are a predictable rate of biodegradation, suitable mechanical properties and lack of formation of toxic products. For application in drug delivery systems the materials should be suitable to prepare membranes or matrices having the required permeability for drugs.Since the properties of homopolymers can only be slightly modified by varying the molecular weight or crystallinity, copolymers are required to provide materials with a wider range in properties. Gilding and Reed3) reported that lactic/glycolic acid copolymers show a wide range of properties depending on their compositions. Copolymers of a-amino acids and a-hydroxy acids could be a valuable addition to the existing bioabsorbable polymers. Since these polymers contain both ester and amide groups, their biodegradation behaviour will be different from the homo polymer^^).",Janneke Helder and Jan Feijen and Seung Jin Lee and Sung Wan Kim,111,15760121101607245846,"Die Makromolekulare Chemie, Rapid Communications",4,193-198,Hüthig & Wepf Verlag,"Copolymers of D,L‐lactic acid and glycine",https://research.utwente.nl/files/6736652/Helder86copolymers.pdf,7,1986
128,"Biodegradable hollow fibres of poly-l-lactic acid (PLLA) filled with a suspension of the contraceptive hormone levonorgestrel in castor oil were implanted subcutaneously in rats to study the rate of drug release, rate of biodegradation and tissue reaction caused by the implant. The in vivo drug release was compared with the release in vitro using different release media. Fibres, disinfected with alcohol showed a zero-order release, both in vitro and in vivo, for over 6 months. Fibres, either γ-sterilized or disinfected with alcohol were harvested at time intervals ranging from 1 d to 6 months after implantation. Molecular weights of PLLA, tensile strengths, and remaining amounts of drug were determined as a function of time. The tissue reaction can be described as a very moderate foreign body reaction with the initial presence of macrophages, which are gradually replaced by fibroblasts which form a collagen capsule …",JM Schakenraad and JA Oosterbaan and P Nieuwenhuis and I Molenaar and J Olijslager and W Potman and MJD Eenink and Jan Feijen,110,10563269348789632175,Biomaterials,1,116-120,Elsevier,Biodegradable hollow fibres for the controlled release of drugs,https://www.sciencedirect.com/science/article/pii/0142961288900828,9,1988
129,"In situ forming reduction-sensitive degradable nanogels were designed and developed based on poly(ethylene glycol)-b-poly(2-(hydroxyethyl) methacrylate-co-acryloyl carbonate) (PEG-P(HEMA-co-AC)) block copolymers for efficient loading as well as triggered intracellular release of proteins. PEG-P(HEMA-co-AC) copolymers were prepared with controlled Mn of 9.1, 9.5, and 9.9 kg/mol and varying numbers of AC units per molecule of 7, 9 and 11, respectively (denoted as copolymer 1, 2, and 3) by reversible addition–fragmentation chain transfer copolymerization. These copolymers were freely soluble in phosphate buffer but formed disulfide-cross-linked nanogels with defined sizes ranging from 72.5 to 124.1 nm in the presence of cystamine via ring-opening reaction with cyclic carbonate groups. The sizes of nanogels decreased with increasing AC units as a result of increased cross-linking density. Dynamic light …",Wei Chen and Meng Zheng and Fenghua Meng and Ru Cheng and Chao Deng and Jan Feijen and Zhiyuan Zhong,109,6211425984718462219,Biomacromolecules,4,1214-1222,American Chemical Society,In situ forming reduction-sensitive degradable nanogels for facile loading and triggered intracellular release of proteins,https://pubs.acs.org/doi/abs/10.1021/bm400206m,14,2013
130,"Gelatin gels were applied to porous Dacron meshes with the aim of using these gels for local drug delivery. In this article, the biocompatibility and degradation of gelatin gels with different crosslink densities applied in Dacron were studied in vivo by subcutaneous implantation in rats. Dacron discs were treated with carbon dioxide gas plasma to improve hydrophilicity, and subsequently impregnated with gelatin type B. The gelatin samples were crosslinked to different extents using various amounts of water‐soluble carbodiimide (EDC) and N‐hydroxysuccinimide (NHS). After 6 h, 2, 5, and 10 days, and 3, 6, and 10 weeks of postimplantation, the tissue reactions and biodegradation were studied by light microscopy. The early reaction of macrophages and polymorphonuclear cells to crosslinked gelatin was similar to or milder than Dacron. Giant cell formation was predominantly aimed at Dacron fibers and was …",AJ Kuijpers and PB Van Wachem and MJA Van Luyn and JA Plantinga and GHM Engbers and J Krijgsveld and SAJ Zaat and J Dankert and Jan Feijen,109,8736262835747087907,"Journal of Biomedical Materials Research: An Official Journal of The Society for Biomaterials, The Japanese Society for Biomaterials, and The Australian Society for Biomaterials and the Korean Society for Biomaterials",1,136-145,"John Wiley & Sons, Inc.",In vivo compatibility and degradation of crosslinked gelatin gels incorporated in knitted Dacron,https://onlinelibrary.wiley.com/doi/abs/10.1002/(SICI)1097-4636(200007)51:1%3C136::AID-JBM18%3E3.0.CO;2-W,51,2000
131,"Polymer networks were prepared by photocross-linking fumaric acid monoethyl ester (FAME) functionalized, three-armed poly(d,l-lactide) oligomers using N-vinyl-2-pyrrolidone (NVP) as diluent and comonomer. The use of NVP together with FAME-functionalized oligomers resulted in copolymerization at high rates, and networks with gel contents in excess of 90% were obtained. The hydrophilicity of the poly(d,l-lactide) networks increases with increasing amounts of NVP, networks containing 50 wt % of NVP absorbed 40% of water. As the amount of NVP was increased from 30 to 50 wt %, the Young’s modulus after equilibration in water decreased from 0.8 to 0.2 GPa, as opposed to an increase from 1.5 to 2.1 GPa in the dry state. Mouse preosteoblasts readily adhered and spread onto all prepared networks. Using stereolithography, porous structures with a well-defined gyroid architecture were prepared from these …",Janine Jansen and Ferry PW Melchels and Dirk W Grijpma and Jan Feijen,108,16697882023152076406,Biomacromolecules,2,214-220,American Chemical Society,"Fumaric Acid Monoethyl Ester-Functionalized Poly(d,l-lactide)/N-vinyl-2-pyrrolidone Resins for the Preparation of Tissue Engineering Scaffolds by Stereolithography",https://pubs.acs.org/doi/abs/10.1021/bm801001r,10,2009
132,"The influence of porosity on the degradation rate of poly(L-lactic acid) (PLLA) films was investigated in vitro and in vivo. Non-porous, porous and “combi” (porous with a non-porous layer) PLLA films were used. Changes in Mw, Mn, polydispersity (Mw/Mn) ratio, melting temperature (T m), heat of fusion, tensile strength, E-modulus, mass and the remaining surface area of cross-sections of the PLLA films were measured. In general, during the degradation process, the porous film has the highest Mw, Mn, Mw/Mn ratio and T m, while the non-porous film has the lowest. In contrast, the highest heat of fusion values were observed for the non-porous film, indicating the presence of relatively smaller molecules forming crystalline domains more easily. The tensile strength and E-modulus of the non-porous film decrease faster than those of the porous and the combi film. None of the three types of films showed massive …",KH Lam and P Nieuwenhuis and I Molenaar and H Esselbrugge and J Feijen and PJ Dijkstra and JM Schakenraad,108,12527272765860096467,Journal of Materials Science: Materials in Medicine,4,181-189,Kluwer Academic Publishers,Biodegradation of porous versus non-porous poly (L-lactic acid) films,https://link.springer.com/content/pdf/10.1007/BF00121086.pdf,5,1994
133,"We investigated commercially available dermal sheep collagen either cross-linked with hexamethylenediisocyanate, or cross-linked with glutaraldehyde. In previous in vitro studies we could discriminate primary, i.e. extractable, and secondary cytotoxicity, due to cell-biomaterial interactions, i.e. enzymatic actions. To develop dermal sheep collagen for clinical applications, we focused in this study on the release, e.g. elimination, of secondary cytotoxicity over time. We used the universal 7 d methylcellulose cell culture with human skin fibroblasts as a test system. Hexamethylenediisocyanate-cross-linked dermal sheep collagen and glutaraldehyde-cross-linked dermal sheep collagen were tested, with intervals of 6 d, over a culture period of 42 d. With hexamethylenediisocyanate-cross-linked dermal sheep collagen, cytotoxicity, i.e. cell growth inhibition and deviant cell morphology, was eliminated after 18 d of …",MJA Van Luyn and PB Van Wachem and LHH Olde Damink and PJ Dijkstra and J Feijen and P Nieuwenhuis,108,17079122954519965075,Biomaterials,14,1017-1024,Elsevier,Secondary cytotoxicity of cross-linked dermal sheep collagens during repeated exposure to human fibroblasts,https://www.sciencedirect.com/science/article/pii/014296129290153F,13,1992
