id,abstract,author,cites,cites_id,journal,number,pages,publisher,title,url,volume,year
5294,"Polymer blending has been intensively investigated in recent decades because it is a simple way to achieve high-performance polymeric materials. It has been demonstrated that the properties of polymer blends are largely determined by its phase morphology. Recently, a change of sea-island morphology to a unique co-continuous-like structure was observed by adding a small amount of filler particles with self-networking capability in polymer blends. The formation of co-continuous-like structure can impart polymer blends with a good stiffness-toughness balance. However, the underlying mechanism for the formation and evolution of this structure is still not clear. In this work, three types of carbon black (CB) with different self-networking capabilities was used to tailor the phase morphology of polylactide (PLA)/poly(ether)urethane (PU) blend with fixed ratio (85/15 wt/wt). It was found that adding CB with high self …",Hao Xiu and Yan Zhou and Chunmei Huang and Hongwei Bai and Qin Zhang and Qiang Fu,30,15970803251949726381,Polymer,,11-21,Elsevier,Deep insight into the key role of carbon black self-networking in the formation of co-continuous-like morphology in polylactide/poly (ether) urethane blends,https://www.sciencedirect.com/science/article/pii/S0032386115303207,82,2016
5295,"In this paper, we demonstrate the enhanced photodegradation of rhodamine B on polarized ferroelectric KNbO3 (KNO) particles. High-quality KNO samples were prepared using a solid-state reaction and polarized under different electric fields. The variation of XRD and piezoelectric coefficient (d33) suggest an increased intensity of the ferroelectric polarization in the polarized samples. In contrast to the slow photodegradation rate of unpolarized KNO, the normalized photodegradation reaction rate constant was remarkably increased to 0.317 min−1 by the polarized KNO. The longer photoluminescence lifetime indicates that the enhancement of photocatalytic activity in polarized ferroelectric KNO powder is mainly attributed to the enhanced internal field. We believe this work may open up new avenues in photocatalysis using polarized ferroelectric materials.",Qiang Fu and Xianjie Wang and Changyu Li and Yu Sui and Yaping Han and Zhe Lv and Bo Song and Ping Xu,30,5795073340045288976,RSC advances,110,108883-108887,Royal Society of Chemistry,Enhanced photocatalytic activity on polarized ferroelectric KNbO 3,https://pubs.rsc.org/no/content/articlehtml/2016/ra/c6ra23344a,6,2016
5296,"One of the challenges in the precise synthesis of giant surfactants lies in the homogenous functionalization of a head with bulky ligands. In this article, we report the use of thiol-Michael “click” chemistry as a facile, modular and robust approach to address this issue. A giant surfactant with acryloxyl-functionalized POSS (ACPOSS) head was conveniently constructed from commercially available acrylo POSS and polystyrene (PS). Functional thiols with different sizes, such as 2-mercaptoethanol, 1H,1H,2H,2H-perfluoro-1-decanethiol, 1-thio-β-D-glucose tetraacetate (sugar-SH), and 2-naphthalenethiol, were attached onto the head of the ACPOSS-PS conjugate by thiol-Michael and thiol–ene reactions. It was found that while both the methods offer a straightforward and highly efficient approach to prepare uniform and precise giant surfactants with small thiol ligands, only the former proceeds without apparent side …",Yiwen Li and Hao Su and Xueyan Feng and Zhao Wang and Kai Guo and Chrys Wesdemiotis and Qiang Fu and Stephen ZD Cheng and Wen-Bin Zhang,30,4184603333196708016,Polymer Chemistry,21,6151-6162,Royal Society of Chemistry,Thiol-Michael “click” chemistry: another efficient tool for head functionalization of giant surfactants,https://pubs.rsc.org/en/content/articlehtml/2014/py/c4py01103a,5,2014
5297,"Here, we report some unique crystalline morphologies of poly(lactic acid) (PLA) via organic solvent-induced crystallization. It was revealed that the surface morphology of PLA can be fine tuned by simply varying the volume ratio of a mixed solvent (acetone/ethanol). By increasing the ethanol content in the mixed solvent, we observed a morphological evolution of PLA surface from spherulite to shish–kebab and bamboo-cage-like structure. It was also interesting to find that the initial surface structure of PLA plays an important role to determine the final solvent-induced crystalline morphology. This work provides a new method for manipulating PLA crystal morphology through a simple solvent-induced crystallization.",Jian Gao and Lingyan Duan and Guanghui Yang and Qin Zhang and Mingbo Yang and Qiang Fu,30,16421395969455831646,Applied surface science,,528-535,North-Holland,Manipulating poly (lactic acid) surface morphology by solvent-induced crystallization,https://www.sciencedirect.com/science/article/pii/S0169433212014286,261,2012
5298,"In this article, molecular orientation of crystalline and amorphous phases of both linear low-density polyethylene (LLDPE) and isotactic polypropylene (iPP) and epitaxy in the LLDPE/iPP blends prepared via dynamic packing injection molding have been investigated with the aid of polarized Fourier transform infrared (FTIR) spectroscopy and two-dimensional X-ray scattering (2D-WAXS). In LLDPE-rich blends, LLDPE was oriented along the shear flow direction, and iPP kept very low orientation. No epitaxial growth between LLDPE and iPP was observed. However, for the blends with LLDPE content less than 50 wt %, where iPP was the matrix and LLDPE formed the droplets, iPP was highly oriented along shear flow direction and LLDPE epitaxially grew onto iPP. The contact planes were (100)LLDPE and (010)iPP, and LLDPE molecules were about 50° apart from the shear direction. The epitaxy fraction in LLDPE …",Run Su and Ke Wang and Qin Zhang and Feng Chen and Qiang Fu and Wenfei Xu and Bing Na,30,14131014863187466318,The Journal of Physical Chemistry B,21,7423-7429,American Chemical Society,Orientation and epitaxy in the injection-molded bars of linear low-density polyethylene/isotactic polypropylene blends: an infrared dichroism measurement,https://pubs.acs.org/doi/abs/10.1021/jp900625b,113,2009
5299,"As a continuation of our previous works on exploring shear-induced epitaxial crystallization of polyolefin blends during practical molding processing [Na et al. Polymer 2005; 46, 819 and 5258], the present study focused on the importance of molecular weight on the formation of epitaxial structure in injection-molded bars of high-density polyethylene (HDPE)/isotactic polypropylene (iPP) blends. By choosing two kinds of HDPE and two kinds of iPP with high molecular weight or low molecular weight, four blends with different molecular weight combinations can be designed. After making the blends via melt mixing, the injection-molded bars were prepared in a so-called dynamic packing injection molding equipment where repeated shearing was imposed on the melts during the solidification stage. Crystal structure and orientation were estimated mainly through 2D-WAXD. Our results indicated that an appropriate …",Run Su and Ke Wang and Ping Zhao and Qin Zhang and Rongni Du and Qiang Fu and Liangbin Li and Lin Li,30,13847792998449025866,Polymer,15,4529-4536,Elsevier,Shear-induced epitaxial crystallization in injection-molded bars of high-density polyethylene/isotactic polypropylene blends,https://www.sciencedirect.com/science/article/pii/S0032386107005666,48,2007
5300,"The orientation of polymer chain has a great effect on its mechanical properties, therefore, it is always an important issue on how to characterize, accurately and quickly, the orientation of polymer chain during processing. In this article, according to the property that ultrasound travels in different velocities in anisotropic media, normal incident shear wave was utilized to explore the orientation structure of HDPE/iPP blends obtained by dynamic packing injection molding. The ultrasonic technique is consistent with the 2D-WAXS in charactering the orientation degree of polymer chains, although ultrasonic technique focuses on the overall orientation of polymer blends while the 2D-WAXS reveals the crystalline orientation of each component. Our work demonstrates that ultrasonic technique might be a reliable, fast and easy way to characterize the orientation structure of crystalline polymer blends. The ultrasonic …",Bobing He and Xue Yuan and Hong Yang and Hong Tan and Lingxi Qian and Qin Zhang and Qiang Fu,30,14430967148308210377,Polymer,7,2448-2454,Elsevier,Ultrasonic measurement of orientation in HDPE/iPP blends obtained by dynamic packing injection molding,https://www.sciencedirect.com/science/article/pii/S003238610600173X,47,2006
5301,"The formation of phase morphology of injection molded HDPE/EVA blends, under the effect of shear stress, has been investigated in detail. The shear stress was induced by dynamic packing injection molding, by which a specimen is forced to move repeatedly in the model by two pistons that move reversibly with the same frequency during cooling. Two kinds of EVA with VA content 16 wt% (16EVA) and 33 wt% (33EVA) were used to investigate the effect of interfacial tension. The phase morphology was viewed both parallel and perpendicular to the shear flow direction, so one can get an overall three-dimensional phase morphology. Low shear stress provided by the pistons has a substantial effect on the phase morphology along the flow direction but is insignificant in the direction perpendicular to the flow direction. Generally, a much elongated and layer-like structure is formed along the flow direction, and spherical …",Bing Na and Qin Zhang and Yong Wang and Rongni Du and Qiang Fu,30,17804715980596557157,Polymer,19,5737-5747,Elsevier,Three-dimensional phase morphologies in HDPE/EVA blends obtained via dynamic injection packing molding,https://www.sciencedirect.com/science/article/pii/S003238610300524X,44,2003
5302,"In this article, the polydispersity of the ethylene sequence length (ESL) in ethylene/α‐olefin copolymers was studied by atomic force microscopy (AFM) and the thermal‐fractionation technique. The crystal morphology observation by AFM showed that morphology changed gradually with decreasing average ESL from complete lamellae over shorter and more curved lamellae to a granular‐like morphology, and the mixed morphology was observed after stepwise crystallization from phase‐separated melt. This result indicated that the ethylene sequence with different lengths crystallized into a crystalline phase with a different size and stability at the copolymer systems. The thermal‐fractionation technique was used to characterize the polydispersity of ESL. Three of the following statistical terms were introduced to describe the distribution of ESL and the lamellar thickness: the arithmetic mean L̄n, the weight mean L̄w …",Fajun Zhang and Jieping Liu and Qiang Fu and Haiying Huang and Zhijun Hu and Shuang Yao and Xiuyu Cai and Tianbai He,30,5745935847356511636,Journal of Polymer Science Part B: Polymer Physics,9,813-821,"Wiley Subscription Services, Inc., A Wiley Company",Polydispersity of ethylene sequence length in metallocene ethylene/α‐olefin copolymers. I. Characterized by thermal‐fractionation technique,https://onlinelibrary.wiley.com/doi/abs/10.1002/polb.10145,40,2002
5303,"Stretchable and wearable sensors with active response to various environmental stimuli possess numerous potential applications in stretchable electronics, motion sensors, environmental monitoring, and so on. Herein, we report a new method to realize control on the local conductive networks of strain sensors, thus, their sensing behavior. These multifunctional crack-based sensors were prepared via spray coating a mixture of carbon nanotube (CNT) and 3-aminopropyltriethoxysilane (KH550) with various ratios onto polydimethylsiloxane (PDMS). The conductive CNT/KH550 layer exhibits brittle mechanical behavior which triggers the formation of cracks upon stretching. This is thought to be responsible for the observed electromechanical behavior. These sensors exhibit adjustable gauge factors of 5–1000, stretchability (ε) of 2–250%, linearity (nonlinearity–linearity) and high durability over 1000 stretching …",Xin Zhou and Li Zhu and Li Fan and Hua Deng and Qiang Fu,29,13861777485794780627,ACS applied materials & interfaces,37,31655-31663,American Chemical Society,"Fabrication of highly stretchable, washable, wearable, water-repellent strain sensors with multi-stimuli sensing ability",https://pubs.acs.org/doi/abs/10.1021/acsami.8b11766,10,2018
5304,"Fine control over the architecture and/or microstructure of synthetic polymers is fast becoming a reality owing to the development of efficient and versatile polymerization techniques and conjugation reactions. However, the transition of these syntheses to automated, programmable, and high‐throughput operating systems is a challenging step needed to translate the vast potential of precision polymers into machine‐programmable polymers for biological and functional applications. Chain‐growth polymerizations are particularly appealing for their ability to form structurally and chemically well‐defined macromolecules through living/controlled polymerization techniques. Even using the latest polymerization technologies, the macromolecular engineering of complex functional materials often requires multi‐step syntheses and purification of intermediates, and results in sub‐optimal yields. To develop a proof‐of‐concept …",Amin Reyhani and Thomas G McKenzie and Hadi Ranji‐Burachaloo and Qiang Fu and Greg G Qiao,29,5437934397341153967,Chemistry–A European Journal,30,7221-7226,,Fenton‐RAFT Polymerization: An “On‐Demand” Chain‐Growth Method,https://chemistry-europe.onlinelibrary.wiley.com/doi/abs/10.1002/chem.201701410,23,2017
5305,"The Li(Li0.18Ni0.15Co0.15Mn0.52)O2 cathode material is modified by a Li4M5O12-like heterostructure and a BiOF surface layer. The interfacial heterostructure triggers the layered-to-Li4M5O12 transformation of the material which is different from the layered-to-LiMn2O4 transformation of the pristine Li(Li0.18Ni0.15Co0.15Mn0.52)O2. This Li4M5O12-like transformation helps the material to keep high working voltage, long cycle life and excellent rate capability. Mass spectrometry, in situ X-ray diffraction and transmission electron microscope show that the Li4M5O12-like phase prohibits oxygen release from the material bulk at elevated temperatures. In addition, the BiOF coating layer protects the material from harmful side reactions with the electrolyte. These advantages significantly improve the electrochemical performance of Li(Li0.18Ni0.15Co0.15Mn0.52)O2. The material shows a discharge capacity of 292 mAh …",Xiaofei Bian and Qiang Fu and Qiang Pang and Yu Gao and Yingjin Wei and Bo Zou and Fei Du and Gang Chen,29,9910924185851737561,ACS Applied Materials & Interfaces,5,3308-3318,American Chemical Society,Multi-functional surface engineering for Li-excess layered cathode material targeting excellent electrochemical and thermal safety properties,https://pubs.acs.org/doi/abs/10.1021/acsami.5b11199,8,2016
5306,"A reduced copper metal–organic framework (rCu-MOF) containing CuI ions was prepared by reducing raw MOFs (Cu-BTC). A series of polymer functionalizations and coupling reactions could subsequently be achieved via CuAAC click chemistry, thus demonstrating the high activity, facile recyclability and good structural stability of rCu-MOFs for catalytic applications.",Qiang Fu and Ke Xie and Shereen Tan and Jing M Ren and Qinghu Zhao and Paul A Webley and Greg G Qiao,29,8838841987250440508,Chemical Communications,82,12226-12229,Royal Society of Chemistry,The use of reduced copper metal–organic frameworks to facilitate CuAAC click chemistry,https://pubs.rsc.org/en/content/articlehtml/2016/cc/c6cc06890a,52,2016
5307,"Chitosan/cellulose nanocrystals (CS/CNCs) composites were prepared with different contents of CNCs. Due to the homogeneous dispersion of CNCs and the strong interfacial interactions resulting from hydrogen bonding between CS chains and CNCs, the transparency of CS is well retained and the overall mechanical properties of CS are significantly improved. Furthermore, because both CS and CNCs are biocompatible materials, cell proliferation test shows that the obtained composites are noncytotoxic and can potentially meet safety requirements of biomedical applications. These advantages pave the way of potential applications of CS in the field of commercial plastics and encourage the use of CS as environment-friendly material and biomedical material.",Cheng-zhen Geng and Xin Hu and Guang-hui Yang and Qin Zhang and Feng Chen and Qiang Fu,29,9410500481815591765,Chinese Journal of Polymer Science,1,61-69,"Chinese Chemical Society and Institute of Chemistry, CAS",Mechanically reinforced chitosan/cellulose nanocrystals composites with good transparency and biocompatibility,https://link.springer.com/article/10.1007/s10118-015-1558-6,33,2015
5308,Well-defined branched and densely cross-linked soft nanoparticles (SNPs) were synthesized and incorporated into a poly(ether-b-amide) (Pebax®) matrix to form the selective layer of thin film composite (TFC) membranes. The fabricated TFC membranes exhibited distinct gas separation abilities. These results reveal the effect of SNP morphologies on the membrane performance. This study may provide insights and novel strategies to fabricate highly permeable membrane materials for carbon dioxide (CO2) capture.,Qiang Fu and Edgar HH Wong and Jinguk Kim and Joel MP Scofield and Paul A Gurr and Sandra E Kentish and Greg G Qiao,29,15623322700737765579,Journal of Materials Chemistry A,42,17751-17756,Royal Society of Chemistry,The effect of soft nanoparticles morphologies on thin film composite membrane performance,https://pubs.rsc.org/en/content/articlehtml/2014/ta/c4ta02859g,2,2014
5309,"In this article, it is demonstrated that simultaneously strengthened and toughened nanocomposites based on polypropylene/EPDM thermoplastic elastomer (TPO) matrix can be achieved through enhanced adhesion between MWNTs and polymer matrix by using PP grafted multiwalled carbon nanotubes (MWNTs). To improve the interface between filler and matrix, MWNTs were treated with acid, or covalently linked to polypropylene. The chemical and morphological transformation of the modified MWNTs, and its effect on the morphology and mechanical properties of the composites are investigated. The strengthening and toughening mechanism is discussed regarding the structural property relationship. © 2011 Wiley Periodicals, Inc. J Appl Polym Sci, 2011",Chaoqun Li and Hua Deng and Ke Wang and Qin Zhang and Feng Chen and Qiang Fu,29,4730317841356683918,Journal of Applied Polymer Science,4,2104-2112,"Wiley Subscription Services, Inc., A Wiley Company",Strengthening and toughening of thermoplastic polyolefin elastomer using polypropylene‐grafted multiwalled carbon nanotubes,https://onlinelibrary.wiley.com/doi/abs/10.1002/app.33892,121,2011
5310,"In this article, the phase morphology and mechanical properties of polypropylene (PP)/ethylene–octane copolymer (POE) blends with fixed ratio (60/40) obtained via different processing conditions, including barrel temperature, injection speed, and mold temperature, have been investigated. SEM was carried out for detailed characterization of phase morphology from the skin to the core, layer by layer. It was interesting that for all the processing conditions no dispersed POE elastomer was observed in the skin layer but elongated POE particles with large size were observed in the subskin layer. From the transition zone to the core layer, an increased phase separation was observed, which could lead to a formation of cocontinuous morphology, depending on the processing condition used. Higher barrel temperature, lower mold temperature, and higher injection speed could result in a smaller size of POE phase. The …",Jiang Li and Xiaoqing Zhang and Cheng Qu and Qin Zhang and RongNi Du and Qiang Fu,29,12795015595424092301,Journal of applied polymer science,4,2252-2259,"Wiley Subscription Services, Inc., A Wiley Company",Hierarchy structure in injection molded polypropylene/ethylene–octane copolymer blends,https://onlinelibrary.wiley.com/doi/abs/10.1002/app.26225,105,2007
5311,"Stereocomplexation of enantiomeric poly(l-lactide)/poly(d-lactide) (PLLA/PDLA) chains opens up a great opportunity toward sustainable PLA engineering plastic with exceptional heat resistance and durability. However, the processing and applications of stereocomplex-type PLA (SC-PLA) are significantly blocked by its inferior melt stability (i.e., the weak melt memory effect in triggering complete SC crystallization, which makes it hard to obtain exclusive formation of SC crystallites in melt-processed products) and inherent brittleness. In this contribution, we demonstrate an unprecedented strategy to address these obstacles by one-pot reactive melt blending of the equimolar PLLA/PDLA blend with reactive poly(ethylene–methyl acrylate–glycidyl methacrylate) (E-MA-GMA) in the presence of catalyst, where both the stereocomplexation and the grafting of some PLLA/PDLA chains onto E-MA-GMA backbones take …",Shihao Deng and Hongwei Bai and Zhenwei Liu and Qin Zhang and Qiang Fu,28,4506700654965570528,Macromolecules,4,1718-1730,American Chemical Society,Toward Supertough and Heat-Resistant Stereocomplex-Type Polylactide/Elastomer Blends with Impressive Melt Stability via in Situ Formation of Graft Copolymer …,https://pubs.acs.org/doi/abs/10.1021/acs.macromol.8b02626,52,2019
5312,"In this work, a comparison study was carried out to investigate the efficacy of glass fiber (GF) in reinforcing poly(lactic acid) (PLA) by using traditional silane coupling agents (GF-S) and novel graphene oxide (GF-GO) as surface modifiers. The crystallization behavior of the PLA matrix was investigated by differential scanning calorimetry. The mechanical performances and the thermomechanical properties of the composites were evaluated by uniaxial tensile testing and dynamic mechanical analysis, respectively. For neat GF without any treatment, the poor interfacial adhesion and the sharp shortening of the GF length result in the relatively poor mechanical performances of PLA/GF composites. However, the incorporation of GF-S significantly improves the mechanical strength and keeps relatively good toughness of the composites, while GF-GO exhibits excellent nucleation ability for PLA and could moderately …",Mengfan Jing and Junjin Che and Shuman Xu and Zhenwei Liu and Qiang Fu,28,13083259144473591849,Applied Surface Science,,1046-1056,North-Holland,The effect of surface modification of glass fiber on the performance of poly (lactic acid) composites: Graphene oxide vs. silane coupling agents,https://www.sciencedirect.com/science/article/pii/S0169433217334074,435,2018
5313,"Biomaterials for soft tissue engineering scaffolds require a combination of multiple properties including suitable mechanical properties, biodegradability, and biocompatibility. In this work, a series of light-crosslinking waterborne polyurethanes (LWPUs) were prepared using L-lysine ethyl ester diisocyanate (LDI), 1,3-propanediol (PDO) and L-lysine as hard segments and poly(ε-caprolactone) (PCL) and poly(ethylene glycol) (PEG) as soft segments. The obtained LWPUs exhibited appropriate stretchability with a break elongation of 1400–2500% and an excellent strength of 12–18 MPa, which could admirably meet the requirements for soft tissue engineering scaffolds. In addition, the hydrophilic surfaces of LWPUs could effectively reduce protein adsorption and platelet adhesion and favor cell proliferation compared with traditional biomedical polyurethanes. The ultimate degradation products of LWPUs were proven …",Hongye Hao and Jingyu Shao and Ya Deng and Shan He and Feng Luo and Yingke Wu and Jiehua Li and Hong Tan and Jianshu Li and Qiang Fu,28,6695074465377582439,Biomaterials science,11,1682-1690,Royal Society of Chemistry,Synthesis and characterization of biodegradable lysine-based waterborne polyurethane for soft tissue engineering applications,https://pubs.rsc.org/en/content/articlehtml/2016/bm/c6bm00588h,4,2016
5314,"The key for fiber reinforced polymer composites is the interfacial interaction between fiber and polymer matrix. The crystallization of polymer on the surface of fiber as a possible way to enhance the interfacial interaction has received increasingly attention. In this work, the transcrystalline (TC) formation and properties of isotactic polypropylene (iPP) on ramie fiber surface, as induced either by fiber pulling or by dopamine modification, were investigated and compared. It was found that the growth rate of shear induced TC is faster than that obtained via dopamine modification. There exists α–β crystal form transition in the TC formation process as induced by pulling while only α-crystal form is obtained via dopamine modification. By using both dopamine modification and fiber pulling, a formation of TC with two step growth was observed for the first time: the first step growth has much enhanced rate than that induced by …",Mi Zhou and Shuman Xu and Yuhan Li and Chao He and Tianxiang Jin and Ke Wang and Hua Deng and Qin Zhang and Feng Chen and Qiang Fu,28,11228903421140395391,Polymer,13,3045-3053,Elsevier,Transcrystalline formation and properties of polypropylene on the surface of ramie fiber as induced by shear or dopamine modification,https://www.sciencedirect.com/science/article/pii/S0032386114003905,55,2014
5315,"Periodic patterning of carbon nanotubes (CNTs) with semi-crystalline polymers, especially the novel nanohybrid shish kebab (NHSK) superstructure, in which fibrous CNTs act as shish while polymer lamellae as kebab, is of interest both scientifically and technologically. So far the reported NHSK are mostly prepared using polymers with zigzag conformation in crystal and it seems difficult to obtain NHSK using polymer with helical conformation. In this work, we report the formation of NHSK structure by using single-walled carbon nanotube (SWNT) bundles. A promoted formation of NHSK was observed even using polymer with helical conformation, and the formation mechanism of NHSK was attributed to the unique “groove structure” formed by the stacked SWNTs in parallel arrays, which could facilitate the orientation of helical polymer chains along the SWNTs axis and the lateral formation of stable nucleus. The …",Nanying Ning and Wei Zhang and Yongsheng Zhao and Changyu Tang and Mingbo Yang and Qiang Fu,28,6296815553225647616,Polymer,20,4553-4559,Elsevier,Facilitating the formation of nanohybrid shish kebab structure in helical polymer systems by using carbon nanotube bundles,https://www.sciencedirect.com/science/article/pii/S003238611200643X,53,2012
5316,"The morphology and properties of multiwalled carbon nanotube modified polypropylene (PP)/ethylene–octene copolymer blends were studied. Polypropylene chains are covalently grafted onto the surface of carbon nanotubes (CNTs) in order to improve their interaction with the polymer matrix. It is observed that functionalization of CNTs improves their dispersion and increases the interfacial bonding between CNTs and polymer matrix. The functionalized CNTs are selectively distributed in the continuous polypropylene phase. The size of the dispersed elastomer phase decreases after the addition of CNTs. Functionalized CNTs act as a nucleating agent and increase the crystallinity of the polypropylene. More importantly, an important increase in impact strength, stiffness and toughness can be achieved through introducing functionalized CNTs. Copyright © 2011 Society of Chemical Industry",Chaoqun Li and Qinna Zhao and Hua Deng and Chen Chen and Ke Wang and Qin Zhang and Feng Chen and Qiang Fu,28,7689656093279930246,Polymer international,11,1629-1637,"John Wiley & Sons, Ltd.","Preparation, structure and properties of thermoplastic olefin nanocomposites containing functionalized carbon nanotubes",https://onlinelibrary.wiley.com/doi/abs/10.1002/pi.3141,60,2011
5317,"The development of lead-free bulk ceramics with high recoverable energy density (Wrec) and high efficiency plays a major role in meeting the requirements for miniaturization and integration of advanced pulsed power capacitors. In this study, composition-dependent phase structures and ferroelectric properties of lead-free relaxor ferroelectric ceramics (1 − x)(0.84Bi0.5Na0.5TiO3–0.16K0.5Bi0.5TiO3)–x(Bi0.2Sr0.7TiO3) [(1 − x)(BNT–KBT)–xSBT, x = 0–0.45] are investigated. The introduction of SBT into the morphotropic phase boundary (MPB) BNT–BKT system constructs the relaxor ferroelectrics according to the order–disorder theory, leading to an improved energy storage performance. Results show that an ultrahigh recoverable energy density of 4.06 J cm−3 and a high energy-storage efficiency of 87.3% under an electric field of 350 kV cm−1 are achieved concomitantly, together with a superior high temperature …",Di Hu and Zhongbin Pan and Xiang Zhang and Haoran Ye and Zhouyang He and Mingkun Wang and Shuang Xing and Jiwei Zhai and Qiang Fu and Jinjun Liu,27,12996561282573965679,Journal of Materials Chemistry C,2,591-601,Royal Society of Chemistry,Greatly enhanced discharge energy density and efficiency of novel relaxation ferroelectric BNT–BKT-based ceramics,https://pubs.rsc.org/no/content/articlehtml/2020/tc/c9tc05528b,8,2020
5318,"This paper introduces a green, safe and effective process for mass synthesizing graphene oxide (EGO) with high yield up to 90 wt %, excellent water solubility and good quality (˂ 5 layers reach to 95%) via electrochemical exfoliation method in acidic potassium permanganate electrolyte. Furthermore, the reacted EGO electrolyte continues to undergo a one-step hydrothermal treatment for preparing the MnO2/reduced graphene oxide (MnO2/rEGO) composite, and then it is used as an electrode material of supercapacitor. Experimental results reveal that the MnO2/rEGO composite exhibits a high specific capacitance of 342.8 F g−1 at a current density of 0.5 A g−1, excellent rate capability and cycling stability with 90.3% capacitance retention after 3000 cycles. A two-electrode symmetric supercapacitor assembled device is fabricated and exhibits a high specific capacitance of 226.8 F g−1 at 0.5 A g−1. It …",Hui Wang and Qiang Fu and Chunxu Pan,27,3078171365573404654,Electrochimica Acta,,11-21,Pergamon,Green mass synthesis of graphene oxide and its MnO2 composite for high performance supercapacitor,https://www.sciencedirect.com/science/article/pii/S0013468619308849,312,2019
5319,"A novel magnet-induced aligning magnetorheological elastomer (MIMRE) based on ultra-soft polymeric matrix was prepared through an innovative synthetic approach, enables the magnetic particles to mobile and align in elastomer matrix under magnetic field at room temperature. The effect of polymeric matrix modulus on the formation of MIMRE was investigated in detail. It was found that the MIMRE showed excellent magnetorheological (MR) effect, and the absolute and relative MR effect was of 3.61 MPa and 17,286%, respectively. The relative MR effect of magnetorheological elastomer was almost 100 times higher than that of elastomers reported in previous literature. In addition, the application of MIMRE in actuators and self-healing materials was evaluated. The present MIMRE thus opens up a new avenue for the improvement of MR effect of magnetorheological elastomer, while avoiding the use of …",Junru Yao and Youyi Sun and Yan Wang and Qiang Fu and Zhiyuan Xiong and Yaqing Liu,27,13328152416976121042,Composites Science and Technology,,170-179,Elsevier,Magnet-induced aligning magnetorheological elastomer based on ultra-soft matrix,https://www.sciencedirect.com/science/article/pii/S0266353818302185,162,2018
5320,"OCTN2 (SLC22A5) is a Na+‐coupled absorption transporter for l‐carnitine in small intestine. This study tests the potential of this transporter for oral delivery of therapeutic drugs encapsulated in l‐carnitine‐conjugated poly(lactic‐co‐glycolic acid) (PLGA) nanoparticles (LC‐PLGA NPs) and discloses the molecular mechanism for cellular endocytosis of transporter‐targeting nanoparticles. Conjugation of l‐carnitine to a surface of PLGA‐NPs enhances the cellular uptake and intestinal absorption of encapsulated drug. In both cases, the uptake process is dependent on cotransporting ion Na+. Computational OCTN2 docking analysis shows that the presence of Na+ is important for the formation of the energetically stable intermediate complex of transporter‐Na+‐LC‐PLGA NPs, which is also the first step in cellular endocytosis of nanoparticles. The transporter‐mediated intestinal absorption of LC‐PLGA NPs occurs via …",Longfa Kou and Qing Yao and Mengchi Sun and Chunnuan Wu and Jia Wang and Qiuhua Luo and Gang Wang and Yuqian Du and Qiang Fu and Jian Wang and Zhonggui He and Vadivel Ganapathy and Jin Sun,27,11260381647126347604,Advanced healthcare materials,17,1700165,,Cotransporting Ion is a Trigger for Cellular Endocytosis of Transporter‐Targeting Nanoparticles: A Case Study of High‐Efficiency SLC22A5 (OCTN2)‐Mediated Carnitine‐Conjugated …,https://onlinelibrary.wiley.com/doi/abs/10.1002/adhm.201700165,6,2017
5321,"For a highly hydrophobic and drug, it is difficult to formulate and solidify its nanocrystals with high drug loading and good redispersity. In this study, Allisartan Isoproxil was used as a model drug, and SDS was tested in combination with sugar alcohols to improve the drug loading and redispersity for its spray-dried nanocrystals, simultaneously. These spray-dried nanocrystals had high drug loading of 61.7% and good redispersity, which was mainly attributed to the addition of SDS. In addition, the nanocrystals were characterized by scanning electron microscopy, differential scanning calorimetry, X-ray power diffraction analysis, Fourier transform infrared spectroscopy and Raman spectroscopy. The results showed that Allisartan Isoproxil was unchanged in chemical structure, but was partially amorphous. Regarding the in vitro dissolution, the optimism formulation shown an increased dissolution compared with the bulk …",Yanxian Hou and Jingbo Shao and Qiang Fu and Jingru Li and Jin Sun and Zhonggui He,27,9235345030038912047,International journal of pharmaceutics,1-2,372-379,Elsevier,"Spray-dried nanocrystals for a highly hydrophobic drug: Increased drug loading, enhanced redispersity, and improved oral bioavailability",https://www.sciencedirect.com/science/article/pii/S0378517316311061,516,2017
5322,"Improving the wettability of and reducing the protein adsorption to contact lenses may be beneficial for improving wearer comfort. Herein, we describe a simple “click” chemistry approach to surface functionalize poly(2-hydroxyethyl methacrylate) (pHEMA)-based contact lenses with hyaluronic acid (HA), a carbohydrate naturally contributing to the wettability of the native tear film. A two-step preparation technique consisting of laccase/TEMPO-mediated oxidation followed by covalent grafting of hydrazide-functionalized HA via simple immersion resulted in a model lens surface that is significantly more wettable, more water retentive, and less protein binding than unmodified pHEMA while maintaining the favorable transparency, refractive, and mechanical properties of a native lens. The dipping/coating method we developed to covalently tether the HA wetting agent is simple, readily scalable, and a highly efficient route …",Xudong Deng and Myrto Korogiannaki and Banafsheh Rastegari and Jianfeng Zhang and Mengsu Chen and Qiang Fu and Heather Sheardown and Carlos DM Filipe and Todd Hoare,27,16660401178612359097,ACS Applied Materials & Interfaces,34,22064-22073,American Chemical Society,“Click” chemistry-tethered hyaluronic acid-based contact lens coatings improve lens wettability and lower protein adsorption,https://pubs.acs.org/doi/abs/10.1021/acsami.6b07433,8,2016
